rl	V(current_feedback)	V(voltage_feedback)	V(vout)	-I(Rl)
7.307000000010048e+001	6.868803e-002	1.022890e+000	9.995611e+000	1.367950e-001
7.308000000010048e+001	6.867867e-002	1.022890e+000	9.995611e+000	1.367763e-001
7.309000000010049e+001	6.866931e-002	1.022890e+000	9.995611e+000	1.367576e-001
7.310000000010049e+001	6.865996e-002	1.022890e+000	9.995611e+000	1.367389e-001
7.311000000010050e+001	6.865061e-002	1.022890e+000	9.995611e+000	1.367202e-001
7.312000000010050e+001	6.864127e-002	1.022890e+000	9.995611e+000	1.367015e-001
7.313000000010051e+001	6.863192e-002	1.022890e+000	9.995611e+000	1.366828e-001
7.314000000010051e+001	6.862257e-002	1.022890e+000	9.995611e+000	1.366641e-001
7.315000000010052e+001	6.861324e-002	1.022890e+000	9.995611e+000	1.366454e-001
7.316000000010052e+001	6.860390e-002	1.022890e+000	9.995611e+000	1.366267e-001
7.317000000010053e+001	6.859456e-002	1.022890e+000	9.995611e+000	1.366080e-001
7.318000000010053e+001	6.858523e-002	1.022890e+000	9.995611e+000	1.365894e-001
7.319000000010054e+001	6.857590e-002	1.022890e+000	9.995611e+000	1.365707e-001
7.320000000010055e+001	6.856657e-002	1.022890e+000	9.995611e+000	1.365521e-001
7.321000000010055e+001	6.855725e-002	1.022890e+000	9.995611e+000	1.365334e-001
7.322000000010056e+001	6.854782e-002	1.022888e+000	9.995596e+000	1.365146e-001
7.323000000010056e+001	6.853861e-002	1.022890e+000	9.995611e+000	1.364961e-001
7.324000000010057e+001	6.852929e-002	1.022890e+000	9.995611e+000	1.364775e-001
7.325000000010057e+001	6.851997e-002	1.022890e+000	9.995612e+000	1.364589e-001
7.326000000010058e+001	6.851066e-002	1.022890e+000	9.995612e+000	1.364402e-001
7.327000000010058e+001	6.850135e-002	1.022890e+000	9.995612e+000	1.364216e-001
7.328000000010059e+001	6.849204e-002	1.022890e+000	9.995612e+000	1.364030e-001
7.329000000010059e+001	6.848274e-002	1.022890e+000	9.995612e+000	1.363844e-001
7.330000000010060e+001	6.847344e-002	1.022890e+000	9.995612e+000	1.363658e-001
7.331000000010060e+001	6.846414e-002	1.022890e+000	9.995612e+000	1.363472e-001
7.332000000010061e+001	6.845484e-002	1.022890e+000	9.995612e+000	1.363286e-001
7.333000000010061e+001	6.844555e-002	1.022890e+000	9.995612e+000	1.363100e-001
7.334000000010062e+001	6.843625e-002	1.022890e+000	9.995612e+000	1.362914e-001
7.335000000010062e+001	6.842696e-002	1.022890e+000	9.995612e+000	1.362728e-001
7.336000000010063e+001	6.841768e-002	1.022890e+000	9.995612e+000	1.362543e-001
7.337000000010063e+001	6.840839e-002	1.022890e+000	9.995612e+000	1.362357e-001
7.338000000010064e+001	6.840480e-002	1.022974e+000	9.996452e+000	1.362286e-001
7.339000000010064e+001	6.838983e-002	1.022890e+000	9.995612e+000	1.361986e-001
7.340000000010065e+001	6.838056e-002	1.022890e+000	9.995612e+000	1.361800e-001
7.341000000010065e+001	6.837128e-002	1.022890e+000	9.995612e+000	1.361614e-001
7.342000000010066e+001	6.836201e-002	1.022890e+000	9.995612e+000	1.361429e-001
7.343000000010066e+001	6.835274e-002	1.022890e+000	9.995612e+000	1.361244e-001
7.344000000010067e+001	6.834348e-002	1.022890e+000	9.995612e+000	1.361058e-001
7.345000000010067e+001	6.833422e-002	1.022890e+000	9.995614e+000	1.360873e-001
7.346000000010068e+001	6.832495e-002	1.022890e+000	9.995612e+000	1.360688e-001
7.347000000010068e+001	6.831568e-002	1.022890e+000	9.995612e+000	1.360503e-001
7.348000000010069e+001	6.830643e-002	1.022890e+000	9.995612e+000	1.360317e-001
7.349000000010069e+001	6.829718e-002	1.022890e+000	9.995612e+000	1.360132e-001
7.350000000010070e+001	6.828793e-002	1.022890e+000	9.995612e+000	1.359947e-001
7.351000000010070e+001	6.827867e-002	1.022890e+000	9.995612e+000	1.359762e-001
7.352000000010071e+001	6.826943e-002	1.022890e+000	9.995612e+000	1.359577e-001
7.353000000010071e+001	6.826022e-002	1.022890e+000	9.995617e+000	1.359393e-001
7.354000000010072e+001	6.825095e-002	1.022890e+000	9.995612e+000	1.359208e-001
7.355000000010072e+001	6.824171e-002	1.022890e+000	9.995612e+000	1.359023e-001
7.356000000010073e+001	6.823247e-002	1.022890e+000	9.995612e+000	1.358838e-001
7.357000000010073e+001	6.822440e-002	1.022907e+000	9.995785e+000	1.358677e-001
7.358000000010074e+001	6.821400e-002	1.022890e+000	9.995612e+000	1.358469e-001
7.359000000010074e+001	6.820478e-002	1.022890e+000	9.995612e+000	1.358284e-001
7.360000000010075e+001	6.819555e-002	1.022890e+000	9.995612e+000	1.358100e-001
7.361000000010075e+001	6.818633e-002	1.022890e+000	9.995612e+000	1.357915e-001
7.362000000010076e+001	6.817710e-002	1.022890e+000	9.995612e+000	1.357731e-001
7.363000000010077e+001	6.816788e-002	1.022890e+000	9.995613e+000	1.357546e-001
7.364000000010077e+001	6.815867e-002	1.022890e+000	9.995613e+000	1.357362e-001
7.365000000010078e+001	6.814945e-002	1.022890e+000	9.995613e+000	1.357177e-001
7.366000000010078e+001	6.814013e-002	1.022888e+000	9.995596e+000	1.356991e-001
7.367000000010079e+001	6.813104e-002	1.022890e+000	9.995613e+000	1.356809e-001
7.368000000010079e+001	6.812183e-002	1.022890e+000	9.995613e+000	1.356625e-001
7.369000000010080e+001	6.811263e-002	1.022890e+000	9.995613e+000	1.356441e-001
7.370000000010080e+001	6.810342e-002	1.022890e+000	9.995613e+000	1.356257e-001
7.371000000010081e+001	6.809422e-002	1.022890e+000	9.995613e+000	1.356073e-001
7.372000000010081e+001	6.808502e-002	1.022890e+000	9.995613e+000	1.355889e-001
7.373000000010082e+001	6.807584e-002	1.022890e+000	9.995613e+000	1.355705e-001
7.374000000010082e+001	6.806664e-002	1.022890e+000	9.995613e+000	1.355521e-001
7.375000000010083e+001	6.805746e-002	1.022890e+000	9.995613e+000	1.355337e-001
7.376000000010083e+001	6.804826e-002	1.022890e+000	9.995613e+000	1.355154e-001
7.377000000010084e+001	6.803908e-002	1.022890e+000	9.995613e+000	1.354970e-001
7.378000000010084e+001	6.802990e-002	1.022890e+000	9.995613e+000	1.354786e-001
7.379000000010085e+001	6.802072e-002	1.022890e+000	9.995613e+000	1.354603e-001
7.380000000010085e+001	6.801154e-002	1.022890e+000	9.995613e+000	1.354419e-001
7.381000000010086e+001	6.800237e-002	1.022890e+000	9.995613e+000	1.354236e-001
7.382000000010086e+001	6.799319e-002	1.022890e+000	9.995613e+000	1.354052e-001
7.383000000010087e+001	6.798403e-002	1.022890e+000	9.995613e+000	1.353869e-001
7.384000000010087e+001	6.797487e-002	1.022890e+000	9.995613e+000	1.353685e-001
7.385000000010088e+001	6.796570e-002	1.022890e+000	9.995613e+000	1.353502e-001
7.386000000010088e+001	6.795654e-002	1.022890e+000	9.995613e+000	1.353319e-001
7.387000000010089e+001	6.794738e-002	1.022890e+000	9.995613e+000	1.353136e-001
7.388000000010089e+001	6.793822e-002	1.022890e+000	9.995613e+000	1.352953e-001
7.389000000010090e+001	6.792907e-002	1.022890e+000	9.995613e+000	1.352769e-001
7.390000000010090e+001	6.791992e-002	1.022890e+000	9.995613e+000	1.352586e-001
7.391000000010091e+001	6.791077e-002	1.022890e+000	9.995613e+000	1.352403e-001
7.392000000010091e+001	6.790162e-002	1.022890e+000	9.995613e+000	1.352220e-001
7.393000000010092e+001	6.789248e-002	1.022890e+000	9.995613e+000	1.352037e-001
7.394000000010092e+001	6.788334e-002	1.022890e+000	9.995613e+000	1.351855e-001
7.395000000010093e+001	6.787420e-002	1.022890e+000	9.995613e+000	1.351672e-001
7.396000000010093e+001	6.786517e-002	1.022892e+000	9.995629e+000	1.351491e-001
7.397000000010094e+001	6.785592e-002	1.022890e+000	9.995613e+000	1.351306e-001
7.398000000010094e+001	6.784679e-002	1.022890e+000	9.995613e+000	1.351124e-001
7.399000000010095e+001	6.783767e-002	1.022890e+000	9.995613e+000	1.350941e-001
7.400000000010095e+001	6.782854e-002	1.022890e+000	9.995614e+000	1.350759e-001
7.401000000010096e+001	6.781941e-002	1.022890e+000	9.995614e+000	1.350576e-001
7.402000000010096e+001	6.781029e-002	1.022890e+000	9.995614e+000	1.350394e-001
7.403000000010097e+001	6.780117e-002	1.022890e+000	9.995614e+000	1.350211e-001
7.404000000010097e+001	6.779205e-002	1.022890e+000	9.995614e+000	1.350029e-001
7.405000000010098e+001	6.778294e-002	1.022890e+000	9.995614e+000	1.349847e-001
7.406000000010099e+001	6.777383e-002	1.022890e+000	9.995614e+000	1.349664e-001
7.407000000010099e+001	6.776842e-002	1.022945e+000	9.996164e+000	1.349556e-001
7.408000000010100e+001	6.775561e-002	1.022890e+000	9.995614e+000	1.349300e-001
7.409000000010100e+001	6.774651e-002	1.022890e+000	9.995614e+000	1.349118e-001
7.410000000010101e+001	6.773740e-002	1.022890e+000	9.995614e+000	1.348936e-001
7.411000000010101e+001	6.772830e-002	1.022890e+000	9.995614e+000	1.348754e-001
7.412000000010102e+001	6.771921e-002	1.022890e+000	9.995614e+000	1.348572e-001
7.413000000010102e+001	6.771011e-002	1.022890e+000	9.995614e+000	1.348390e-001
7.414000000010103e+001	6.770102e-002	1.022890e+000	9.995614e+000	1.348208e-001
7.415000000010103e+001	6.769193e-002	1.022890e+000	9.995614e+000	1.348026e-001
7.416000000010104e+001	6.768284e-002	1.022890e+000	9.995614e+000	1.347844e-001
7.417000000010104e+001	6.767375e-002	1.022890e+000	9.995614e+000	1.347663e-001
7.418000000010105e+001	6.766468e-002	1.022890e+000	9.995614e+000	1.347481e-001
7.419000000010105e+001	6.765559e-002	1.022890e+000	9.995614e+000	1.347299e-001
7.420000000010106e+001	6.764652e-002	1.022890e+000	9.995614e+000	1.347118e-001
7.421000000010106e+001	6.763744e-002	1.022890e+000	9.995614e+000	1.346936e-001
7.422000000010107e+001	6.762836e-002	1.022890e+000	9.995614e+000	1.346755e-001
7.423000000010107e+001	6.761929e-002	1.022890e+000	9.995614e+000	1.346573e-001
7.424000000010108e+001	6.761023e-002	1.022890e+000	9.995614e+000	1.346392e-001
7.425000000010108e+001	6.760116e-002	1.022890e+000	9.995614e+000	1.346211e-001
7.426000000010109e+001	6.759210e-002	1.022890e+000	9.995614e+000	1.346029e-001
7.427000000010109e+001	6.758305e-002	1.022890e+000	9.995614e+000	1.345848e-001
7.428000000010110e+001	6.757398e-002	1.022890e+000	9.995614e+000	1.345667e-001
7.429000000010110e+001	6.756493e-002	1.022890e+000	9.995614e+000	1.345486e-001
7.430000000010111e+001	6.755587e-002	1.022890e+000	9.995614e+000	1.345305e-001
7.431000000010111e+001	6.754682e-002	1.022890e+000	9.995614e+000	1.345124e-001
7.432000000010112e+001	6.753777e-002	1.022890e+000	9.995614e+000	1.344943e-001
7.433000000010112e+001	6.752872e-002	1.022890e+000	9.995614e+000	1.344762e-001
7.434000000010113e+001	6.751968e-002	1.022890e+000	9.995614e+000	1.344581e-001
7.435000000010113e+001	6.751064e-002	1.022890e+000	9.995614e+000	1.344400e-001
7.436000000010114e+001	6.750160e-002	1.022890e+000	9.995614e+000	1.344219e-001
7.437000000010114e+001	6.749257e-002	1.022890e+000	9.995614e+000	1.344039e-001
7.438000000010115e+001	6.748353e-002	1.022890e+000	9.995615e+000	1.343858e-001
7.439000000010115e+001	6.747450e-002	1.022890e+000	9.995615e+000	1.343677e-001
7.440000000010116e+001	6.746547e-002	1.022890e+000	9.995615e+000	1.343497e-001
7.441000000010116e+001	6.745645e-002	1.022890e+000	9.995615e+000	1.343316e-001
7.442000000010117e+001	6.744742e-002	1.022890e+000	9.995615e+000	1.343136e-001
7.443000000010117e+001	6.743840e-002	1.022890e+000	9.995615e+000	1.342955e-001
7.444000000010118e+001	6.742938e-002	1.022890e+000	9.995615e+000	1.342775e-001
7.445000000010118e+001	6.742036e-002	1.022890e+000	9.995615e+000	1.342594e-001
7.446000000010119e+001	6.741135e-002	1.022890e+000	9.995615e+000	1.342414e-001
7.447000000010119e+001	6.740233e-002	1.022890e+000	9.995615e+000	1.342234e-001
7.448000000010120e+001	6.739333e-002	1.022890e+000	9.995615e+000	1.342054e-001
7.449000000010121e+001	6.738432e-002	1.022890e+000	9.995615e+000	1.341873e-001
7.450000000010121e+001	6.737531e-002	1.022890e+000	9.995615e+000	1.341693e-001
7.451000000010122e+001	6.736631e-002	1.022890e+000	9.995615e+000	1.341513e-001
7.452000000010122e+001	6.735731e-002	1.022890e+000	9.995615e+000	1.341333e-001
7.453000000010123e+001	6.734832e-002	1.022890e+000	9.995615e+000	1.341153e-001
7.454000000010123e+001	6.733932e-002	1.022890e+000	9.995615e+000	1.340973e-001
7.455000000010124e+001	6.733032e-002	1.022890e+000	9.995615e+000	1.340793e-001
7.456000000010124e+001	6.732133e-002	1.022890e+000	9.995615e+000	1.340614e-001
7.457000000010125e+001	6.731234e-002	1.022890e+000	9.995615e+000	1.340434e-001
7.458000000010125e+001	6.730336e-002	1.022890e+000	9.995615e+000	1.340254e-001
7.459000000010126e+001	6.729438e-002	1.022890e+000	9.995615e+000	1.340074e-001
7.460000000010126e+001	6.728540e-002	1.022890e+000	9.995615e+000	1.339895e-001
7.461000000010127e+001	6.727642e-002	1.022890e+000	9.995615e+000	1.339715e-001
7.462000000010127e+001	6.726744e-002	1.022890e+000	9.995615e+000	1.339536e-001
7.463000000010128e+001	6.725847e-002	1.022890e+000	9.995615e+000	1.339356e-001
7.464000000010128e+001	6.724950e-002	1.022890e+000	9.995615e+000	1.339177e-001
7.465000000010129e+001	6.724053e-002	1.022890e+000	9.995615e+000	1.338997e-001
7.466000000010129e+001	6.723156e-002	1.022890e+000	9.995615e+000	1.338818e-001
7.467000000010130e+001	6.722575e-002	1.022937e+000	9.996089e+000	1.338702e-001
7.468000000010130e+001	6.721364e-002	1.022890e+000	9.995615e+000	1.338459e-001
7.469000000010131e+001	6.720468e-002	1.022890e+000	9.995615e+000	1.338280e-001
7.470000000010131e+001	6.719572e-002	1.022890e+000	9.995615e+000	1.338101e-001
7.471000000010132e+001	6.718677e-002	1.022890e+000	9.995615e+000	1.337922e-001
7.472000000010132e+001	6.717782e-002	1.022890e+000	9.995615e+000	1.337743e-001
7.473000000010133e+001	6.716887e-002	1.022890e+000	9.995615e+000	1.337564e-001
7.474000000010133e+001	6.715992e-002	1.022890e+000	9.995615e+000	1.337385e-001
7.475000000010134e+001	6.715097e-002	1.022890e+000	9.995615e+000	1.337206e-001
7.476000000010134e+001	6.714203e-002	1.022890e+000	9.995615e+000	1.337027e-001
7.477000000010135e+001	6.713309e-002	1.022890e+000	9.995616e+000	1.336848e-001
7.478000000010135e+001	6.712416e-002	1.022890e+000	9.995616e+000	1.336670e-001
7.479000000010136e+001	6.711522e-002	1.022890e+000	9.995616e+000	1.336491e-001
7.480000000010136e+001	6.710629e-002	1.022890e+000	9.995616e+000	1.336312e-001
7.481000000010137e+001	6.709736e-002	1.022890e+000	9.995616e+000	1.336134e-001
7.482000000010137e+001	6.708843e-002	1.022890e+000	9.995616e+000	1.335955e-001
7.483000000010138e+001	6.707951e-002	1.022890e+000	9.995616e+000	1.335776e-001
7.484000000010138e+001	6.707058e-002	1.022890e+000	9.995616e+000	1.335598e-001
7.485000000010139e+001	6.706166e-002	1.022890e+000	9.995616e+000	1.335420e-001
7.486000000010139e+001	6.705274e-002	1.022890e+000	9.995616e+000	1.335241e-001
7.487000000010140e+001	6.704383e-002	1.022890e+000	9.995616e+000	1.335063e-001
7.488000000010140e+001	6.703491e-002	1.022890e+000	9.995616e+000	1.334885e-001
7.489000000010141e+001	6.702600e-002	1.022890e+000	9.995616e+000	1.334706e-001
7.490000000010141e+001	6.701709e-002	1.022890e+000	9.995616e+000	1.334528e-001
7.491000000010142e+001	6.700818e-002	1.022890e+000	9.995616e+000	1.334350e-001
7.492000000010143e+001	6.699928e-002	1.022890e+000	9.995616e+000	1.334172e-001
7.493000000010143e+001	6.699038e-002	1.022890e+000	9.995616e+000	1.333994e-001
7.494000000010144e+001	6.698148e-002	1.022890e+000	9.995616e+000	1.333816e-001
7.495000000010144e+001	6.697258e-002	1.022890e+000	9.995616e+000	1.333638e-001
7.496000000010145e+001	6.696369e-002	1.022890e+000	9.995616e+000	1.333460e-001
7.497000000010145e+001	6.695479e-002	1.022890e+000	9.995616e+000	1.333282e-001
7.498000000010146e+001	6.694590e-002	1.022890e+000	9.995616e+000	1.333104e-001
7.499000000010146e+001	6.693702e-002	1.022890e+000	9.995616e+000	1.332927e-001
7.500000000010147e+001	6.692813e-002	1.022890e+000	9.995616e+000	1.332749e-001
7.501000000010147e+001	6.691925e-002	1.022890e+000	9.995616e+000	1.332571e-001
7.502000000010148e+001	6.691037e-002	1.022890e+000	9.995616e+000	1.332393e-001
7.503000000010148e+001	6.690149e-002	1.022890e+000	9.995616e+000	1.332216e-001
7.504000000010149e+001	6.689262e-002	1.022890e+000	9.995616e+000	1.332038e-001
7.505000000010149e+001	6.688374e-002	1.022890e+000	9.995616e+000	1.331861e-001
7.506000000010150e+001	6.687487e-002	1.022890e+000	9.995616e+000	1.331684e-001
7.507000000010150e+001	6.686600e-002	1.022890e+000	9.995616e+000	1.331506e-001
7.508000000010151e+001	6.685714e-002	1.022890e+000	9.995616e+000	1.331329e-001
7.509000000010151e+001	6.684827e-002	1.022890e+000	9.995616e+000	1.331151e-001
7.510000000010152e+001	6.683941e-002	1.022890e+000	9.995616e+000	1.330974e-001
7.511000000010152e+001	6.683055e-002	1.022890e+000	9.995616e+000	1.330797e-001
7.512000000010153e+001	6.682169e-002	1.022890e+000	9.995616e+000	1.330620e-001
7.513000000010153e+001	6.681284e-002	1.022890e+000	9.995616e+000	1.330443e-001
7.514000000010154e+001	6.680398e-002	1.022890e+000	9.995616e+000	1.330266e-001
7.515000000010154e+001	6.679514e-002	1.022890e+000	9.995617e+000	1.330089e-001
7.516000000010155e+001	6.678629e-002	1.022890e+000	9.995617e+000	1.329912e-001
7.517000000010155e+001	6.677745e-002	1.022890e+000	9.995617e+000	1.329735e-001
7.518000000010156e+001	6.676860e-002	1.022890e+000	9.995617e+000	1.329558e-001
7.519000000010156e+001	6.675977e-002	1.022890e+000	9.995617e+000	1.329381e-001
7.520000000010157e+001	6.675093e-002	1.022890e+000	9.995617e+000	1.329204e-001
7.521000000010157e+001	6.674209e-002	1.022890e+000	9.995617e+000	1.329028e-001
7.522000000010158e+001	6.673326e-002	1.022890e+000	9.995617e+000	1.328851e-001
7.523000000010158e+001	6.672443e-002	1.022890e+000	9.995617e+000	1.328674e-001
7.524000000010159e+001	6.671569e-002	1.022892e+000	9.995630e+000	1.328499e-001
7.525000000010159e+001	6.670677e-002	1.022890e+000	9.995617e+000	1.328321e-001
7.526000000010160e+001	6.669795e-002	1.022890e+000	9.995617e+000	1.328145e-001
7.527000000010160e+001	6.668913e-002	1.022890e+000	9.995617e+000	1.327968e-001
7.528000000010161e+001	6.668030e-002	1.022890e+000	9.995617e+000	1.327792e-001
7.529000000010161e+001	6.667149e-002	1.022890e+000	9.995617e+000	1.327616e-001
7.530000000010162e+001	6.666268e-002	1.022890e+000	9.995617e+000	1.327439e-001
7.531000000010162e+001	6.665386e-002	1.022890e+000	9.995617e+000	1.327263e-001
7.532000000010163e+001	6.664505e-002	1.022890e+000	9.995617e+000	1.327087e-001
7.533000000010163e+001	6.663624e-002	1.022890e+000	9.995617e+000	1.326911e-001
7.534000000010164e+001	6.662744e-002	1.022890e+000	9.995617e+000	1.326734e-001
7.535000000010165e+001	6.661864e-002	1.022890e+000	9.995617e+000	1.326558e-001
7.536000000010165e+001	6.660984e-002	1.022890e+000	9.995617e+000	1.326382e-001
7.537000000010166e+001	6.660104e-002	1.022890e+000	9.995617e+000	1.326206e-001
7.538000000010166e+001	6.659224e-002	1.022890e+000	9.995617e+000	1.326030e-001
7.539000000010167e+001	6.658345e-002	1.022890e+000	9.995617e+000	1.325855e-001
7.540000000010167e+001	6.657466e-002	1.022890e+000	9.995617e+000	1.325679e-001
7.541000000010168e+001	6.656587e-002	1.022890e+000	9.995617e+000	1.325503e-001
7.542000000010168e+001	6.655709e-002	1.022890e+000	9.995617e+000	1.325327e-001
7.543000000010169e+001	6.654830e-002	1.022890e+000	9.995617e+000	1.325151e-001
7.544000000010169e+001	6.653952e-002	1.022890e+000	9.995617e+000	1.324976e-001
7.545000000010170e+001	6.653073e-002	1.022890e+000	9.995617e+000	1.324800e-001
7.546000000010170e+001	6.652196e-002	1.022890e+000	9.995617e+000	1.324625e-001
7.547000000010171e+001	6.651319e-002	1.022890e+000	9.995617e+000	1.324449e-001
7.548000000010171e+001	6.650441e-002	1.022890e+000	9.995617e+000	1.324274e-001
7.549000000010172e+001	6.649564e-002	1.022890e+000	9.995617e+000	1.324098e-001
7.550000000010172e+001	6.648687e-002	1.022890e+000	9.995617e+000	1.323923e-001
7.551000000010173e+001	6.647811e-002	1.022890e+000	9.995617e+000	1.323747e-001
7.552000000010173e+001	6.646935e-002	1.022890e+000	9.995617e+000	1.323572e-001
7.553000000010174e+001	6.646059e-002	1.022890e+000	9.995617e+000	1.323397e-001
7.554000000010174e+001	6.645183e-002	1.022890e+000	9.995618e+000	1.323222e-001
7.555000000010175e+001	6.644307e-002	1.022890e+000	9.995618e+000	1.323047e-001
7.556000000010175e+001	6.643432e-002	1.022890e+000	9.995618e+000	1.322872e-001
7.557000000010176e+001	6.642556e-002	1.022890e+000	9.995618e+000	1.322697e-001
7.558000000010176e+001	6.641681e-002	1.022890e+000	9.995618e+000	1.322522e-001
7.559000000010177e+001	6.640807e-002	1.022890e+000	9.995618e+000	1.322346e-001
7.560000000010177e+001	6.639932e-002	1.022890e+000	9.995618e+000	1.322172e-001
7.561000000010178e+001	6.639058e-002	1.022890e+000	9.995618e+000	1.321997e-001
7.562000000010178e+001	6.638184e-002	1.022890e+000	9.995618e+000	1.321822e-001
7.563000000010179e+001	6.637310e-002	1.022890e+000	9.995618e+000	1.321647e-001
7.564000000010179e+001	6.636437e-002	1.022890e+000	9.995618e+000	1.321473e-001
7.565000000010180e+001	6.635563e-002	1.022890e+000	9.995618e+000	1.321298e-001
7.566000000010180e+001	6.634691e-002	1.022890e+000	9.995618e+000	1.321123e-001
7.567000000010181e+001	6.633817e-002	1.022890e+000	9.995618e+000	1.320949e-001
7.568000000010181e+001	6.632945e-002	1.022890e+000	9.995618e+000	1.320774e-001
7.569000000010182e+001	6.632072e-002	1.022890e+000	9.995618e+000	1.320599e-001
7.570000000010182e+001	6.631200e-002	1.022890e+000	9.995618e+000	1.320425e-001
7.571000000010183e+001	6.630328e-002	1.022890e+000	9.995618e+000	1.320251e-001
7.572000000010183e+001	6.629457e-002	1.022890e+000	9.995618e+000	1.320076e-001
7.573000000010184e+001	6.628586e-002	1.022890e+000	9.995618e+000	1.319902e-001
7.574000000010184e+001	6.627714e-002	1.022890e+000	9.995618e+000	1.319728e-001
7.575000000010185e+001	6.626843e-002	1.022890e+000	9.995618e+000	1.319554e-001
7.576000000010185e+001	6.625972e-002	1.022890e+000	9.995618e+000	1.319379e-001
7.577000000010186e+001	6.625101e-002	1.022890e+000	9.995618e+000	1.319205e-001
7.578000000010187e+001	6.624231e-002	1.022890e+000	9.995618e+000	1.319031e-001
7.579000000010187e+001	6.623361e-002	1.022890e+000	9.995618e+000	1.318857e-001
7.580000000010188e+001	6.622491e-002	1.022890e+000	9.995618e+000	1.318683e-001
7.581000000010188e+001	6.621622e-002	1.022890e+000	9.995618e+000	1.318509e-001
7.582000000010189e+001	6.620752e-002	1.022890e+000	9.995618e+000	1.318335e-001
7.583000000010189e+001	6.619883e-002	1.022890e+000	9.995618e+000	1.318161e-001
7.584000000010190e+001	6.619015e-002	1.022890e+000	9.995618e+000	1.317988e-001
7.585000000010190e+001	6.618146e-002	1.022890e+000	9.995618e+000	1.317814e-001
7.586000000010191e+001	6.617277e-002	1.022890e+000	9.995618e+000	1.317640e-001
7.587000000010191e+001	6.616408e-002	1.022890e+000	9.995618e+000	1.317466e-001
7.588000000010192e+001	6.615540e-002	1.022890e+000	9.995618e+000	1.317293e-001
7.589000000010192e+001	6.614673e-002	1.022890e+000	9.995618e+000	1.317119e-001
7.590000000010193e+001	6.613805e-002	1.022890e+000	9.995618e+000	1.316946e-001
7.591000000010193e+001	6.612938e-002	1.022890e+000	9.995618e+000	1.316772e-001
7.592000000010194e+001	6.612071e-002	1.022890e+000	9.995618e+000	1.316599e-001
7.593000000010194e+001	6.611204e-002	1.022890e+000	9.995618e+000	1.316426e-001
7.594000000010195e+001	6.610338e-002	1.022890e+000	9.995619e+000	1.316252e-001
7.595000000010195e+001	6.609471e-002	1.022890e+000	9.995619e+000	1.316079e-001
7.596000000010196e+001	6.608605e-002	1.022890e+000	9.995619e+000	1.315906e-001
7.597000000010196e+001	6.607740e-002	1.022890e+000	9.995619e+000	1.315732e-001
7.598000000010197e+001	6.606873e-002	1.022890e+000	9.995619e+000	1.315559e-001
7.599000000010197e+001	6.606007e-002	1.022890e+000	9.995619e+000	1.315386e-001
7.600000000010198e+001	6.605142e-002	1.022890e+000	9.995619e+000	1.315213e-001
7.601000000010198e+001	6.604277e-002	1.022890e+000	9.995619e+000	1.315040e-001
7.602000000010199e+001	6.603412e-002	1.022890e+000	9.995619e+000	1.314867e-001
7.603000000010199e+001	6.602548e-002	1.022890e+000	9.995619e+000	1.314694e-001
7.604000000010200e+001	6.601683e-002	1.022890e+000	9.995619e+000	1.314521e-001
7.605000000010200e+001	6.600820e-002	1.022890e+000	9.995619e+000	1.314348e-001
7.606000000010201e+001	6.599955e-002	1.022890e+000	9.995619e+000	1.314175e-001
7.607000000010201e+001	6.599092e-002	1.022890e+000	9.995619e+000	1.314003e-001
7.608000000010202e+001	6.598228e-002	1.022890e+000	9.995619e+000	1.313830e-001
7.609000000010202e+001	6.597347e-002	1.022888e+000	9.995591e+000	1.313654e-001
7.610000000010203e+001	6.596501e-002	1.022890e+000	9.995618e+000	1.313485e-001
7.611000000010203e+001	6.595639e-002	1.022890e+000	9.995619e+000	1.313312e-001
7.612000000010204e+001	6.594776e-002	1.022890e+000	9.995619e+000	1.313140e-001
7.613000000010204e+001	6.593914e-002	1.022890e+000	9.995619e+000	1.312967e-001
7.614000000010205e+001	6.593052e-002	1.022890e+000	9.995619e+000	1.312795e-001
7.615000000010205e+001	6.592190e-002	1.022890e+000	9.995619e+000	1.312622e-001
7.616000000010206e+001	6.591328e-002	1.022890e+000	9.995619e+000	1.312450e-001
7.617000000010206e+001	6.590468e-002	1.022890e+000	9.995619e+000	1.312278e-001
7.618000000010207e+001	6.589606e-002	1.022891e+000	9.995619e+000	1.312105e-001
7.619000000010207e+001	6.588745e-002	1.022891e+000	9.995619e+000	1.311933e-001
7.620000000010208e+001	6.587885e-002	1.022891e+000	9.995619e+000	1.311761e-001
7.621000000010209e+001	6.587024e-002	1.022891e+000	9.995619e+000	1.311589e-001
7.622000000010209e+001	6.586163e-002	1.022891e+000	9.995619e+000	1.311417e-001
7.623000000010210e+001	6.585304e-002	1.022891e+000	9.995619e+000	1.311245e-001
7.624000000010210e+001	6.584443e-002	1.022891e+000	9.995619e+000	1.311073e-001
7.625000000010211e+001	6.583584e-002	1.022891e+000	9.995619e+000	1.310901e-001
7.626000000010211e+001	6.582724e-002	1.022891e+000	9.995619e+000	1.310729e-001
7.627000000010212e+001	6.581865e-002	1.022891e+000	9.995619e+000	1.310557e-001
7.628000000010212e+001	6.581006e-002	1.022891e+000	9.995619e+000	1.310385e-001
7.629000000010213e+001	6.580148e-002	1.022891e+000	9.995619e+000	1.310214e-001
7.630000000010213e+001	6.579289e-002	1.022891e+000	9.995619e+000	1.310042e-001
