Freq.	V(vout)/I(Ip)
1.91119920792084e+004	-2.48949233865881e+000,3.66524884458092e+000
1.91219930693074e+004	-2.49174137769012e+000,3.66796040527108e+000
1.91319940594064e+004	-2.49399124279126e+000,3.67067288926759e+000
1.91419950495054e+004	-2.49624193394328e+000,3.67338629679401e+000
1.91519960396044e+004	-2.49849345110862e+000,3.67610062815219e+000
1.91619970297034e+004	-2.50074579426682e+000,3.67881588358112e+000
1.91719980198024e+004	-2.50299896337832e+000,3.68153206338863e+000
1.91819990099014e+004	-2.50525295842098e+000,3.68424916782170e+000
1.91920000000005e+004	-2.50750777936662e+000,3.68696719714543e+000
1.92020009900995e+004	-2.50976342618024e+000,3.68968615165482e+000
1.92120019801985e+004	-2.51201989883342e+000,3.69240603161722e+000
1.92220029702975e+004	-2.51427719730515e+000,3.69512683728101e+000
1.92320039603965e+004	-2.51653532155709e+000,3.69784856894992e+000
1.92420049504955e+004	-2.51879427156430e+000,3.70057122688391e+000
1.92520059405945e+004	-2.52105404730020e+000,3.70329481134484e+000
1.92620069306935e+004	-2.52331464872785e+000,3.70601932264272e+000
1.92720079207925e+004	-2.52557607582604e+000,3.70874476102133e+000
1.92820089108916e+004	-2.52783832856678e+000,3.71147112675696e+000
1.92920099009906e+004	-2.53010140691954e+000,3.71419842012509e+000
1.93020108910896e+004	-2.53236531084459e+000,3.71692664144510e+000
1.93120118811886e+004	-2.53463004033096e+000,3.71965579093287e+000
1.93220128712876e+004	-2.53689559533807e+000,3.72238586890265e+000
1.93320138613866e+004	-2.53916197584305e+000,3.72511687561286e+000
1.93420148514856e+004	-2.54142918181202e+000,3.72784881136136e+000
1.93520158415846e+004	-2.54369721322278e+000,3.73058167640584e+000
1.93620168316837e+004	-2.54596607004307e+000,3.73331547103610e+000
1.93720178217827e+004	-2.54823575224472e+000,3.73605019552616e+000
1.93820188118817e+004	-2.55050625979553e+000,3.73878585017662e+000
1.93920198019807e+004	-2.55277759267169e+000,3.74152243524471e+000
1.94020207920797e+004	-2.55504975084495e+000,3.74425995101487e+000
1.94120217821787e+004	-2.55732273428469e+000,3.74699839777355e+000
1.94220227722777e+004	-2.55959654296234e+000,3.74973777580255e+000
1.94320237623767e+004	-2.56187117685059e+000,3.75247808538292e+000
1.94420247524757e+004	-2.56414663592565e+000,3.75521932677466e+000
1.94520257425748e+004	-2.56642292014723e+000,3.75796150030908e+000
1.94620267326738e+004	-2.56870002950094e+000,3.76070460621644e+000
1.94720277227728e+004	-2.57097796394712e+000,3.76344864482181e+000
1.94820287128718e+004	-2.57325672345587e+000,3.76619361641666e+000
1.94920297029708e+004	-2.57553630801644e+000,3.76893952121946e+000
1.95020306930698e+004	-2.57781671758433e+000,3.77168635957811e+000
1.95120316831688e+004	-2.58009795213139e+000,3.77443413177272e+000
1.95220326732678e+004	-2.58238001163668e+000,3.77718283806458e+000
1.95320336633668e+004	-2.58466289606843e+000,3.77993247875229e+000
1.95420346534659e+004	-2.58694660539973e+000,3.78268305412186e+000
1.95520356435649e+004	-2.58923113959914e+000,3.78543456446669e+000
1.95620366336639e+004	-2.59151649864424e+000,3.78818701005855e+000
1.95720376237629e+004	-2.59380268249887e+000,3.79094039121002e+000
1.95820386138619e+004	-2.59608969114145e+000,3.79369470819011e+000
1.95920396039609e+004	-2.59837752454160e+000,3.79644996129328e+000
1.96020405940599e+004	-2.60066618267502e+000,3.79920615079113e+000
1.96120415841589e+004	-2.60295566550469e+000,3.80196327701547e+000
1.96220425742580e+004	-2.60524597300717e+000,3.80472134023014e+000
1.96320435643570e+004	-2.60753710515482e+000,3.80748034072894e+000
1.96420445544560e+004	-2.60982906192479e+000,3.81024027878276e+000
1.96520455445550e+004	-2.61212184327722e+000,3.81300115472509e+000
1.96620465346540e+004	-2.61441544919106e+000,3.81576296882521e+000
1.96720475247530e+004	-2.61670987963840e+000,3.81852572137039e+000
1.96820485148520e+004	-2.61900513459033e+000,3.82128941265979e+000
1.96920495049510e+004	-2.62130121401671e+000,3.82405404299573e+000
1.97020504950500e+004	-2.62359811789100e+000,3.82681961265951e+000
1.97120514851491e+004	-2.62589584618492e+000,3.82958612195091e+000
1.97220524752481e+004	-2.62819439887046e+000,3.83235357116596e+000
1.97320534653471e+004	-2.63049377592197e+000,3.83512196058681e+000
1.97420544554461e+004	-2.63279397730796e+000,3.83789129052345e+000
1.97520554455451e+004	-2.63509500299438e+000,3.84066156129148e+000
1.97620564356441e+004	-2.63739685296867e+000,3.84343277313596e+000
1.97720574257431e+004	-2.63969952719126e+000,3.84620492638700e+000
1.97820584158421e+004	-2.64200302563587e+000,3.84897802134214e+000
1.97920594059412e+004	-2.64430734827284e+000,3.85175205830268e+000
1.98020603960402e+004	-2.64661249507785e+000,3.85452703755091e+000
1.98120613861392e+004	-2.64891846602391e+000,3.85730295938226e+000
1.98220623762382e+004	-2.65122526107583e+000,3.86007982412474e+000
1.98320633663372e+004	-2.65353288021018e+000,3.86285763205418e+000
1.98420643564362e+004	-2.65584132340445e+000,3.86563638345524e+000
1.98520653465352e+004	-2.65815059062213e+000,3.86841607865767e+000
1.98620663366342e+004	-2.66046068183352e+000,3.87119671796735e+000
1.98720673267332e+004	-2.66277159701655e+000,3.87397830166171e+000
1.98820683168323e+004	-2.66508333613804e+000,3.87676083006180e+000
1.98920693069313e+004	-2.66739589917384e+000,3.87954430345583e+000
1.99020702970303e+004	-2.66970928609712e+000,3.88232872213692e+000
1.99120712871293e+004	-2.67202349687203e+000,3.88511408644118e+000
1.99220722772283e+004	-2.67433853147634e+000,3.88790039664820e+000
1.99320732673273e+004	-2.67665438988304e+000,3.89068765305562e+000
1.99420742574263e+004	-2.67897107205823e+000,3.89347585598663e+000
1.99520752475253e+004	-2.68128857797712e+000,3.89626500574044e+000
1.99620762376244e+004	-2.68360690761579e+000,3.89905510259735e+000
1.99720772277234e+004	-2.68592606093488e+000,3.90184614690693e+000
1.99820782178224e+004	-2.68824603791426e+000,3.90463813894579e+000
1.99920792079214e+004	-2.69056683852545e+000,3.90743107902171e+000
2.00020801980204e+004	-2.69288846273689e+000,3.91022496745064e+000
2.00120811881194e+004	-2.69521091051903e+000,3.91301980454380e+000
2.00220821782184e+004	-2.69753418185003e+000,3.91581559058531e+000
2.00320831683174e+004	-2.69985827669343e+000,3.91861232591596e+000
2.00420841584164e+004	-2.70218319502881e+000,3.92141001080937e+000
2.00520851485155e+004	-2.70450893682126e+000,3.92420864559945e+000
2.00620861386145e+004	-2.70683550204381e+000,3.92700823059085e+000
2.00720871287135e+004	-2.70916289067162e+000,3.92980876608142e+000
2.00820881188125e+004	-2.71149110267443e+000,3.93261025238554e+000
2.00920891089115e+004	-2.71382013801823e+000,3.93541268983301e+000
2.01020900990105e+004	-2.71614999667934e+000,3.93821607872160e+000
2.01120910891095e+004	-2.71848067862953e+000,3.94102041935556e+000
2.01220920792085e+004	-2.72081218383960e+000,3.94382571205026e+000
2.01320930693076e+004	-2.72314451228194e+000,3.94663195711454e+000
2.01420940594066e+004	-2.72547766392571e+000,3.94943915487049e+000
2.01520950495056e+004	-2.72781163873724e+000,3.95224730564488e+000
2.01620960396046e+004	-2.73014643670132e+000,3.95505640970654e+000
2.01720970297036e+004	-2.73248205777753e+000,3.95786646741195e+000
2.01820980198026e+004	-2.73481850194250e+000,3.96067747905145e+000
2.01920990099016e+004	-2.73715576916233e+000,3.96348944496240e+000
2.02021000000006e+004	-2.73949385941787e+000,3.96630236542255e+000
2.02121009900996e+004	-2.74183277266530e+000,3.96911624080178e+000
2.02221019801987e+004	-2.74417250889365e+000,3.97193107134955e+000
2.02321029702977e+004	-2.74651306806031e+000,3.97474685743906e+000
2.02421039603967e+004	-2.74885445014217e+000,3.97756359935625e+000
2.02521049504957e+004	-2.75119665510659e+000,3.98038129743788e+000
2.02621059405947e+004	-2.75353968292925e+000,3.98319995197902e+000
2.02721069306937e+004	-2.75588353357448e+000,3.98601956332807e+000
2.02821079207927e+004	-2.75822820702063e+000,3.98884013177475e+000
2.02921089108917e+004	-2.76057370323571e+000,3.99166165764325e+000
2.03021099009907e+004	-2.76292002218551e+000,3.99448414127492e+000
2.03121108910898e+004	-2.76526716385429e+000,3.99730758294124e+000
2.03221118811888e+004	-2.76761512819431e+000,4.00013198302979e+000
2.03321128712878e+004	-2.76996391519204e+000,4.00295734179915e+000
2.03421138613868e+004	-2.77231352481178e+000,4.00578365960053e+000
2.03521148514858e+004	-2.77466395702136e+000,4.00861093676084e+000
2.03621158415848e+004	-2.77701521179297e+000,4.01143917359903e+000
2.03721168316838e+004	-2.77936728909902e+000,4.01426837042480e+000
2.03821178217828e+004	-2.78172018890977e+000,4.01709852756868e+000
2.03921188118819e+004	-2.78407391119828e+000,4.01992964534021e+000
2.04021198019809e+004	-2.78642845592952e+000,4.02276172408157e+000
2.04121207920799e+004	-2.78878382307788e+000,4.02559476410328e+000
2.04221217821789e+004	-2.79114001261188e+000,4.02842876574058e+000
2.04321227722779e+004	-2.79349702450348e+000,4.03126372930713e+000
2.04421237623769e+004	-2.79585485871776e+000,4.03409965515039e+000
2.04521247524759e+004	-2.79821351523454e+000,4.03693654355628e+000
2.04621257425749e+004	-2.80057299400971e+000,4.03977439490686e+000
2.04721267326739e+004	-2.80293329503165e+000,4.04261320945660e+000
2.04821277227730e+004	-2.80529441825121e+000,4.04545298760734e+000
2.04921287128720e+004	-2.80765636365646e+000,4.04829372961965e+000
2.05021297029710e+004	-2.81001913120233e+000,4.05113543587705e+000
2.05121306930700e+004	-2.81238272087273e+000,4.05397810665193e+000
2.05221316831690e+004	-2.81474713262618e+000,4.05682174231850e+000
2.05321326732680e+004	-2.81711236643504e+000,4.05966634319335e+000
2.05421336633670e+004	-2.81947842227198e+000,4.06251190959663e+000
2.05521346534660e+004	-2.82184530010697e+000,4.06535844185864e+000
2.05621356435651e+004	-2.82421299990609e+000,4.06820594031981e+000
2.05721366336641e+004	-2.82658152164050e+000,4.07105440530379e+000
2.05821376237631e+004	-2.82895086528066e+000,4.07390383714239e+000
2.05921386138621e+004	-2.83132103079457e+000,4.07675423616857e+000
2.06021396039611e+004	-2.83369201815491e+000,4.07960560270744e+000
2.06121405940601e+004	-2.83606382732944e+000,4.08245793709078e+000
2.06221415841591e+004	-2.83843645828287e+000,4.08531123967012e+000
2.06321425742581e+004	-2.84080991099227e+000,4.08816551075315e+000
2.06421435643571e+004	-2.84318418542213e+000,4.09102075068596e+000
2.06521445544562e+004	-2.84555928154090e+000,4.09387695980884e+000
2.06621455445552e+004	-2.84793519932309e+000,4.09673413843311e+000
2.06721465346542e+004	-2.85031193873630e+000,4.09959228689870e+000
2.06821475247532e+004	-2.85268949974068e+000,4.10245140557494e+000
2.06921485148522e+004	-2.85506788231708e+000,4.10531149475481e+000
2.07021495049512e+004	-2.85744708642886e+000,4.10817255478977e+000
2.07121504950502e+004	-2.85982711204575e+000,4.11103458601570e+000
2.07221514851492e+004	-2.86220795913694e+000,4.11389758876616e+000
2.07321524752483e+004	-2.86458962766827e+000,4.11676156338854e+000
2.07421534653473e+004	-2.86697211761183e+000,4.11962651021295e+000
2.07521544554463e+004	-2.86935542893249e+000,4.12249242958026e+000
2.07621554455453e+004	-2.87173956160545e+000,4.12535932181735e+000
2.07721564356443e+004	-2.87412451559116e+000,4.12822718727867e+000
2.07821574257433e+004	-2.87651029086667e+000,4.13109602627921e+000
2.07921584158423e+004	-2.87889688739339e+000,4.13396583918278e+000
2.08021594059413e+004	-2.88128430514429e+000,4.13683662631144e+000
2.08121603960403e+004	-2.88367254408559e+000,4.13970838801272e+000
2.08221613861394e+004	-2.88606160418163e+000,4.14258112464184e+000
2.08321623762384e+004	-2.88845148540484e+000,4.14545483651900e+000
2.08421633663374e+004	-2.89084218772288e+000,4.14832952399617e+000
2.08521643564364e+004	-2.89323371110935e+000,4.15120518738380e+000
2.08621653465354e+004	-2.89562605551492e+000,4.15408182709671e+000
2.08721663366344e+004	-2.89801922092553e+000,4.15695944340234e+000
2.08821673267334e+004	-2.90041320730170e+000,4.15983803667611e+000
2.08921683168324e+004	-2.90280801461084e+000,4.16271760726019e+000
2.09021693069315e+004	-2.90520364282044e+000,4.16559815549868e+000
2.09121702970305e+004	-2.90760009190093e+000,4.16847968172610e+000
2.09221712871295e+004	-2.90999736181807e+000,4.17136218629001e+000
2.09321722772285e+004	-2.91239545253574e+000,4.17424566955426e+000
2.09421732673275e+004	-2.91479436402628e+000,4.17713013183940e+000
2.09521742574265e+004	-2.91719409625461e+000,4.18001557350179e+000
2.09621752475255e+004	-2.91959464919356e+000,4.18290199487055e+000
2.09721762376245e+004	-2.92199602279934e+000,4.18578939632795e+000
2.09821772277235e+004	-2.92439821704698e+000,4.18867777819056e+000
2.09921782178226e+004	-2.92680123190121e+000,4.19156714081687e+000
2.10021792079216e+004	-2.92920506733241e+000,4.19445748454044e+000
2.10121801980206e+004	-2.93160972329981e+000,4.19734880973743e+000
2.10221811881196e+004	-2.93401519977893e+000,4.20024111672480e+000
2.10321821782186e+004	-2.93642149672864e+000,4.20313440587882e+000
2.10421831683176e+004	-2.93882861412012e+000,4.20602867753079e+000
2.10521841584166e+004	-2.94123655192096e+000,4.20892393202679e+000
2.10621851485156e+004	-2.94364531009107e+000,4.21182016974557e+000
2.10721861386146e+004	-2.94605488860663e+000,4.21471739099436e+000
2.10821871287137e+004	-2.94846528742819e+000,4.21761559615188e+000
2.10921881188127e+004	-2.95087650652042e+000,4.22051478556608e+000
2.11021891089117e+004	-2.95328854585233e+000,4.22341495958662e+000
2.11121900990107e+004	-2.95570140538421e+000,4.22631611858239e+000
2.11221910891097e+004	-2.95811508509400e+000,4.22921826286174e+000
2.11321920792087e+004	-2.96052958493994e+000,4.23212139280193e+000
2.11421930693077e+004	-2.96294490488436e+000,4.23502550877978e+000
2.11521940594067e+004	-2.96536104490031e+000,4.23793061111375e+000
2.11621950495058e+004	-2.96777800494850e+000,4.24083670017240e+000
2.11721960396048e+004	-2.97019578499764e+000,4.24374377630630e+000
2.11821970297038e+004	-2.97261438501428e+000,4.24665183986137e+000
2.11921980198028e+004	-2.97503380496079e+000,4.24956089120467e+000
2.12021990099018e+004	-2.97745404479977e+000,4.25247093070383e+000
2.12122000000008e+004	-2.97987510450227e+000,4.25538195869222e+000
2.12222009900998e+004	-2.98229698403055e+000,4.25829397553448e+000
2.12322019801988e+004	-2.98471968335223e+000,4.26120698157972e+000
2.12422029702978e+004	-2.98714320242649e+000,4.26412097720308e+000
2.12522039603969e+004	-2.98956754122620e+000,4.26703596273903e+000
2.12622049504959e+004	-2.99199269971310e+000,4.26995193854838e+000
2.12722059405949e+004	-2.99441867784638e+000,4.27286890501509e+000
2.12822069306939e+004	-2.99684547559307e+000,4.27578686248893e+000
2.12922079207929e+004	-2.99927309292807e+000,4.27870581128626e+000
2.13022089108919e+004	-3.00170152980236e+000,4.28162575181693e+000
2.13122099009909e+004	-3.00413078618686e+000,4.28454668442137e+000
2.13222108910899e+004	-3.00656086204482e+000,4.28746860946018e+000
2.13322118811890e+004	-3.00899175734153e+000,4.29039152728895e+000
2.13422128712880e+004	-3.01142347203848e+000,4.29331543827480e+000
2.13522138613870e+004	-3.01385600610323e+000,4.29624034277455e+000
2.13622148514860e+004	-3.01628935949438e+000,4.29916624115903e+000
2.13722158415850e+004	-3.01872353217971e+000,4.30209313378598e+000
2.13822168316840e+004	-3.02115852412141e+000,4.30502102101570e+000
2.13922178217830e+004	-3.02359433528708e+000,4.30794990319683e+000
2.14022188118820e+004	-3.02603096563715e+000,4.31087978070463e+000
2.14122198019810e+004	-3.02846841512932e+000,4.31381065392557e+000
2.14222207920801e+004	-3.03090668373546e+000,4.31674252319126e+000
2.14322217821791e+004	-3.03334577142113e+000,4.31967538885708e+000
2.14422227722781e+004	-3.03578567813961e+000,4.32260925132636e+000
2.14522237623771e+004	-3.03822640386111e+000,4.32554411093115e+000
2.14622247524761e+004	-3.04066794854289e+000,4.32847996806183e+000
2.14722257425751e+004	-3.04311031215365e+000,4.33141682306511e+000
2.14822267326741e+004	-3.04555349465309e+000,4.33435467631475e+000
2.14922277227731e+004	-3.04799749600555e+000,4.33729352817394e+000
2.15022287128722e+004	-3.05044231616551e+000,4.34023337903465e+000
2.15122297029712e+004	-3.05288795511450e+000,4.34317422919778e+000
2.15222306930702e+004	-3.05533441279660e+000,4.34611607909307e+000
2.15322316831692e+004	-3.05778168918038e+000,4.34905892907440e+000
2.15422326732682e+004	-3.06022978422999e+000,4.35200277949722e+000
2.15522336633672e+004	-3.06267869790642e+000,4.35494763073071e+000
2.15622346534662e+004	-3.06512843016985e+000,4.35789348315944e+000
2.15722356435652e+004	-3.06757898098651e+000,4.36084033713081e+000
2.15822366336642e+004	-3.07003035030675e+000,4.36378819305844e+000
2.15922376237633e+004	-3.07248253810896e+000,4.36673705124753e+000
2.16022386138623e+004	-3.07493554434346e+000,4.36968691211595e+000
2.16122396039613e+004	-3.07738936897503e+000,4.37263777601892e+000
2.16222405940603e+004	-3.07984401196144e+000,4.37558964333982e+000
2.16322415841593e+004	-3.08229947327322e+000,4.37854251441763e+000
2.16422425742583e+004	-3.08475575286075e+000,4.38149638966730e+000
2.16522435643573e+004	-3.08721285069408e+000,4.38445126941892e+000
2.16622445544563e+004	-3.08967076672241e+000,4.38740715410020e+000
2.16722455445554e+004	-3.09212950092410e+000,4.39036404401264e+000
2.16822465346544e+004	-3.09458905324374e+000,4.39332193958928e+000
2.16922475247534e+004	-3.09704942364702e+000,4.39628084118909e+000
2.17022485148524e+004	-3.09951061209910e+000,4.39924074916628e+000
2.17122495049514e+004	-3.10197261855816e+000,4.40220166390560e+000
2.17222504950504e+004	-3.10443544298116e+000,4.40516358579234e+000
2.17322514851494e+004	-3.10689908533132e+000,4.40812651519235e+000
2.17422524752484e+004	-3.10936354556873e+000,4.41109045247667e+000
2.17522534653474e+004	-3.11182882365091e+000,4.41405539803792e+000
2.17622544554465e+004	-3.11429491953824e+000,4.41702135224784e+000
2.17722554455455e+004	-3.11676183319626e+000,4.41998831545842e+000
2.17822564356445e+004	-3.11922956457197e+000,4.42295628810165e+000
2.17922574257435e+004	-3.12169811363994e+000,4.42592527049047e+000
2.18022584158425e+004	-3.12416748035272e+000,4.42889526303190e+000
2.18122594059415e+004	-3.12663766466942e+000,4.43186626610585e+000
2.18222603960405e+004	-3.12910866654771e+000,4.43483828009892e+000
2.18322613861395e+004	-3.13158048595104e+000,4.43781130536808e+000
2.18422623762385e+004	-3.13405312282996e+000,4.44078534232684e+000
2.18522633663376e+004	-3.13652657715669e+000,4.44376039130726e+000
2.18622643564366e+004	-3.13900084888144e+000,4.44673645271780e+000
2.18722653465356e+004	-3.14147593796030e+000,4.44971352695286e+000
2.18822663366346e+004	-3.14395184436121e+000,4.45269161435585e+000
2.18922673267336e+004	-3.14642856803453e+000,4.45567071533603e+000
2.19022683168326e+004	-3.14890610893767e+000,4.45865083028215e+000
2.19122693069316e+004	-3.15138446703269e+000,4.46163195955692e+000
2.19222702970306e+004	-3.15386364227882e+000,4.46461410354410e+000
2.19322712871297e+004	-3.15634363463098e+000,4.46759726263352e+000
2.19422722772287e+004	-3.15882444405455e+000,4.47058143718100e+000
2.19522732673277e+004	-3.16130607049187e+000,4.47356662762876e+000
2.19622742574267e+004	-3.16378851391729e+000,4.47655283429565e+000
2.19722752475257e+004	-3.16627177427597e+000,4.47954005761282e+000
2.19822762376247e+004	-3.16875585153455e+000,4.48252829793191e+000
2.19922772277237e+004	-3.17124074564121e+000,4.48551755566546e+000
2.20022782178227e+004	-3.17372645655913e+000,4.48850783118481e+000
2.20122792079217e+004	-3.17621298425165e+000,4.49149912484518e+000
2.20222801980208e+004	-3.17870032866209e+000,4.49449143708863e+000
2.20322811881198e+004	-3.18118848974856e+000,4.49748476829178e+000
2.20422821782188e+004	-3.18367746747783e+000,4.50047911880376e+000
2.20522831683178e+004	-3.18616726179672e+000,4.50347448904596e+000
2.20622841584168e+004	-3.18865787267095e+000,4.50647087938331e+000
2.20722851485158e+004	-3.19114930004985e+000,4.50946829021189e+000
2.20822861386148e+004	-3.19364154389312e+000,4.51246672191621e+000
2.20922871287138e+004	-3.19613460415088e+000,4.51546617490805e+000
2.21022881188129e+004	-3.19862848078789e+000,4.51846664953914e+000
2.21122891089119e+004	-3.20112317375383e+000,4.52146814622214e+000
2.21222900990109e+004	-3.20361868300627e+000,4.52447066533690e+000
2.21322910891099e+004	-3.20611500849534e+000,4.52747420730000e+000
2.21422920792089e+004	-3.20861215018989e+000,4.53047877245114e+000
2.21522930693079e+004	-3.21111010803066e+000,4.53348436122636e+000
2.21622940594069e+004	-3.21360888198142e+000,4.53649097399297e+000
2.21722950495059e+004	-3.21610847199465e+000,4.53949861114754e+000
2.21822960396049e+004	-3.21860887802720e+000,4.54250727307653e+000
2.21922970297040e+004	-3.22111010002873e+000,4.54551696019022e+000
2.22022980198030e+004	-3.22361213796038e+000,4.54852767285650e+000
2.22122990099020e+004	-3.22611499176927e+000,4.55153941150041e+000
2.22223000000010e+004	-3.22861866142311e+000,4.55455217645245e+000
2.22323009901000e+004	-3.23112314685931e+000,4.55756596818463e+000
2.22423019801990e+004	-3.23362844804238e+000,4.56058078704243e+000
2.22523029702980e+004	-3.23613456492375e+000,4.56359663343257e+000
2.22623039603970e+004	-3.23864149745745e+000,4.56661350774837e+000
2.22723049504961e+004	-3.24114924559388e+000,4.56963141039631e+000
2.22823059405951e+004	-3.24365780930007e+000,4.57265034172115e+000
2.22923069306941e+004	-3.24616718850798e+000,4.57567030220411e+000
2.23023079207931e+004	-3.24867738319088e+000,4.57869129215507e+000
2.23123089108921e+004	-3.25118839329154e+000,4.58171331202386e+000
2.23223099009911e+004	-3.25370021876644e+000,4.58473636218667e+000
2.23323108910901e+004	-3.25621285956325e+000,4.58776044305759e+000
2.23423118811891e+004	-3.25872631563929e+000,4.59078555501920e+000
2.23523128712881e+004	-3.26124058695115e+000,4.59381169845864e+000
2.23623138613872e+004	-3.26375567344342e+000,4.59683887380371e+000
2.23723148514862e+004	-3.26627157507409e+000,4.59986708142511e+000
2.23823158415852e+004	-3.26878829179375e+000,4.60289632173097e+000
2.23923168316842e+004	-3.27130582355565e+000,4.60592659511795e+000
2.24023178217832e+004	-3.27382417030837e+000,4.60895790199928e+000
2.24123188118822e+004	-3.27634333200325e+000,4.61199024277470e+000
2.24223198019812e+004	-3.27886330860105e+000,4.61502361780963e+000
2.24323207920802e+004	-3.28138410004699e+000,4.61805802753069e+000
2.24423217821793e+004	-3.28390570628957e+000,4.62109347234553e+000
2.24523227722783e+004	-3.28642812728540e+000,4.62412995264111e+000
2.24623237623773e+004	-3.28895136298280e+000,4.62716746882846e+000
2.24723247524763e+004	-3.29147541333373e+000,4.63020602130050e+000
2.24823257425753e+004	-3.29400027828770e+000,4.63324561047475e+000
2.24923267326743e+004	-3.29652595780218e+000,4.63628623671890e+000
2.25023277227733e+004	-3.29905245181945e+000,4.63932790047043e+000
2.25123287128723e+004	-3.30157976029098e+000,4.64237060213280e+000
2.25223297029713e+004	-3.30410788317341e+000,4.64541434208204e+000
2.25323306930704e+004	-3.30663682041143e+000,4.64845912074567e+000
2.25423316831694e+004	-3.30916657195869e+000,4.65150493851003e+000
2.25523326732684e+004	-3.31169713775535e+000,4.65455179582181e+000
2.25623336633674e+004	-3.31422851776867e+000,4.65759969301150e+000
2.25723346534664e+004	-3.31676071193103e+000,4.66064863056238e+000
2.25823356435654e+004	-3.31929372021126e+000,4.66369860879562e+000
2.25923366336644e+004	-3.32182754254088e+000,4.66674962819146e+000
2.26023376237634e+004	-3.32436217887077e+000,4.66980168914829e+000
2.26123386138624e+004	-3.32689762915669e+000,4.67285479205058e+000
2.26223396039615e+004	-3.32943389335249e+000,4.67590893727816e+000
2.26323405940605e+004	-3.33197097139447e+000,4.67896412529190e+000
2.26423415841595e+004	-3.33450886323474e+000,4.68202035648944e+000
2.26523425742585e+004	-3.33704756883118e+000,4.68507763123153e+000
2.26623435643575e+004	-3.33958708812497e+000,4.68813594997004e+000
2.26723445544565e+004	-3.34212742106030e+000,4.69119531312062e+000
2.26823455445555e+004	-3.34466856759083e+000,4.69425572106677e+000
2.26923465346545e+004	-3.34721052766437e+000,4.69731717422579e+000
2.27023475247536e+004	-3.34975330122792e+000,4.70037967300550e+000
2.27123485148526e+004	-3.35229688822444e+000,4.70344321784010e+000
2.27223495049516e+004	-3.35484128861079e+000,4.70650780909372e+000
2.27323504950506e+004	-3.35738650232695e+000,4.70957344721568e+000
2.27423514851496e+004	-3.35993252932865e+000,4.71264013258100e+000
2.27523524752486e+004	-3.36247936954761e+000,4.71570786565731e+000
2.27623534653476e+004	-3.36502702294704e+000,4.71877664679832e+000
2.27723544554466e+004	-3.36757548946768e+000,4.72184647643664e+000
2.27823554455456e+004	-3.37012476905408e+000,4.72491735498772e+000
2.27923564356447e+004	-3.37267486165326e+000,4.72798928287255e+000
2.28023574257437e+004	-3.37522576720623e+000,4.73106226051975e+000
2.28123584158427e+004	-3.37777748567448e+000,4.73413628828103e+000
2.28223594059417e+004	-3.38033001699202e+000,4.73721136661882e+000
2.28323603960407e+004	-3.38288336111075e+000,4.74028749592393e+000
2.28423613861397e+004	-3.38543751796430e+000,4.74336467665739e+000
2.28523623762387e+004	-3.38799248751756e+000,4.74644290916008e+000
2.28623633663377e+004	-3.39054826969761e+000,4.74952219391596e+000
2.28723643564368e+004	-3.39310486446426e+000,4.75260253129017e+000
2.28823653465358e+004	-3.39566227174954e+000,4.75568392174013e+000
2.28923663366348e+004	-3.39822049150790e+000,4.75876636565225e+000
2.29023673267338e+004	-3.40077952368185e+000,4.76184986344987e+000
2.29123683168328e+004	-3.40333936821524e+000,4.76493441555351e+000
2.29223693069318e+004	-3.40590002505291e+000,4.76802002237593e+000
2.29323702970308e+004	-3.40846149414583e+000,4.77110668430485e+000
2.29423712871298e+004	-3.41102377542351e+000,4.77419440182841e+000
2.29523722772288e+004	-3.41358686884018e+000,4.77728317531729e+000
2.29623732673279e+004	-3.41615077433540e+000,4.78037300520836e+000
2.29723742574269e+004	-3.41871549186005e+000,4.78346389188537e+000
2.29823752475259e+004	-3.42128102135120e+000,4.78655583580154e+000
2.29923762376249e+004	-3.42384736275197e+000,4.78964883737753e+000
2.30023772277239e+004	-3.42641451601287e+000,4.79274289700072e+000
2.30123782178229e+004	-3.42898248107001e+000,4.79583801512061e+000
2.30223792079219e+004	-3.43155125786529e+000,4.79893419215790e+000
2.30323801980209e+004	-3.43412084634449e+000,4.80203142852763e+000
2.30423811881200e+004	-3.43669124645595e+000,4.80512972462571e+000
2.30523821782190e+004	-3.43926245812730e+000,4.80822908093071e+000
2.30623831683180e+004	-3.44183448131391e+000,4.81132949782017e+000
2.30723841584170e+004	-3.44440731595843e+000,4.81443097570157e+000
2.30823851485160e+004	-3.44698096199537e+000,4.81753351503255e+000
2.30923861386150e+004	-3.44955541936913e+000,4.82063711623395e+000
2.31023871287140e+004	-3.45213068802377e+000,4.82374177970806e+000
2.31123881188130e+004	-3.45470676789841e+000,4.82684750589344e+000
2.31223891089120e+004	-3.45728365893403e+000,4.82995429521510e+000
2.31323900990111e+004	-3.45986136107460e+000,4.83306214808056e+000
2.31423910891101e+004	-3.46243987425853e+000,4.83617106493039e+000
2.31523920792091e+004	-3.46501919842825e+000,4.83928104618208e+000
2.31623930693081e+004	-3.46759933352783e+000,4.84239209225220e+000
2.31723940594071e+004	-3.47018027948609e+000,4.84550420360708e+000
2.31823950495061e+004	-3.47276203625947e+000,4.84861738060842e+000
2.31923960396051e+004	-3.47534460377620e+000,4.85173162372404e+000
2.32023970297041e+004	-3.47792798198197e+000,4.85484693337249e+000
2.32123980198032e+004	-3.48051217081724e+000,4.85796330996757e+000
