vi	-I(Rl)
1.567999999999971e+001	2.050311e+000
1.568999999999971e+001	2.050320e+000
1.569999999999971e+001	2.050329e+000
1.570999999999971e+001	2.050339e+000
1.571999999999971e+001	2.050348e+000
1.572999999999971e+001	2.050357e+000
1.573999999999971e+001	2.050366e+000
1.574999999999971e+001	2.050375e+000
1.575999999999971e+001	2.050385e+000
1.576999999999971e+001	2.050394e+000
1.577999999999971e+001	2.050403e+000
1.578999999999971e+001	2.050412e+000
1.579999999999971e+001	2.050421e+000
1.580999999999971e+001	2.050431e+000
1.581999999999971e+001	2.050440e+000
1.582999999999971e+001	2.050449e+000
1.583999999999971e+001	2.050458e+000
1.584999999999971e+001	2.050467e+000
1.585999999999971e+001	2.050477e+000
1.586999999999971e+001	2.050486e+000
1.587999999999971e+001	2.050495e+000
1.588999999999971e+001	2.050504e+000
1.589999999999971e+001	2.050513e+000
1.590999999999971e+001	2.050522e+000
1.591999999999971e+001	2.050531e+000
1.592999999999971e+001	2.050541e+000
1.593999999999971e+001	2.050550e+000
1.594999999999970e+001	2.050559e+000
1.595999999999970e+001	2.050568e+000
1.596999999999970e+001	2.050577e+000
1.597999999999970e+001	2.050586e+000
1.598999999999970e+001	2.050596e+000
1.599999999999970e+001	2.050605e+000
1.600999999999970e+001	2.050614e+000
1.601999999999971e+001	2.050623e+000
1.602999999999971e+001	2.050632e+000
1.603999999999971e+001	2.050641e+000
1.604999999999971e+001	2.050650e+000
1.605999999999971e+001	2.050660e+000
1.606999999999971e+001	2.050669e+000
1.607999999999971e+001	2.050678e+000
1.608999999999972e+001	2.050687e+000
1.609999999999972e+001	2.050696e+000
1.610999999999972e+001	2.050705e+000
1.611999999999972e+001	2.050714e+000
1.612999999999972e+001	2.050724e+000
1.613999999999972e+001	2.050733e+000
1.614999999999973e+001	2.050742e+000
1.615999999999973e+001	2.050751e+000
1.616999999999973e+001	2.050760e+000
1.617999999999973e+001	2.050769e+000
1.618999999999973e+001	2.050778e+000
1.619999999999973e+001	2.050787e+000
1.620999999999973e+001	2.050797e+000
1.621999999999974e+001	2.050806e+000
1.622999999999974e+001	2.050815e+000
1.623999999999974e+001	2.050824e+000
1.624999999999974e+001	2.050833e+000
1.625999999999974e+001	2.050842e+000
1.626999999999974e+001	2.050851e+000
1.627999999999975e+001	2.050860e+000
1.628999999999975e+001	2.050869e+000
1.629999999999975e+001	2.050879e+000
1.630999999999975e+001	2.050888e+000
1.631999999999975e+001	2.050897e+000
1.632999999999975e+001	2.050906e+000
1.633999999999976e+001	2.050915e+000
1.634999999999976e+001	2.050924e+000
1.635999999999976e+001	2.050933e+000
1.636999999999976e+001	2.050942e+000
1.637999999999976e+001	2.050951e+000
1.638999999999976e+001	2.050961e+000
1.639999999999976e+001	2.050970e+000
1.640999999999977e+001	2.050979e+000
1.641999999999977e+001	2.050988e+000
1.642999999999977e+001	2.050997e+000
1.643999999999977e+001	2.051005e+000
1.644999999999977e+001	2.051015e+000
1.645999999999977e+001	2.051024e+000
1.646999999999978e+001	2.051033e+000
1.647999999999978e+001	2.051042e+000
1.648999999999978e+001	2.051051e+000
1.649999999999978e+001	2.051060e+000
1.650999999999978e+001	2.051069e+000
1.651999999999978e+001	2.051079e+000
1.652999999999978e+001	2.051088e+000
1.653999999999979e+001	2.051097e+000
1.654999999999979e+001	2.051106e+000
1.655999999999979e+001	2.051115e+000
1.656999999999979e+001	2.051124e+000
1.657999999999979e+001	2.051133e+000
1.658999999999979e+001	2.051142e+000
1.659999999999980e+001	2.051151e+000
1.660999999999980e+001	2.051160e+000
1.661999999999980e+001	2.051169e+000
1.662999999999980e+001	2.051178e+000
1.663999999999980e+001	2.051187e+000
1.664999999999980e+001	2.051196e+000
1.665999999999981e+001	2.051205e+000
1.666999999999981e+001	2.051214e+000
1.667999999999981e+001	2.051224e+000
1.668999999999981e+001	2.051233e+000
1.669999999999981e+001	2.051242e+000
1.670999999999981e+001	2.051251e+000
1.671999999999981e+001	2.051260e+000
1.672999999999982e+001	2.051269e+000
1.673999999999982e+001	2.051278e+000
1.674999999999982e+001	2.051287e+000
1.675999999999982e+001	2.051296e+000
1.676999999999982e+001	2.051305e+000
1.677999999999982e+001	2.051314e+000
1.678999999999983e+001	2.051323e+000
1.679999999999983e+001	2.051332e+000
1.680999999999983e+001	2.051341e+000
1.681999999999983e+001	2.051350e+000
1.682999999999983e+001	2.051359e+000
1.683999999999983e+001	2.051368e+000
1.684999999999983e+001	2.051377e+000
1.685999999999984e+001	2.051386e+000
1.686999999999984e+001	2.051395e+000
1.687999999999984e+001	2.051404e+000
1.688999999999984e+001	2.051414e+000
1.689999999999984e+001	2.051423e+000
1.690999999999984e+001	2.051431e+000
1.691999999999985e+001	2.051440e+000
1.692999999999985e+001	2.051445e+000
1.693999999999985e+001	2.051459e+000
1.694999999999985e+001	2.051468e+000
1.695999999999985e+001	2.051477e+000
1.696999999999985e+001	2.051486e+000
1.697999999999986e+001	2.051495e+000
1.698999999999986e+001	2.051504e+000
1.699999999999986e+001	2.051513e+000
1.700999999999986e+001	2.051522e+000
1.701999999999986e+001	2.051531e+000
1.702999999999986e+001	2.051540e+000
1.703999999999986e+001	2.051549e+000
1.704999999999987e+001	2.051558e+000
1.705999999999987e+001	2.051567e+000
1.706999999999987e+001	2.051576e+000
1.707999999999987e+001	2.051585e+000
1.708999999999987e+001	2.051594e+000
1.709999999999987e+001	2.051603e+000
1.710999999999988e+001	2.051612e+000
1.711999999999988e+001	2.051621e+000
1.712999999999988e+001	2.051630e+000
1.713999999999988e+001	2.051639e+000
1.714999999999988e+001	2.051648e+000
1.715999999999988e+001	2.051657e+000
1.716999999999988e+001	2.051666e+000
1.717999999999989e+001	2.051675e+000
1.718999999999989e+001	2.051684e+000
1.719999999999989e+001	2.051692e+000
1.720999999999989e+001	2.051702e+000
1.721999999999989e+001	2.051711e+000
1.722999999999989e+001	2.051719e+000
1.723999999999990e+001	2.051728e+000
1.724999999999990e+001	2.051738e+000
1.725999999999990e+001	2.051746e+000
1.726999999999990e+001	2.051755e+000
1.727999999999990e+001	2.051764e+000
1.728999999999990e+001	2.051773e+000
1.729999999999991e+001	2.051782e+000
1.730999999999991e+001	2.051791e+000
1.731999999999991e+001	2.051800e+000
1.732999999999991e+001	2.051809e+000
1.733999999999991e+001	2.051818e+000
1.734999999999991e+001	2.051827e+000
1.735999999999991e+001	2.051836e+000
1.736999999999992e+001	2.051845e+000
1.737999999999992e+001	2.051854e+000
1.738999999999992e+001	2.051863e+000
1.739999999999992e+001	2.051872e+000
1.740999999999992e+001	2.051881e+000
1.741999999999992e+001	2.051890e+000
1.742999999999993e+001	2.051899e+000
1.743999999999993e+001	2.051908e+000
1.744999999999993e+001	2.051917e+000
1.745999999999993e+001	2.051926e+000
1.746999999999993e+001	2.051935e+000
1.747999999999993e+001	2.051944e+000
1.748999999999993e+001	2.051953e+000
1.749999999999994e+001	2.051961e+000
1.750999999999994e+001	2.051970e+000
1.751999999999994e+001	2.051979e+000
1.752999999999994e+001	2.051988e+000
1.753999999999994e+001	2.051997e+000
1.754999999999994e+001	2.052006e+000
1.755999999999995e+001	2.052015e+000
1.756999999999995e+001	2.052024e+000
1.757999999999995e+001	2.052033e+000
1.758999999999995e+001	2.052042e+000
1.759999999999995e+001	2.052051e+000
1.760999999999995e+001	2.052060e+000
1.761999999999996e+001	2.052069e+000
1.762999999999996e+001	2.052078e+000
1.763999999999996e+001	2.052087e+000
1.764999999999996e+001	2.052095e+000
1.765999999999996e+001	2.052104e+000
1.766999999999996e+001	2.052113e+000
1.767999999999996e+001	2.052122e+000
1.768999999999997e+001	2.052131e+000
1.769999999999997e+001	2.052140e+000
1.770999999999997e+001	2.052149e+000
1.771999999999997e+001	2.052158e+000
1.772999999999997e+001	2.052167e+000
1.773999999999997e+001	2.052176e+000
1.774999999999998e+001	2.052185e+000
1.775999999999998e+001	2.052193e+000
1.776999999999998e+001	2.052202e+000
1.777999999999998e+001	2.052211e+000
1.778999999999998e+001	2.052220e+000
1.779999999999998e+001	2.052229e+000
1.780999999999999e+001	2.052238e+000
1.781999999999999e+001	2.052247e+000
1.782999999999999e+001	2.052256e+000
1.783999999999999e+001	2.052265e+000
1.784999999999999e+001	2.052274e+000
1.785999999999999e+001	2.052283e+000
1.786999999999999e+001	2.052291e+000
1.788000000000000e+001	2.052300e+000
1.789000000000000e+001	2.052309e+000
1.790000000000000e+001	2.052318e+000
1.791000000000000e+001	2.052327e+000
1.792000000000000e+001	2.052336e+000
1.793000000000000e+001	2.052345e+000
1.794000000000001e+001	2.052354e+000
1.795000000000001e+001	2.052362e+000
1.796000000000001e+001	2.052372e+000
1.797000000000001e+001	2.052380e+000
1.798000000000001e+001	2.052389e+000
1.799000000000001e+001	2.052398e+000
1.800000000000001e+001	2.052407e+000
1.801000000000002e+001	2.052416e+000
1.802000000000002e+001	2.052425e+000
1.803000000000002e+001	2.052433e+000
1.804000000000002e+001	2.052442e+000
1.805000000000002e+001	2.052451e+000
1.806000000000002e+001	2.052460e+000
1.807000000000003e+001	2.052469e+000
1.808000000000003e+001	2.052478e+000
1.809000000000003e+001	2.052487e+000
1.810000000000003e+001	2.052496e+000
1.811000000000003e+001	2.052505e+000
1.812000000000003e+001	2.052513e+000
1.813000000000004e+001	2.052522e+000
1.814000000000004e+001	2.052531e+000
1.815000000000004e+001	2.052540e+000
1.816000000000004e+001	2.052549e+000
1.817000000000004e+001	2.052558e+000
1.818000000000004e+001	2.052567e+000
1.819000000000004e+001	2.052575e+000
1.820000000000005e+001	2.052584e+000
1.821000000000005e+001	2.052593e+000
1.822000000000005e+001	2.052602e+000
1.823000000000005e+001	2.052611e+000
1.824000000000005e+001	2.052619e+000
1.825000000000005e+001	2.052629e+000
1.826000000000006e+001	2.052637e+000
1.827000000000006e+001	2.052646e+000
1.828000000000006e+001	2.052655e+000
1.829000000000006e+001	2.052664e+000
1.830000000000006e+001	2.052673e+000
1.831000000000006e+001	2.052681e+000
1.832000000000006e+001	2.052690e+000
1.833000000000007e+001	2.052699e+000
1.834000000000007e+001	2.052708e+000
1.835000000000007e+001	2.052717e+000
1.836000000000007e+001	2.052726e+000
1.837000000000007e+001	2.052734e+000
1.838000000000007e+001	2.052743e+000
1.839000000000008e+001	2.052752e+000
1.840000000000008e+001	2.052761e+000
1.841000000000008e+001	2.052770e+000
1.842000000000008e+001	2.052778e+000
1.843000000000008e+001	2.052787e+000
1.844000000000008e+001	2.052796e+000
1.845000000000009e+001	2.052805e+000
1.846000000000009e+001	2.052814e+000
1.847000000000009e+001	2.052823e+000
1.848000000000009e+001	2.052831e+000
1.849000000000009e+001	2.052840e+000
1.850000000000009e+001	2.052849e+000
1.851000000000009e+001	2.052858e+000
1.852000000000010e+001	2.052867e+000
1.853000000000010e+001	2.052876e+000
1.854000000000010e+001	2.052884e+000
1.855000000000010e+001	2.052893e+000
1.856000000000010e+001	2.052902e+000
1.857000000000010e+001	2.052911e+000
1.858000000000011e+001	2.052919e+000
1.859000000000011e+001	2.052928e+000
1.860000000000011e+001	2.052937e+000
1.861000000000011e+001	2.052946e+000
1.862000000000011e+001	2.052955e+000
1.863000000000011e+001	2.052963e+000
1.864000000000011e+001	2.052972e+000
1.865000000000012e+001	2.052981e+000
1.866000000000012e+001	2.052990e+000
1.867000000000012e+001	2.052999e+000
1.868000000000012e+001	2.053007e+000
1.869000000000012e+001	2.053016e+000
1.870000000000012e+001	2.053025e+000
1.871000000000013e+001	2.053034e+000
1.872000000000013e+001	2.053043e+000
1.873000000000013e+001	2.053051e+000
1.874000000000013e+001	2.053060e+000
1.875000000000013e+001	2.053069e+000
1.876000000000013e+001	2.053078e+000
1.877000000000014e+001	2.053087e+000
1.878000000000014e+001	2.053095e+000
1.879000000000014e+001	2.053104e+000
1.880000000000014e+001	2.053113e+000
1.881000000000014e+001	2.053122e+000
1.882000000000014e+001	2.053130e+000
1.883000000000014e+001	2.053139e+000
1.884000000000015e+001	2.053148e+000
1.885000000000015e+001	2.053157e+000
1.886000000000015e+001	2.053165e+000
1.887000000000015e+001	2.053174e+000
1.888000000000015e+001	2.053186e+000
1.889000000000015e+001	2.053192e+000
1.890000000000016e+001	2.053200e+000
1.891000000000016e+001	2.053209e+000
1.892000000000016e+001	2.053218e+000
1.893000000000016e+001	2.053227e+000
1.894000000000016e+001	2.053236e+000
1.895000000000016e+001	2.053244e+000
1.896000000000016e+001	2.053253e+000
1.897000000000017e+001	2.053262e+000
1.898000000000017e+001	2.053271e+000
1.899000000000017e+001	2.053279e+000
1.900000000000017e+001	2.053288e+000
1.901000000000017e+001	2.053297e+000
1.902000000000017e+001	2.053305e+000
1.903000000000018e+001	2.053314e+000
1.904000000000018e+001	2.053323e+000
1.905000000000018e+001	2.053332e+000
1.906000000000018e+001	2.053340e+000
1.907000000000018e+001	2.053349e+000
1.908000000000018e+001	2.053358e+000
1.909000000000019e+001	2.053367e+000
1.910000000000019e+001	2.053375e+000
1.911000000000019e+001	2.053384e+000
1.912000000000019e+001	2.053393e+000
1.913000000000019e+001	2.053401e+000
1.914000000000019e+001	2.053410e+000
1.915000000000019e+001	2.053419e+000
1.916000000000020e+001	2.053428e+000
1.917000000000020e+001	2.053437e+000
1.918000000000020e+001	2.053445e+000
1.919000000000020e+001	2.053454e+000
1.920000000000020e+001	2.053463e+000
1.921000000000020e+001	2.053471e+000
1.922000000000021e+001	2.053480e+000
1.923000000000021e+001	2.053489e+000
1.924000000000021e+001	2.053498e+000
1.925000000000021e+001	2.053506e+000
1.926000000000021e+001	2.053515e+000
1.927000000000021e+001	2.053524e+000
1.928000000000021e+001	2.053532e+000
1.929000000000022e+001	2.053541e+000
1.930000000000022e+001	2.053550e+000
1.931000000000022e+001	2.053558e+000
1.932000000000022e+001	2.053567e+000
1.933000000000022e+001	2.053576e+000
1.934000000000022e+001	2.053583e+000
1.935000000000023e+001	2.053593e+000
1.936000000000023e+001	2.053602e+000
1.937000000000023e+001	2.053611e+000
1.938000000000023e+001	2.053619e+000
1.939000000000023e+001	2.053628e+000
1.940000000000023e+001	2.053637e+000
1.941000000000024e+001	2.053645e+000
1.942000000000024e+001	2.053654e+000
1.943000000000024e+001	2.053663e+000
1.944000000000024e+001	2.053672e+000
1.945000000000024e+001	2.053680e+000
1.946000000000024e+001	2.053689e+000
1.947000000000024e+001	2.053698e+000
1.948000000000025e+001	2.053706e+000
1.949000000000025e+001	2.053715e+000
1.950000000000025e+001	2.053724e+000
1.951000000000025e+001	2.053732e+000
1.952000000000025e+001	2.053741e+000
1.953000000000025e+001	2.053750e+000
1.954000000000026e+001	2.053758e+000
1.955000000000026e+001	2.053767e+000
1.956000000000026e+001	2.053776e+000
1.957000000000026e+001	2.053784e+000
1.958000000000026e+001	2.053793e+000
1.959000000000026e+001	2.053802e+000
1.960000000000026e+001	2.053810e+000
1.961000000000027e+001	2.053819e+000
1.962000000000027e+001	2.053828e+000
1.963000000000027e+001	2.053836e+000
1.964000000000027e+001	2.053845e+000
1.965000000000027e+001	2.053854e+000
1.966000000000027e+001	2.053862e+000
1.967000000000028e+001	2.053871e+000
1.968000000000028e+001	2.053880e+000
1.969000000000028e+001	2.053888e+000
1.970000000000028e+001	2.053897e+000
1.971000000000028e+001	2.053906e+000
1.972000000000028e+001	2.053914e+000
1.973000000000029e+001	2.053923e+000
1.974000000000029e+001	2.053932e+000
1.975000000000029e+001	2.053940e+000
1.976000000000029e+001	2.053949e+000
1.977000000000029e+001	2.053958e+000
1.978000000000029e+001	2.053966e+000
1.979000000000029e+001	2.053975e+000
1.980000000000030e+001	2.053983e+000
1.981000000000030e+001	2.053992e+000
1.982000000000030e+001	2.054001e+000
1.983000000000030e+001	2.054009e+000
1.984000000000030e+001	2.054018e+000
1.985000000000030e+001	2.054027e+000
1.986000000000031e+001	2.054035e+000
1.987000000000031e+001	2.054044e+000
1.988000000000031e+001	2.054053e+000
1.989000000000031e+001	2.054061e+000
1.990000000000031e+001	2.054070e+000
1.991000000000031e+001	2.054079e+000
1.992000000000031e+001	2.054087e+000
1.993000000000032e+001	2.054096e+000
1.994000000000032e+001	2.054104e+000
1.995000000000032e+001	2.054113e+000
1.996000000000032e+001	2.054122e+000
1.997000000000032e+001	2.054130e+000
1.998000000000032e+001	2.054139e+000
1.999000000000033e+001	2.054147e+000
2.000000000000033e+001	2.054156e+000
2.001000000000033e+001	2.054165e+000
2.002000000000033e+001	2.054173e+000
2.003000000000033e+001	2.054182e+000
2.004000000000033e+001	2.054191e+000
2.005000000000034e+001	2.054199e+000
2.006000000000034e+001	2.054208e+000
2.007000000000034e+001	2.054216e+000
2.008000000000034e+001	2.054225e+000
2.009000000000034e+001	2.054234e+000
2.010000000000034e+001	2.054242e+000
2.011000000000034e+001	2.054251e+000
2.012000000000035e+001	2.054260e+000
2.013000000000035e+001	2.054268e+000
2.014000000000035e+001	2.054277e+000
2.015000000000035e+001	2.054285e+000
2.016000000000035e+001	2.054294e+000
2.017000000000035e+001	2.054302e+000
2.018000000000036e+001	2.054311e+000
2.019000000000036e+001	2.054320e+000
2.020000000000036e+001	2.054328e+000
2.021000000000036e+001	2.054337e+000
2.022000000000036e+001	2.054346e+000
2.023000000000036e+001	2.054354e+000
2.024000000000036e+001	2.054363e+000
2.025000000000037e+001	2.054371e+000
2.026000000000037e+001	2.054380e+000
2.027000000000037e+001	2.054389e+000
2.028000000000037e+001	2.054397e+000
2.029000000000037e+001	2.054406e+000
2.030000000000037e+001	2.054414e+000
2.031000000000038e+001	2.054423e+000
2.032000000000038e+001	2.054431e+000
2.033000000000038e+001	2.054440e+000
2.034000000000038e+001	2.054449e+000
2.035000000000038e+001	2.054457e+000
2.036000000000038e+001	2.054466e+000
2.037000000000039e+001	2.054474e+000
2.038000000000039e+001	2.054483e+000
2.039000000000039e+001	2.054491e+000
2.040000000000039e+001	2.054500e+000
2.041000000000039e+001	2.054508e+000
2.042000000000039e+001	2.054517e+000
2.043000000000039e+001	2.054526e+000
2.044000000000040e+001	2.054534e+000
2.045000000000040e+001	2.054543e+000
2.046000000000040e+001	2.054551e+000
2.047000000000040e+001	2.054560e+000
2.048000000000040e+001	2.054569e+000
2.049000000000040e+001	2.054577e+000
2.050000000000041e+001	2.054586e+000
2.051000000000041e+001	2.054595e+000
2.052000000000041e+001	2.054603e+000
2.053000000000041e+001	2.054611e+000
2.054000000000041e+001	2.054620e+000
2.055000000000041e+001	2.054628e+000
2.056000000000041e+001	2.054637e+000
2.057000000000042e+001	2.054646e+000
2.058000000000042e+001	2.054654e+000
2.059000000000042e+001	2.054662e+000
2.060000000000042e+001	2.054671e+000
2.061000000000042e+001	2.054680e+000
2.062000000000042e+001	2.054688e+000
2.063000000000043e+001	2.054697e+000
2.064000000000043e+001	2.054705e+000
2.065000000000043e+001	2.054714e+000
2.066000000000043e+001	2.054722e+000
2.067000000000043e+001	2.054731e+000
2.068000000000043e+001	2.054739e+000
2.069000000000044e+001	2.054748e+000
2.070000000000044e+001	2.054757e+000
2.071000000000044e+001	2.054765e+000
2.072000000000044e+001	2.054774e+000
2.073000000000044e+001	2.054782e+000
2.074000000000044e+001	2.054791e+000
2.075000000000044e+001	2.054799e+000
2.076000000000045e+001	2.054808e+000
2.077000000000045e+001	2.054816e+000
2.078000000000045e+001	2.054825e+000
2.079000000000045e+001	2.054833e+000
2.080000000000045e+001	2.054842e+000
2.081000000000045e+001	2.054850e+000
2.082000000000046e+001	2.054859e+000
2.083000000000046e+001	2.054867e+000
2.084000000000046e+001	2.054876e+000
2.085000000000046e+001	2.054884e+000
2.086000000000046e+001	2.054893e+000
2.087000000000046e+001	2.054901e+000
2.088000000000046e+001	2.054910e+000
2.089000000000047e+001	2.054919e+000
2.090000000000047e+001	2.054927e+000
2.091000000000047e+001	2.054935e+000
2.092000000000047e+001	2.054944e+000
2.093000000000047e+001	2.054952e+000
2.094000000000047e+001	2.054961e+000
2.095000000000048e+001	2.054970e+000
2.096000000000048e+001	2.054978e+000
2.097000000000048e+001	2.054986e+000
2.098000000000048e+001	2.054995e+000
2.099000000000048e+001	2.055003e+000
2.100000000000048e+001	2.055012e+000
2.101000000000049e+001	2.055021e+000
2.102000000000049e+001	2.055029e+000
2.103000000000049e+001	2.055037e+000
2.104000000000049e+001	2.055046e+000
2.105000000000049e+001	2.055054e+000
2.106000000000049e+001	2.055063e+000
2.107000000000049e+001	2.055071e+000
2.108000000000050e+001	2.055080e+000
2.109000000000050e+001	2.055089e+000
2.110000000000050e+001	2.055097e+000
2.111000000000050e+001	2.055105e+000
2.112000000000050e+001	2.055114e+000
2.113000000000050e+001	2.055122e+000
2.114000000000051e+001	2.055131e+000
2.115000000000051e+001	2.055139e+000
2.116000000000051e+001	2.055149e+000
2.117000000000051e+001	2.055156e+000
2.118000000000051e+001	2.055165e+000
2.119000000000051e+001	2.055173e+000
2.120000000000051e+001	2.055182e+000
2.121000000000052e+001	2.055190e+000
2.122000000000052e+001	2.055199e+000
2.123000000000052e+001	2.055207e+000
2.124000000000052e+001	2.055216e+000
2.125000000000052e+001	2.055224e+000
2.126000000000052e+001	2.055233e+000
2.127000000000053e+001	2.055241e+000
2.128000000000053e+001	2.055249e+000
2.129000000000053e+001	2.055258e+000
2.130000000000053e+001	2.055266e+000
2.131000000000053e+001	2.055275e+000
2.132000000000053e+001	2.055283e+000
2.133000000000054e+001	2.055292e+000
2.134000000000054e+001	2.055300e+000
2.135000000000054e+001	2.055309e+000
2.136000000000054e+001	2.055317e+000
2.137000000000054e+001	2.055326e+000
2.138000000000054e+001	2.055334e+000
2.139000000000054e+001	2.055342e+000
2.140000000000055e+001	2.055351e+000
2.141000000000055e+001	2.055359e+000
2.142000000000055e+001	2.055368e+000
2.143000000000055e+001	2.055376e+000
2.144000000000055e+001	2.055385e+000
2.145000000000055e+001	2.055393e+000
2.146000000000056e+001	2.055402e+000
2.147000000000056e+001	2.055410e+000
2.148000000000056e+001	2.055418e+000
2.149000000000056e+001	2.055427e+000
2.150000000000056e+001	2.055435e+000
2.151000000000056e+001	2.055444e+000
2.152000000000056e+001	2.055452e+000
2.153000000000057e+001	2.055461e+000
2.154000000000057e+001	2.055469e+000
2.155000000000057e+001	2.055478e+000
2.156000000000057e+001	2.055486e+000
2.157000000000057e+001	2.055494e+000
2.158000000000057e+001	2.055503e+000
2.159000000000058e+001	2.055511e+000
2.160000000000058e+001	2.055520e+000
2.161000000000058e+001	2.055528e+000
2.162000000000058e+001	2.055537e+000
2.163000000000058e+001	2.055545e+000
2.164000000000058e+001	2.055553e+000
2.165000000000059e+001	2.055562e+000
2.166000000000059e+001	2.055570e+000
2.167000000000059e+001	2.055579e+000
2.168000000000059e+001	2.055587e+000
2.169000000000059e+001	2.055595e+000
2.170000000000059e+001	2.055604e+000
2.171000000000059e+001	2.055612e+000
2.172000000000060e+001	2.055621e+000
2.173000000000060e+001	2.055629e+000
2.174000000000060e+001	2.055637e+000
2.175000000000060e+001	2.055646e+000
2.176000000000060e+001	2.055654e+000
2.177000000000060e+001	2.055663e+000
2.178000000000061e+001	2.055671e+000
2.179000000000061e+001	2.055680e+000
2.180000000000061e+001	2.055688e+000
2.181000000000061e+001	2.055696e+000
2.182000000000061e+001	2.055705e+000
2.183000000000061e+001	2.055713e+000
2.184000000000061e+001	2.055722e+000
2.185000000000062e+001	2.055730e+000
2.186000000000062e+001	2.055738e+000
2.187000000000062e+001	2.055747e+000
2.188000000000062e+001	2.055755e+000
2.189000000000062e+001	2.055763e+000
2.190000000000062e+001	2.055772e+000
2.191000000000063e+001	2.055780e+000
2.192000000000063e+001	2.055789e+000
2.193000000000063e+001	2.055797e+000
2.194000000000063e+001	2.055805e+000
2.195000000000063e+001	2.055814e+000
2.196000000000063e+001	2.055822e+000
2.197000000000064e+001	2.055831e+000
2.198000000000064e+001	2.055839e+000
2.199000000000064e+001	2.055847e+000
2.200000000000064e+001	2.055856e+000
2.201000000000064e+001	2.055864e+000
2.202000000000064e+001	2.055873e+000
2.203000000000064e+001	2.055881e+000
2.204000000000065e+001	2.055889e+000
2.205000000000065e+001	2.055898e+000
2.206000000000065e+001	2.055906e+000
2.207000000000065e+001	2.055914e+000
2.208000000000065e+001	2.055923e+000
2.209000000000065e+001	2.055931e+000
2.210000000000066e+001	2.055939e+000
2.211000000000066e+001	2.055948e+000
2.212000000000066e+001	2.055956e+000
2.213000000000066e+001	2.055965e+000
2.214000000000066e+001	2.055973e+000
2.215000000000066e+001	2.055981e+000
2.216000000000066e+001	2.055990e+000
2.217000000000067e+001	2.055998e+000
2.218000000000067e+001	2.056006e+000
2.219000000000067e+001	2.056015e+000
2.220000000000067e+001	2.056023e+000
2.221000000000067e+001	2.056031e+000
2.222000000000067e+001	2.056040e+000
2.223000000000068e+001	2.056048e+000
2.224000000000068e+001	2.056056e+000
2.225000000000068e+001	2.056065e+000
2.226000000000068e+001	2.056073e+000
2.227000000000068e+001	2.056081e+000
2.228000000000068e+001	2.056090e+000
2.229000000000069e+001	2.056098e+000
2.230000000000069e+001	2.056107e+000
2.231000000000069e+001	2.056115e+000
2.232000000000069e+001	2.056123e+000
2.233000000000069e+001	2.056132e+000
2.234000000000069e+001	2.056140e+000
2.235000000000069e+001	2.056148e+000
2.236000000000070e+001	2.056157e+000
2.237000000000070e+001	2.056165e+000
2.238000000000070e+001	2.056173e+000
2.239000000000070e+001	2.056182e+000
2.240000000000070e+001	2.056190e+000
2.241000000000070e+001	2.056198e+000
2.242000000000071e+001	2.056207e+000
2.243000000000071e+001	2.056215e+000
2.244000000000071e+001	2.056223e+000
2.245000000000071e+001	2.056232e+000
2.246000000000071e+001	2.056240e+000
2.247000000000071e+001	2.056248e+000
2.248000000000072e+001	2.056257e+000
2.249000000000072e+001	2.056265e+000
2.250000000000072e+001	2.056273e+000
2.251000000000072e+001	2.056282e+000
2.252000000000072e+001	2.056290e+000
2.253000000000072e+001	2.056298e+000
2.254000000000072e+001	2.056307e+000
2.255000000000073e+001	2.056315e+000
2.256000000000073e+001	2.056323e+000
2.257000000000073e+001	2.056332e+000
2.258000000000073e+001	2.056340e+000
2.259000000000073e+001	2.056348e+000
2.260000000000073e+001	2.056356e+000
2.261000000000074e+001	2.056365e+000
2.262000000000074e+001	2.056373e+000
2.263000000000074e+001	2.056381e+000
2.264000000000074e+001	2.056390e+000
2.265000000000074e+001	2.056398e+000
2.266000000000074e+001	2.056406e+000
2.267000000000074e+001	2.056415e+000
2.268000000000075e+001	2.056423e+000
2.269000000000075e+001	2.056431e+000
2.270000000000075e+001	2.056439e+000
2.271000000000075e+001	2.056448e+000
2.272000000000075e+001	2.056456e+000
2.273000000000075e+001	2.056464e+000
2.274000000000076e+001	2.056473e+000
2.275000000000076e+001	2.056481e+000
2.276000000000076e+001	2.056489e+000
2.277000000000076e+001	2.056498e+000
2.278000000000076e+001	2.056506e+000
2.279000000000076e+001	2.056514e+000
2.280000000000077e+001	2.056522e+000
2.281000000000077e+001	2.056531e+000
2.282000000000077e+001	2.056539e+000
2.283000000000077e+001	2.056547e+000
2.284000000000077e+001	2.056556e+000
2.285000000000077e+001	2.056564e+000
2.286000000000077e+001	2.056572e+000
2.287000000000078e+001	2.056580e+000
2.288000000000078e+001	2.056589e+000
2.289000000000078e+001	2.056597e+000
2.290000000000078e+001	2.056605e+000
2.291000000000078e+001	2.056613e+000
2.292000000000078e+001	2.056622e+000
2.293000000000079e+001	2.056630e+000
2.294000000000079e+001	2.056638e+000
2.295000000000079e+001	2.056647e+000
2.296000000000079e+001	2.056655e+000
2.297000000000079e+001	2.056663e+000
2.298000000000079e+001	2.056671e+000
2.299000000000079e+001	2.056680e+000
2.300000000000080e+001	2.056688e+000
2.301000000000080e+001	2.056696e+000
2.302000000000080e+001	2.056705e+000
2.303000000000080e+001	2.056713e+000
