Freq.	V(out)*I(RL)/2
1.79316571577282e-001	-1.67167610656480e+001,2.73577167013995e+001
1.79395264842714e-001	-1.67040999602555e+001,2.73830672430283e+001
1.79473992642768e-001	-1.66914129591002e+001,2.74084096074679e+001
1.79552754992599e-001	-1.66787000754472e+001,2.74337437619126e+001
1.79631551907370e-001	-1.66659613226114e+001,2.74590696735847e+001
1.79710383402250e-001	-1.66531967139578e+001,2.74843873097353e+001
1.79789249492414e-001	-1.66404062629014e+001,2.75096966376441e+001
1.79868150193044e-001	-1.66275899829069e+001,2.75349976246194e+001
1.79947085519330e-001	-1.66147478874890e+001,2.75602902379977e+001
1.80026055486466e-001	-1.66018799902121e+001,2.75855744451448e+001
1.80105060109655e-001	-1.65889863046902e+001,2.76108502134557e+001
1.80184099404106e-001	-1.65760668445868e+001,2.76361175103537e+001
1.80263173385034e-001	-1.65631216236152e+001,2.76613763032913e+001
1.80342282067661e-001	-1.65501506555378e+001,2.76866265597506e+001
1.80421425467217e-001	-1.65371539541666e+001,2.77118682472424e+001
1.80500603598937e-001	-1.65241315333628e+001,2.77371013333071e+001
1.80579816478062e-001	-1.65110834070370e+001,2.77623257855143e+001
1.80659064119843e-001	-1.64980095891487e+001,2.77875415714634e+001
1.80738346539535e-001	-1.64849100937067e+001,2.78127486587829e+001
1.80817663752399e-001	-1.64717849347687e+001,2.78379470151312e+001
1.80897015773706e-001	-1.64586341264413e+001,2.78631366081967e+001
1.80976402618730e-001	-1.64454576828801e+001,2.78883174056968e+001
1.81055824302754e-001	-1.64322556182894e+001,2.79134893753797e+001
1.81135280841068e-001	-1.64190279469223e+001,2.79386524850229e+001
1.81214772248967e-001	-1.64057746830804e+001,2.79638067024343e+001
1.81294298541753e-001	-1.63924958411141e+001,2.79889519954518e+001
1.81373859734737e-001	-1.63791914354222e+001,2.80140883319437e+001
1.81453455843233e-001	-1.63658614804517e+001,2.80392156798081e+001
1.81533086882565e-001	-1.63525059906983e+001,2.80643340069741e+001
1.81612752868062e-001	-1.63391249807058e+001,2.80894432814007e+001
1.81692453815061e-001	-1.63257184650663e+001,2.81145434710779e+001
1.81772189738904e-001	-1.63122864584199e+001,2.81396345440259e+001
1.81851960654940e-001	-1.62988289754548e+001,2.81647164682960e+001
1.81931766578526e-001	-1.62853460309074e+001,2.81897892119698e+001
1.82011607525026e-001	-1.62718376395617e+001,2.82148527431602e+001
1.82091483509809e-001	-1.62583038162496e+001,2.82399070300111e+001
1.82171394548252e-001	-1.62447445758509e+001,2.82649520406966e+001
1.82251340655737e-001	-1.62311599332930e+001,2.82899877434228e+001
1.82331321847656e-001	-1.62175499035509e+001,2.83150141064263e+001
1.82411338139404e-001	-1.62039145016472e+001,2.83400310979755e+001
1.82491389546386e-001	-1.61902537426517e+001,2.83650386863699e+001
1.82571476084012e-001	-1.61765676416821e+001,2.83900368399404e+001
1.82651597767699e-001	-1.61628562139028e+001,2.84150255270493e+001
1.82731754612871e-001	-1.61491194745260e+001,2.84400047160904e+001
1.82811946634958e-001	-1.61353574388105e+001,2.84649743754895e+001
1.82892173849398e-001	-1.61215701220626e+001,2.84899344737036e+001
1.82972436271636e-001	-1.61077575396355e+001,2.85148849792218e+001
1.83052733917121e-001	-1.60939197069292e+001,2.85398258605654e+001
1.83133066801313e-001	-1.60800566393906e+001,2.85647570862870e+001
1.83213434939675e-001	-1.60661683525136e+001,2.85896786249713e+001
1.83293838347679e-001	-1.60522548618385e+001,2.86145904452355e+001
1.83374277040802e-001	-1.60383161829523e+001,2.86394925157287e+001
1.83454751034531e-001	-1.60243523314886e+001,2.86643848051325e+001
1.83535260344356e-001	-1.60103633231274e+001,2.86892672821605e+001
1.83615804985776e-001	-1.59963491735952e+001,2.87141399155587e+001
1.83696384974296e-001	-1.59823098986646e+001,2.87390026741059e+001
1.83777000325429e-001	-1.59682455141548e+001,2.87638555266132e+001
1.83857651054693e-001	-1.59541560359307e+001,2.87886984419245e+001
1.83938337177614e-001	-1.59400414799037e+001,2.88135313889160e+001
1.84019058709725e-001	-1.59259018620308e+001,2.88383543364973e+001
1.84099815666565e-001	-1.59117371983153e+001,2.88631672536103e+001
1.84180608063680e-001	-1.58975475048061e+001,2.88879701092301e+001
1.84261435916623e-001	-1.58833327975980e+001,2.89127628723646e+001
1.84342299240954e-001	-1.58690930928314e+001,2.89375455120551e+001
1.84423198052240e-001	-1.58548284066922e+001,2.89623179973760e+001
1.84504132366054e-001	-1.58405387554121e+001,2.89870802974343e+001
1.84585102197976e-001	-1.58262241552682e+001,2.90118323813711e+001
1.84666107563594e-001	-1.58118846225829e+001,2.90365742183602e+001
1.84747148478502e-001	-1.57975201737236e+001,2.90613057776096e+001
1.84828224958300e-001	-1.57831308251035e+001,2.90860270283601e+001
1.84909337018597e-001	-1.57687165931806e+001,2.91107379398864e+001
1.84990484675006e-001	-1.57542774944578e+001,2.91354384814967e+001
1.85071667943149e-001	-1.57398135454835e+001,2.91601286225332e+001
1.85152886838654e-001	-1.57253247628503e+001,2.91848083323717e+001
1.85234141377157e-001	-1.57108111631963e+001,2.92094775804218e+001
1.85315431574300e-001	-1.56962727632039e+001,2.92341363361272e+001
1.85396757445730e-001	-1.56817095796004e+001,2.92587845689653e+001
1.85478119007105e-001	-1.56671216291573e+001,2.92834222484482e+001
1.85559516274086e-001	-1.56525089286911e+001,2.93080493441217e+001
1.85640949262343e-001	-1.56378714950625e+001,2.93326658255656e+001
1.85722417987552e-001	-1.56232093451764e+001,2.93572716623945e+001
1.85803922465397e-001	-1.56085224959822e+001,2.93818668242572e+001
1.85885462711567e-001	-1.55938109644732e+001,2.94064512808369e+001
1.85967038741760e-001	-1.55790747676871e+001,2.94310250018512e+001
1.86048650571679e-001	-1.55643139227054e+001,2.94555879570523e+001
1.86130298217035e-001	-1.55495284466536e+001,2.94801401162272e+001
1.86211981693546e-001	-1.55347183567011e+001,2.95046814491975e+001
1.86293701016937e-001	-1.55198836700611e+001,2.95292119258197e+001
1.86375456202938e-001	-1.55050244039902e+001,2.95537315159850e+001
1.86457247267288e-001	-1.54901405757890e+001,2.95782401896191e+001
1.86539074225732e-001	-1.54752322028015e+001,2.96027379166839e+001
1.86620937094023e-001	-1.54602993024150e+001,2.96272246671750e+001
1.86702835887920e-001	-1.54453418920603e+001,2.96517004111242e+001
1.86784770623188e-001	-1.54303599892116e+001,2.96761651185976e+001
1.86866741315601e-001	-1.54153536113860e+001,2.97006187596970e+001
1.86948747980938e-001	-1.54003227761438e+001,2.97250613045595e+001
1.87030790634986e-001	-1.53852675010887e+001,2.97494927233578e+001
1.87112869293538e-001	-1.53701878038668e+001,2.97739129862996e+001
1.87194983972396e-001	-1.53550837021675e+001,2.97983220636286e+001
1.87277134687367e-001	-1.53399552137229e+001,2.98227199256232e+001
1.87359321454266e-001	-1.53248023563076e+001,2.98471065425989e+001
1.87441544288913e-001	-1.53096251477390e+001,2.98714818849056e+001
1.87523803207137e-001	-1.52944236058771e+001,2.98958459229296e+001
1.87606098224774e-001	-1.52791977486242e+001,2.99201986270929e+001
1.87688429357666e-001	-1.52639475939251e+001,2.99445399678536e+001
1.87770796621662e-001	-1.52486731597669e+001,2.99688699157055e+001
1.87853200032617e-001	-1.52333744641788e+001,2.99931884411787e+001
1.87935639606396e-001	-1.52180515252322e+001,3.00174955148394e+001
1.88018115358869e-001	-1.52027043610405e+001,3.00417911072896e+001
1.88100627305912e-001	-1.51873329897592e+001,3.00660751891680e+001
1.88183175463409e-001	-1.51719374295856e+001,3.00903477311495e+001
1.88265759847252e-001	-1.51565176987587e+001,3.01146087039451e+001
1.88348380473338e-001	-1.51410738155592e+001,3.01388580783027e+001
1.88431037357573e-001	-1.51256057983097e+001,3.01630958250061e+001
1.88513730515868e-001	-1.51101136653741e+001,3.01873219148759e+001
1.88596459964142e-001	-1.50945974351578e+001,3.02115363187701e+001
1.88679225718321e-001	-1.50790571261076e+001,3.02357390075818e+001
1.88762027794339e-001	-1.50634927567116e+001,3.02599299522423e+001
1.88844866208134e-001	-1.50479043454991e+001,3.02841091237190e+001
1.88927740975654e-001	-1.50322919110405e+001,3.03082764930164e+001
1.89010652112852e-001	-1.50166554719473e+001,3.03324320311757e+001
1.89093599635690e-001	-1.50009950468719e+001,3.03565757092751e+001
1.89176583560135e-001	-1.49853106545076e+001,3.03807074984304e+001
1.89259603902163e-001	-1.49696023135884e+001,3.04048273697939e+001
1.89342660677755e-001	-1.49538700428892e+001,3.04289352945553e+001
1.89425753902900e-001	-1.49381138612253e+001,3.04530312439415e+001
1.89508883593593e-001	-1.49223337874527e+001,3.04771151892169e+001
1.89592049765839e-001	-1.49065298404677e+001,3.05011871016828e+001
1.89675252435646e-001	-1.48907020392070e+001,3.05252469526785e+001
1.89758491619033e-001	-1.48748504026477e+001,3.05492947135803e+001
1.89841767332022e-001	-1.48589749498069e+001,3.05733303558026e+001
1.89925079590645e-001	-1.48430756997420e+001,3.05973538507967e+001
1.90008428410941e-001	-1.48271526715503e+001,3.06213651700519e+001
1.90091813808953e-001	-1.48112058843691e+001,3.06453642850954e+001
1.90175235800735e-001	-1.47952353573754e+001,3.06693511674919e+001
1.90258694402345e-001	-1.47792411097862e+001,3.06933257888441e+001
1.90342189629850e-001	-1.47632231608578e+001,3.07172881207925e+001
1.90425721499324e-001	-1.47471815298867e+001,3.07412381350155e+001
1.90509290026845e-001	-1.47311162362083e+001,3.07651758032297e+001
1.90592895228503e-001	-1.47150272991978e+001,3.07891010971899e+001
1.90676537120391e-001	-1.46989147382695e+001,3.08130139886884e+001
1.90760215718611e-001	-1.46827785728771e+001,3.08369144495561e+001
1.90843931039272e-001	-1.46666188225135e+001,3.08608024516625e+001
1.90927683098489e-001	-1.46504355067104e+001,3.08846779669147e+001
1.91011471912385e-001	-1.46342286450388e+001,3.09085409672588e+001
1.91095297497089e-001	-1.46179982571085e+001,3.09323914246785e+001
1.91179159868740e-001	-1.46017443625681e+001,3.09562293111970e+001
1.91263059043480e-001	-1.45854669811049e+001,3.09800545988754e+001
1.91346995037461e-001	-1.45691661324449e+001,3.10038672598131e+001
1.91430967866840e-001	-1.45528418363526e+001,3.10276672661489e+001
1.91514977547784e-001	-1.45364941126309e+001,3.10514545900598e+001
1.91599024096465e-001	-1.45201229811214e+001,3.10752292037615e+001
1.91683107529062e-001	-1.45037284617036e+001,3.10989910795089e+001
1.91767227861761e-001	-1.44873105742955e+001,3.11227401895956e+001
1.91851385110756e-001	-1.44708693388531e+001,3.11464765063536e+001
1.91935579292249e-001	-1.44544047753703e+001,3.11702000021548e+001
1.92019810422446e-001	-1.44379169038793e+001,3.11939106494093e+001
1.92104078517563e-001	-1.44214057444498e+001,3.12176084205668e+001
1.92188383593821e-001	-1.44048713171895e+001,3.12412932881159e+001
1.92272725667451e-001	-1.43883136422437e+001,3.12649652245843e+001
1.92357104754689e-001	-1.43717327397953e+001,3.12886242025392e+001
1.92441520871777e-001	-1.43551286300646e+001,3.13122701945869e+001
1.92525974034967e-001	-1.43385013333097e+001,3.13359031733731e+001
1.92610464260516e-001	-1.43218508698256e+001,3.13595231115828e+001
1.92694991564689e-001	-1.43051772599447e+001,3.13831299819409e+001
1.92779555963758e-001	-1.42884805240367e+001,3.14067237572110e+001
1.92864157474002e-001	-1.42717606825082e+001,3.14303044101972e+001
1.92948796111708e-001	-1.42550177558028e+001,3.14538719137421e+001
1.93033471893168e-001	-1.42382517644011e+001,3.14774262407290e+001
1.93118184834684e-001	-1.42214627288204e+001,3.15009673640804e+001
1.93202934952564e-001	-1.42046506696148e+001,3.15244952567587e+001
1.93287722263121e-001	-1.41878156073749e+001,3.15480098917659e+001
1.93372546782679e-001	-1.41709575627280e+001,3.15715112421441e+001
1.93457408527565e-001	-1.41540765563379e+001,3.15949992809752e+001
1.93542307514118e-001	-1.41371726089044e+001,3.16184739813812e+001
1.93627243758680e-001	-1.41202457411640e+001,3.16419353165239e+001
1.93712217277601e-001	-1.41032959738893e+001,3.16653832596054e+001
1.93797228087241e-001	-1.40863233278887e+001,3.16888177838676e+001
1.93882276203964e-001	-1.40693278240071e+001,3.17122388625928e+001
1.93967361644141e-001	-1.40523094831248e+001,3.17356464691037e+001
1.94052484424154e-001	-1.40352683261584e+001,3.17590405767630e+001
1.94137644560387e-001	-1.40182043740599e+001,3.17824211589735e+001
1.94222842069236e-001	-1.40011176478171e+001,3.18057881891789e+001
1.94308076967101e-001	-1.39840081684534e+001,3.18291416408629e+001
1.94393349270390e-001	-1.39668759570278e+001,3.18524814875495e+001
1.94478658995519e-001	-1.39497210346343e+001,3.18758077028040e+001
1.94564006158910e-001	-1.39325434224025e+001,3.18991202602314e+001
1.94649390776993e-001	-1.39153431414972e+001,3.19224191334779e+001
1.94734812866205e-001	-1.38981202131182e+001,3.19457042962298e+001
1.94820272442991e-001	-1.38808746585005e+001,3.19689757222145e+001
1.94905769523802e-001	-1.38636064989138e+001,3.19922333852003e+001
1.94991304125096e-001	-1.38463157556630e+001,3.20154772589956e+001
1.95076876263340e-001	-1.38290024500873e+001,3.20387073174505e+001
1.95162485955006e-001	-1.38116666035611e+001,3.20619235344552e+001
1.95248133216575e-001	-1.37943082374930e+001,3.20851258839413e+001
1.95333818064535e-001	-1.37769273733263e+001,3.21083143398812e+001
1.95419540515380e-001	-1.37595240325385e+001,3.21314888762886e+001
1.95505300585612e-001	-1.37420982366416e+001,3.21546494672180e+001
1.95591098291741e-001	-1.37246500071819e+001,3.21777960867650e+001
1.95676933650284e-001	-1.37071793657396e+001,3.22009287090663e+001
1.95762806677764e-001	-1.36896863339291e+001,3.22240473082999e+001
1.95848717390711e-001	-1.36721709333987e+001,3.22471518586856e+001
1.95934665805665e-001	-1.36546331858307e+001,3.22702423344833e+001
1.96020651939172e-001	-1.36370731129409e+001,3.22933187099953e+001
1.96106675807783e-001	-1.36194907364790e+001,3.23163809595649e+001
1.96192737428059e-001	-1.36018860782283e+001,3.23394290575768e+001
1.96278836816567e-001	-1.35842591600058e+001,3.23624629784568e+001
1.96364973989882e-001	-1.35666100036613e+001,3.23854826966731e+001
1.96451148964586e-001	-1.35489386310785e+001,3.24084881867349e+001
1.96537361757268e-001	-1.35312450641741e+001,3.24314794231929e+001
1.96623612384524e-001	-1.35135293248982e+001,3.24544563806395e+001
1.96709900862959e-001	-1.34957914352334e+001,3.24774190337092e+001
1.96796227209183e-001	-1.34780314171959e+001,3.25003673570777e+001
1.96882591439814e-001	-1.34602492928346e+001,3.25233013254628e+001
1.96968993571479e-001	-1.34424450842308e+001,3.25462209136238e+001
1.97055433620809e-001	-1.34246188134990e+001,3.25691260963622e+001
1.97141911604446e-001	-1.34067705027859e+001,3.25920168485215e+001
1.97228427539037e-001	-1.33889001742712e+001,3.26148931449863e+001
1.97314981441236e-001	-1.33710078501665e+001,3.26377549606844e+001
1.97401573327706e-001	-1.33530935527162e+001,3.26606022705842e+001
1.97488203215116e-001	-1.33351573041964e+001,3.26834350496978e+001
1.97574871120143e-001	-1.33171991269160e+001,3.27062532730781e+001
1.97661577059471e-001	-1.32992190432154e+001,3.27290569158206e+001
1.97748321049792e-001	-1.32812170754674e+001,3.27518459530629e+001
1.97835103107803e-001	-1.32631932460763e+001,3.27746203599851e+001
1.97921923250212e-001	-1.32451475774785e+001,3.27973801118091e+001
1.98008781493731e-001	-1.32270800921420e+001,3.28201251837996e+001
1.98095677855081e-001	-1.32089908125663e+001,3.28428555512633e+001
1.98182612350991e-001	-1.31908797612825e+001,3.28655711895492e+001
1.98269584998195e-001	-1.31727469608533e+001,3.28882720740489e+001
1.98356595813437e-001	-1.31545924338724e+001,3.29109581801967e+001
1.98443644813466e-001	-1.31364162029650e+001,3.29336294834690e+001
1.98530732015040e-001	-1.31182182907872e+001,3.29562859593849e+001
1.98617857434924e-001	-1.30999987200266e+001,3.29789275835058e+001
1.98705021089890e-001	-1.30817575134014e+001,3.30015543314361e+001
1.98792222996717e-001	-1.30634946936608e+001,3.30241661788229e+001
1.98879463172192e-001	-1.30452102835847e+001,3.30467631013554e+001
1.98966741633110e-001	-1.30269043059839e+001,3.30693450747661e+001
1.99054058396272e-001	-1.30085767836996e+001,3.30919120748301e+001
1.99141413478487e-001	-1.29902277396035e+001,3.31144640773652e+001
1.99228806896571e-001	-1.29718571965981e+001,3.31370010582318e+001
1.99316238667349e-001	-1.29534651776158e+001,3.31595229933338e+001
1.99403708807651e-001	-1.29350517056195e+001,3.31820298586178e+001
1.99491217334315e-001	-1.29166168036020e+001,3.32045216300727e+001
1.99578764264188e-001	-1.28981604945864e+001,3.32269982837312e+001
1.99666349614124e-001	-1.28796828016258e+001,3.32494597956683e+001
1.99753973400981e-001	-1.28611837478028e+001,3.32719061420031e+001
1.99841635641630e-001	-1.28426633562304e+001,3.32943372988963e+001
1.99929336352945e-001	-1.28241216500506e+001,3.33167532425531e+001
2.00017075551808e-001	-1.28055586524357e+001,3.33391539492212e+001
2.00104853255112e-001	-1.27869743865869e+001,3.33615393951914e+001
2.00192669479752e-001	-1.27683688757352e+001,3.33839095567977e+001
2.00280524242635e-001	-1.27497421431408e+001,3.34062644104178e+001
2.00368417560672e-001	-1.27310942120931e+001,3.34286039324724e+001
2.00456349450784e-001	-1.27124251059108e+001,3.34509280994254e+001
2.00544319929899e-001	-1.26937348479414e+001,3.34732368877845e+001
2.00632329014950e-001	-1.26750234615618e+001,3.34955302741000e+001
2.00720376722881e-001	-1.26562909701772e+001,3.35178082349664e+001
2.00808463070640e-001	-1.26375373972220e+001,3.35400707470213e+001
2.00896588075186e-001	-1.26187627661593e+001,3.35623177869457e+001
2.00984751753482e-001	-1.25999671004803e+001,3.35845493314646e+001
2.01072954122501e-001	-1.25811504237053e+001,3.36067653573460e+001
2.01161195199222e-001	-1.25623127593829e+001,3.36289658414015e+001
2.01249475000632e-001	-1.25434541310896e+001,3.36511507604869e+001
2.01337793543725e-001	-1.25245745624307e+001,3.36733200915007e+001
2.01426150845504e-001	-1.25056740770391e+001,3.36954738113862e+001
2.01514546922977e-001	-1.24867526985763e+001,3.37176118971295e+001
2.01602981793162e-001	-1.24678104507312e+001,3.37397343257610e+001
2.01691455473082e-001	-1.24488473572211e+001,3.37618410743544e+001
2.01779967979769e-001	-1.24298634417906e+001,3.37839321200276e+001
2.01868519330262e-001	-1.24108587282123e+001,3.38060074399420e+001
2.01957109541609e-001	-1.23918332402862e+001,3.38280670113031e+001
2.02045738630862e-001	-1.23727870018399e+001,3.38501108113606e+001
2.02134406615085e-001	-1.23537200367284e+001,3.38721388174073e+001
2.02223113511345e-001	-1.23346323688341e+001,3.38941510067805e+001
2.02311859336719e-001	-1.23155240220662e+001,3.39161473568613e+001
2.02400644108293e-001	-1.22963950203617e+001,3.39381278450751e+001
2.02489467843156e-001	-1.22772453876840e+001,3.39600924488909e+001
2.02578330558408e-001	-1.22580751480239e+001,3.39820411458222e+001
2.02667232271156e-001	-1.22388843253989e+001,3.40039739134263e+001
2.02756172998514e-001	-1.22196729438531e+001,3.40258907293045e+001
2.02845152757604e-001	-1.22004410274575e+001,3.40477915711028e+001
2.02934171565554e-001	-1.21811886003096e+001,3.40696764165108e+001
2.03023229439501e-001	-1.21619156865333e+001,3.40915452432627e+001
2.03112326396589e-001	-1.21426223102790e+001,3.41133980291365e+001
2.03201462453971e-001	-1.21233084957235e+001,3.41352347519550e+001
2.03290637628805e-001	-1.21039742670696e+001,3.41570553895849e+001
2.03379851938257e-001	-1.20846196485463e+001,3.41788599199374e+001
2.03469105399503e-001	-1.20652446644086e+001,3.42006483209678e+001
2.03558398029724e-001	-1.20458493389376e+001,3.42224205706762e+001
2.03647729846110e-001	-1.20264336964399e+001,3.42441766471068e+001
2.03737100865856e-001	-1.20069977612483e+001,3.42659165283481e+001
2.03826511106169e-001	-1.19875415577209e+001,3.42876401925332e+001
2.03915960584259e-001	-1.19680651102416e+001,3.43093476178397e+001
2.04005449317346e-001	-1.19485684432196e+001,3.43310387824899e+001
2.04094977322658e-001	-1.19290515810895e+001,3.43527136647502e+001
2.04184544617429e-001	-1.19095145483115e+001,3.43743722429315e+001
2.04274151218900e-001	-1.18899573693704e+001,3.43960144953900e+001
2.04363797144323e-001	-1.18703800687767e+001,3.44176404005257e+001
2.04453482410955e-001	-1.18507826710657e+001,3.44392499367834e+001
2.04543207036059e-001	-1.18311652007974e+001,3.44608430826532e+001
2.04632971036909e-001	-1.18115276825571e+001,3.44824198166687e+001
2.04722774430786e-001	-1.17918701409544e+001,3.45039801174091e+001
2.04812617234975e-001	-1.17721926006237e+001,3.45255239634982e+001
2.04902499466774e-001	-1.17524950862242e+001,3.45470513336042e+001
2.04992421143484e-001	-1.17327776224392e+001,3.45685622064401e+001
2.05082382282416e-001	-1.17130402339766e+001,3.45900565607642e+001
2.05172382900889e-001	-1.16932829455684e+001,3.46115343753791e+001
2.05262423016227e-001	-1.16735057819711e+001,3.46329956291324e+001
2.05352502645764e-001	-1.16537087679649e+001,3.46544403009163e+001
2.05442621806841e-001	-1.16338919283544e+001,3.46758683696682e+001
2.05532780516807e-001	-1.16140552879678e+001,3.46972798143704e+001
2.05622978793017e-001	-1.15941988716573e+001,3.47186746140500e+001
2.05713216652834e-001	-1.15743227042988e+001,3.47400527477788e+001
2.05803494113632e-001	-1.15544268107918e+001,3.47614141946742e+001
2.05893811192787e-001	-1.15345112160593e+001,3.47827589338980e+001
2.05984167907688e-001	-1.15145759450480e+001,3.48040869446572e+001
2.06074564275727e-001	-1.14946210227278e+001,3.48253982062036e+001
2.06165000314308e-001	-1.14746464740917e+001,3.48466926978348e+001
2.06255476040838e-001	-1.14546523241560e+001,3.48679703988925e+001
2.06345991472737e-001	-1.14346385979604e+001,3.48892312887642e+001
2.06436546627427e-001	-1.14146053205672e+001,3.49104753468819e+001
2.06527141522342e-001	-1.13945525170618e+001,3.49317025527232e+001
2.06617776174922e-001	-1.13744802125524e+001,3.49529128858109e+001
2.06708450602613e-001	-1.13543884321698e+001,3.49741063257123e+001
2.06799164822873e-001	-1.13342772010675e+001,3.49952828520407e+001
2.06889918853163e-001	-1.13141465444217e+001,3.50164424444541e+001
2.06980712710955e-001	-1.12939964874308e+001,3.50375850826561e+001
2.07071546413726e-001	-1.12738270553157e+001,3.50587107463949e+001
2.07162419978963e-001	-1.12536382733195e+001,3.50798194154646e+001
2.07253333424159e-001	-1.12334301667076e+001,3.51009110697043e+001
2.07344286766816e-001	-1.12132027607673e+001,3.51219856889986e+001
2.07435280024443e-001	-1.11929560808080e+001,3.51430432532769e+001
2.07526313214556e-001	-1.11726901521611e+001,3.51640837425144e+001
2.07617386354680e-001	-1.11524050001795e+001,3.51851071367315e+001
2.07708499462348e-001	-1.11321006502382e+001,3.52061134159940e+001
2.07799652555098e-001	-1.11117771277335e+001,3.52271025604131e+001
2.07890845650478e-001	-1.10914344580834e+001,3.52480745501454e+001
2.07982078766044e-001	-1.10710726667273e+001,3.52690293653927e+001
2.08073351919358e-001	-1.10506917791261e+001,3.52899669864025e+001
2.08164665127992e-001	-1.10302918207618e+001,3.53108873934675e+001
2.08256018409522e-001	-1.10098728171373e+001,3.53317905669263e+001
2.08347411781536e-001	-1.09894347937772e+001,3.53526764871624e+001
2.08438845261628e-001	-1.09689777762267e+001,3.53735451346053e+001
2.08530318867397e-001	-1.09485017900519e+001,3.53943964897295e+001
2.08621832616455e-001	-1.09280068608397e+001,3.54152305330555e+001
2.08713386526417e-001	-1.09074930141980e+001,3.54360472451492e+001
2.08804980614909e-001	-1.08869602757548e+001,3.54568466066217e+001
2.08896614899562e-001	-1.08664086711591e+001,3.54776285981303e+001
2.08988289398018e-001	-1.08458382260802e+001,3.54983932003776e+001
2.09080004127923e-001	-1.08252489662076e+001,3.55191403941114e+001
2.09171759106933e-001	-1.08046409172511e+001,3.55398701601258e+001
2.09263554352712e-001	-1.07840141049411e+001,3.55605824792598e+001
2.09355389882931e-001	-1.07633685550273e+001,3.55812773323988e+001
2.09447265715269e-001	-1.07427042932800e+001,3.56019547004733e+001
2.09539181867412e-001	-1.07220213454892e+001,3.56226145644597e+001
2.09631138357055e-001	-1.07013197374646e+001,3.56432569053800e+001
2.09723135201900e-001	-1.06805994950359e+001,3.56638817043018e+001
2.09815172419656e-001	-1.06598606440519e+001,3.56844889423387e+001
2.09907250028042e-001	-1.06391032103816e+001,3.57050786006497e+001
2.09999368044783e-001	-1.06183272199128e+001,3.57256506604398e+001
2.10091526487612e-001	-1.05975326985532e+001,3.57462051029593e+001
2.10183725374271e-001	-1.05767196722294e+001,3.57667419095051e+001
2.10275964722507e-001	-1.05558881668872e+001,3.57872610614186e+001
2.10368244550079e-001	-1.05350382084916e+001,3.58077625400880e+001
2.10460564874749e-001	-1.05141698230266e+001,3.58282463269474e+001
2.10552925714290e-001	-1.04932830364950e+001,3.58487124034756e+001
2.10645327086483e-001	-1.04723778749182e+001,3.58691607511986e+001
2.10737769009115e-001	-1.04514543643370e+001,3.58895913516868e+001
2.10830251499982e-001	-1.04305125308100e+001,3.59100041865574e+001
2.10922774576886e-001	-1.04095524004148e+001,3.59303992374735e+001
2.11015338257640e-001	-1.03885739992474e+001,3.59507764861432e+001
2.11107942560063e-001	-1.03675773534221e+001,3.59711359143214e+001
2.11200587501980e-001	-1.03465624890713e+001,3.59914775038083e+001
2.11293273101227e-001	-1.03255294323460e+001,3.60118012364502e+001
2.11385999375647e-001	-1.03044782094148e+001,3.60321070941393e+001
2.11478766343090e-001	-1.02834088464646e+001,3.60523950588131e+001
2.11571574021413e-001	-1.02623213697000e+001,3.60726651124564e+001
2.11664422428483e-001	-1.02412158053437e+001,3.60929172370984e+001
2.11757311582175e-001	-1.02200921796358e+001,3.61131514148152e+001
2.11850241500368e-001	-1.01989505188341e+001,3.61333676277284e+001
2.11943212200954e-001	-1.01777908492142e+001,3.61535658580057e+001
2.12036223701829e-001	-1.01566131970688e+001,3.61737460878608e+001
2.12129276020899e-001	-1.01354175887082e+001,3.61939082995530e+001
2.12222369176076e-001	-1.01142040504598e+001,3.62140524753881e+001
2.12315503185282e-001	-1.00929726086684e+001,3.62341785977176e+001
2.12408678066446e-001	-1.00717232896957e+001,3.62542866489388e+001
2.12501893837504e-001	-1.00504561199205e+001,3.62743766114953e+001
2.12595150516401e-001	-1.00291711257382e+001,3.62944484678767e+001
2.12688448121090e-001	-1.00078683335617e+001,3.63145022006183e+001
2.12781786669530e-001	-9.98654776981991e+000,3.63345377923017e+001
2.12875166179689e-001	-9.96520946095891e+000,3.63545552255542e+001
2.12968586669545e-001	-9.94385343344098e+000,3.63745544830497e+001
2.13062048157081e-001	-9.92247971374502e+000,3.63945355475073e+001
2.13155550660288e-001	-9.90108832836634e+000,3.64144984016929e+001
2.13249094197167e-001	-9.87967930381640e+000,3.64344430284182e+001
2.13342678785725e-001	-9.85825266662296e+000,3.64543694105406e+001
2.13436304443978e-001	-9.83680844332991e+000,3.64742775309640e+001
2.13529971189950e-001	-9.81534666049697e+000,3.64941673726382e+001
2.13623679041670e-001	-9.79386734470010e+000,3.65140389185588e+001
2.13717428017180e-001	-9.77237052253079e+000,3.65338921517680e+001
2.13811218134526e-001	-9.75085622059637e+000,3.65537270553535e+001
2.13905049411764e-001	-9.72932446551995e+000,3.65735436124497e+001
2.13998921866956e-001	-9.70777528394003e+000,3.65933418062364e+001
2.14092835518173e-001	-9.68620870251075e+000,3.66131216199400e+001
2.14186790383494e-001	-9.66462474790160e+000,3.66328830368327e+001
2.14280786481007e-001	-9.64302344679729e+000,3.66526260402327e+001
2.14374823828806e-001	-9.62140482589771e+000,3.66723506135050e+001
2.14468902444993e-001	-9.59976891191815e+000,3.66920567400597e+001
2.14563022347679e-001	-9.57811573158859e+000,3.67117444033537e+001
2.14657183554984e-001	-9.55644531165417e+000,3.67314135868898e+001
