Freq.	V(vin)/-I(Vg)
5.66239289038201e-001	8.44373971333484e+004,-1.32595732050775e+005
5.67544605408494e-001	8.44321110020448e+004,-1.32287006588490e+005
5.68852930843788e-001	8.44268603713256e+004,-1.31978970607497e+005
5.70164272280694e-001	8.44216451708333e+004,-1.31671622598894e+005
5.71478636671814e-001	8.44164653304007e+004,-1.31364961057041e+005
5.72796030985776e-001	8.44113207800325e+004,-1.31058984479598e+005
5.74116462207274e-001	8.44062114499222e+004,-1.30753691367462e+005
5.75439937337103e-001	8.44011372704416e+004,-1.30449080224807e+005
5.76766463392197e-001	8.43960981721506e+004,-1.30145149559066e+005
5.78096047405664e-001	8.43910940857870e+004,-1.29841897880914e+005
5.79428696426827e-001	8.43861249422826e+004,-1.29539323704272e+005
5.80764417521258e-001	8.43811906727405e+004,-1.29237425546311e+005
5.82103217770817e-001	8.43762912084597e+004,-1.28936201927427e+005
5.83445104273690e-001	8.43714264809294e+004,-1.28635651371250e+005
5.84790084144426e-001	8.43665964218149e+004,-1.28335772404641e+005
5.86138164513973e-001	8.43618009629788e+004,-1.28036563557666e+005
5.87489352529721e-001	8.43570400364675e+004,-1.27738023363623e+005
5.88843655355533e-001	8.43523135745198e+004,-1.27440150359006e+005
5.90201080171789e-001	8.43476215095590e+004,-1.27142943083520e+005
5.91561634175418e-001	8.43429637742027e+004,-1.26846400080069e+005
5.92925324579944e-001	8.43383403012613e+004,-1.26550519894751e+005
5.94292158615516e-001	8.43337510237252e+004,-1.26255301076846e+005
5.95662143528954e-001	8.43291958747935e+004,-1.25960742178834e+005
5.97035286583780e-001	8.43246747878447e+004,-1.25666841756357e+005
5.98411595060263e-001	8.43201876964520e+004,-1.25373598368243e+005
5.99791076255453e-001	8.43157345343776e+004,-1.25081010576481e+005
6.01173737483221e-001	8.43113152355868e+004,-1.24789076946230e+005
6.02559586074301e-001	8.43069297342318e+004,-1.24497796045805e+005
6.03948629376323e-001	8.43025779646604e+004,-1.24207166446678e+005
6.05340874753856e-001	8.42982598614085e+004,-1.23917186723464e+005
6.06736329588448e-001	8.42939753592164e+004,-1.23627855453926e+005
6.08135001278660e-001	8.42897243930100e+004,-1.23339171218974e+005
6.09536897240111e-001	8.42855068979166e+004,-1.23051132602634e+005
6.10942024905514e-001	8.42813228092545e+004,-1.22763738192080e+005
6.12350391724715e-001	8.42771720625373e+004,-1.22476986577596e+005
6.13762005164736e-001	8.42730545934724e+004,-1.22190876352596e+005
6.15176872709810e-001	8.42689703379737e+004,-1.21905406113610e+005
6.16595001861424e-001	8.42649192321351e+004,-1.21620574460264e+005
6.18016400138357e-001	8.42609012122526e+004,-1.21336379995303e+005
6.19441075076723e-001	8.42569162148250e+004,-1.21052821324566e+005
6.20869034230005e-001	8.42529641765327e+004,-1.20769897056991e+005
6.22300285169100e-001	8.42490450342666e+004,-1.20487605804602e+005
6.23734835482360e-001	8.42451587251021e+004,-1.20205946182511e+005
6.25172692775626e-001	8.42413051863181e+004,-1.19924916808914e+005
6.26613864672276e-001	8.42374843553882e+004,-1.19644516305079e+005
6.28058358813258e-001	8.42336961699750e+004,-1.19364743295347e+005
6.29506182857137e-001	8.42299405679488e+004,-1.19085596407127e+005
6.30957344480133e-001	8.42262174873667e+004,-1.18807074270887e+005
6.32411851376159e-001	8.42225268664845e+004,-1.18529175520155e+005
6.33869711256866e-001	8.42188686437502e+004,-1.18251898791510e+005
6.35330931851683e-001	8.42152427578147e+004,-1.17975242724584e+005
6.36795520907855e-001	8.42116491475189e+004,-1.17699205962043e+005
6.38263486190488e-001	8.42080877519006e+004,-1.17423787149598e+005
6.39734835482587e-001	8.42045585101909e+004,-1.17148984935994e+005
6.41209576585100e-001	8.42010613618139e+004,-1.16874797972999e+005
6.42687717316958e-001	8.41975962463910e+004,-1.16601224915414e+005
6.44169265515115e-001	8.41941631037420e+004,-1.16328264421054e+005
6.45654229034593e-001	8.41907618738745e+004,-1.16055915150750e+005
6.47142615748521e-001	8.41873924969907e+004,-1.15784175768347e+005
6.48634433548176e-001	8.41840549134911e+004,-1.15513044940689e+005
6.50129690343028e-001	8.41807490639602e+004,-1.15242521337629e+005
6.51628394060780e-001	8.41774748891801e+004,-1.14972603632013e+005
6.53130552647409e-001	8.41742323301300e+004,-1.14703290499681e+005
6.54636174067212e-001	8.41710213279765e+004,-1.14434580619457e+005
6.56145266302842e-001	8.41678418240732e+004,-1.14166472673150e+005
6.57657837355357e-001	8.41646937599771e+004,-1.13898965345550e+005
6.59173895244258e-001	8.41615770774222e+004,-1.13632057324415e+005
6.60693448007532e-001	8.41584917183416e+004,-1.13365747300478e+005
6.62216503701698e-001	8.41554376248586e+004,-1.13100033967434e+005
6.63743070401845e-001	8.41524147392761e+004,-1.12834916021941e+005
6.65273156201677e-001	8.41494230040995e+004,-1.12570392163607e+005
6.66806769213558e-001	8.41464623620140e+004,-1.12306461094996e+005
6.68343917568550e-001	8.41435327558913e+004,-1.12043121521619e+005
6.69884609416461e-001	8.41406341287961e+004,-1.11780372151926e+005
6.71428852925887e-001	8.41377664239732e+004,-1.11518211697307e+005
6.72976656284252e-001	8.41349295848639e+004,-1.11256638872086e+005
6.74528027697856e-001	8.41321235550824e+004,-1.10995652393511e+005
6.76082975391916e-001	8.41293482784337e+004,-1.10735250981761e+005
6.77641507610609e-001	8.41266036989074e+004,-1.10475433359929e+005
6.79203632617118e-001	8.41238897606749e+004,-1.10216198254029e+005
6.80769358693675e-001	8.41212064080887e+004,-1.09957544392980e+005
6.82338694141603e-001	8.41185535856901e+004,-1.09699470508612e+005
6.83911647281363e-001	8.41159312381891e+004,-1.09441975335650e+005
6.85488226452595e-001	8.41133393104906e+004,-1.09185057611728e+005
6.87068440014165e-001	8.41107777476678e+004,-1.08928716077365e+005
6.88652296344209e-001	8.41082464949827e+004,-1.08672949475970e+005
6.90239803840174e-001	8.41057454978677e+004,-1.08417756553837e+005
6.91830970918869e-001	8.41032747019320e+004,-1.08163136060142e+005
6.93425806016501e-001	8.41008340529719e+004,-1.07909086746932e+005
6.95024317588729e-001	8.40984234969439e+004,-1.07655607369128e+005
6.96626514110700e-001	8.40960429799880e+004,-1.07402696684519e+005
6.98232404077103e-001	8.40936924484198e+004,-1.07150353453752e+005
6.99841996002205e-001	8.40913718487278e+004,-1.06898576440337e+005
7.01455298419902e-001	8.40890811275619e+004,-1.06647364410635e+005
7.03072319883764e-001	8.40868202317586e+004,-1.06396716133854e+005
7.04693068967077e-001	8.40845891083143e+004,-1.06146630382053e+005
7.06317554262892e-001	8.40823877043960e+004,-1.05897105930124e+005
7.07945784384068e-001	8.40802159673426e+004,-1.05648141555801e+005
7.09577767963319e-001	8.40780738446557e+004,-1.05399736039651e+005
7.11213513653259e-001	8.40759612840059e+004,-1.05151888165060e+005
7.12853030126449e-001	8.40738782332281e+004,-1.04904596718246e+005
7.14496326075443e-001	8.40718246403221e+004,-1.04657860488240e+005
7.16143410212831e-001	8.40698004534432e+004,-1.04411678266888e+005
7.17794291271290e-001	8.40678056209251e+004,-1.04166048848853e+005
7.19448978003628e-001	8.40658400912445e+004,-1.03920971031593e+005
7.21107479182828e-001	8.40639038130469e+004,-1.03676443615376e+005
7.22769803602099e-001	8.40619967351384e+004,-1.03432465403265e+005
7.24435960074918e-001	8.40601188064770e+004,-1.03189035201112e+005
7.26105957435083e-001	8.40582699761745e+004,-1.02946151817563e+005
7.27779804536752e-001	8.40564501935054e+004,-1.02703814064043e+005
7.29457510254496e-001	8.40546594078964e+004,-1.02462020754767e+005
7.31139083483345e-001	8.40528975689184e+004,-1.02220770706706e+005
7.32824533138831e-001	8.40511646263041e+004,-1.01980062739621e+005
7.34513868157042e-001	8.40494605299320e+004,-1.01739895676035e+005
7.36207097494663e-001	8.40477852298278e+004,-1.01500268341231e+005
7.37904230129027e-001	8.40461386761656e+004,-1.01261179563251e+005
7.39605275058164e-001	8.40445208192653e+004,-1.01022628172891e+005
7.41310241300843e-001	8.40429316095959e+004,-1.00784613003700e+005
7.43019137896627e-001	8.40413709977601e+004,-1.00547132891968e+005
7.44731973905915e-001	8.40398389345172e+004,-1.00310186676729e+005
7.46448758409992e-001	8.40383353707509e+004,-1.00073773199754e+005
7.48169500511079e-001	8.40368602574960e+004,-9.98378913055444e+004
7.49894209332381e-001	8.40354135459195e+004,-9.96025398413314e+004
7.51622894018130e-001	8.40339951873331e+004,-9.93677176570764e+004
7.53355563733642e-001	8.40326051331684e+004,-9.91334236054493e+004
7.55092227665358e-001	8.40312433350073e+004,-9.88996565418392e+004
7.56832895020898e-001	8.40299097445539e+004,-9.86664153243555e+004
7.58577575029108e-001	8.40286043136430e+004,-9.84336988138038e+004
7.60326276940105e-001	8.40273269942413e+004,-9.82015058736967e+004
7.62079010025335e-001	8.40260777384494e+004,-9.79698353702467e+004
7.63835783577614e-001	8.40248564984792e+004,-9.77386861723534e+004
7.65596606911179e-001	8.40236632266830e+004,-9.75080571516171e+004
7.67361489361742e-001	8.40224978755229e+004,-9.72779471823171e+004
7.69130440286532e-001	8.40213603975917e+004,-9.70483551414181e+004
7.70903469064352e-001	8.40202507455962e+004,-9.68192799085526e+004
7.72680585095624e-001	8.40191688723645e+004,-9.65907203660401e+004
7.74461797802441e-001	8.40181147308490e+004,-9.63626753988562e+004
7.76247116628613e-001	8.40170882740995e+004,-9.61351438946483e+004
7.78036551039725e-001	8.40160894552950e+004,-9.59081247437200e+004
7.79830110523180e-001	8.40151182277168e+004,-9.56816168390343e+004
7.81627804588251e-001	8.40141745447623e+004,-9.54556190762031e+004
7.83429642766132e-001	8.40132583599322e+004,-9.52301303534826e+004
7.85235634609992e-001	8.40123696268389e+004,-9.50051495717798e+004
7.87045789695019e-001	8.40115082991989e+004,-9.47806756346356e+004
7.88860117618474e-001	8.40106743308269e+004,-9.45567074482217e+004
7.90678627999745e-001	8.40098676756470e+004,-9.43332439213490e+004
7.92501330480391e-001	8.40090882876754e+004,-9.41102839654452e+004
7.94328234724201e-001	8.40083361210303e+004,-9.38878264945636e+004
7.96159350417238e-001	8.40076111299302e+004,-9.36658704253798e+004
7.97994687267895e-001	8.40069132686756e+004,-9.34444146771703e+004
7.99834255006947e-001	8.40062424916730e+004,-9.32234581718313e+004
8.01678063387597e-001	8.40055987534133e+004,-9.30029998338571e+004
8.03526122185535e-001	8.40049820084748e+004,-9.27830385903464e+004
8.05378441198984e-001	8.40043922115267e+004,-9.25635733709900e+004
8.07235030248756e-001	8.40038293173221e+004,-9.23446031080742e+004
8.09095899178300e-001	8.40032932806936e+004,-9.21261267364625e+004
8.10961057853758e-001	8.40027840565654e+004,-9.19081431936209e+004
8.12830516164016e-001	8.40023015999313e+004,-9.16906514195735e+004
8.14704284020756e-001	8.40018458658598e+004,-9.14736503569285e+004
8.16582371358509e-001	8.40014168095109e+004,-9.12571389508642e+004
8.18464788134706e-001	8.40010143860996e+004,-9.10411161491224e+004
8.20351544329734e-001	8.40006385509296e+004,-9.08255809020063e+004
8.22242649946987e-001	8.40002892593605e+004,-9.06105321623751e+004
8.24138115012918e-001	8.39999664668279e+004,-9.03959688856464e+004
8.26037949577094e-001	8.39996701288284e+004,-9.01818900297780e+004
8.27942163712249e-001	8.39994002009272e+004,-8.99682945552761e+004
8.29850767514337e-001	8.39991566387457e+004,-8.97551814251864e+004
8.31763771102586e-001	8.39989393979650e+004,-8.95425496050895e+004
8.33681184619549e-001	8.39987484343333e+004,-8.93303980630953e+004
8.35603018231162e-001	8.39985837036425e+004,-8.91187257698430e+004
8.37529282126796e-001	8.39984451617463e+004,-8.89075316984946e+004
8.39459986519311e-001	8.39983327645450e+004,-8.86968148247263e+004
8.41395141645109e-001	8.39982464679901e+004,-8.84865741267287e+004
8.43334757764189e-001	8.39981862280759e+004,-8.82768085852021e+004
8.45278845160203e-001	8.39981520008470e+004,-8.80675171833524e+004
8.47227414140509e-001	8.39981437423939e+004,-8.78586989068850e+004
8.49180475036226e-001	8.39981614088389e+004,-8.76503527440017e+004
8.51138038202289e-001	8.39982049563479e+004,-8.74424776853943e+004
8.53100114017501e-001	8.39982743411238e+004,-8.72350727242425e+004
8.55066712884595e-001	8.39983695194001e+004,-8.70281368562120e+004
8.57037845230281e-001	8.39984904474432e+004,-8.68216690794378e+004
8.59013521505307e-001	8.39986370815578e+004,-8.66156683945397e+004
8.60993752184512e-001	8.39988093780643e+004,-8.64101338046004e+004
8.62978547766881e-001	8.39990072933116e+004,-8.62050643151681e+004
8.64967918775604e-001	8.39992307836808e+004,-8.60004589342513e+004
8.66961875758127e-001	8.39994798055554e+004,-8.57963166723164e+004
8.68960429286212e-001	8.39997543153576e+004,-8.55926365422809e+004
8.70963589955990e-001	8.40000542695082e+004,-8.53894175595073e+004
8.72971368388021e-001	8.40003796244579e+004,-8.51866587418041e+004
8.74983775227345e-001	8.40007303366623e+004,-8.49843591094159e+004
8.77000821143544e-001	8.40011063625803e+004,-8.47825176850196e+004
8.79022516830793e-001	8.40015076586862e+004,-8.45811334937247e+004
8.81048873007923e-001	8.40019341814557e+004,-8.43802055630601e+004
8.83079900418471e-001	8.40023858873690e+004,-8.41797329229835e+004
8.85115609830743e-001	8.40028627329065e+004,-8.39797146058585e+004
8.87156012037869e-001	8.40033646745426e+004,-8.37801496464632e+004
8.89201117857856e-001	8.40038916687474e+004,-8.35810370819886e+004
8.91250938133653e-001	8.40044436719901e+004,-8.33823759520158e+004
8.93305483733202e-001	8.40050206407247e+004,-8.31841652985320e+004
8.95364765549501e-001	8.40056225313948e+004,-8.29864041659163e+004
8.97428794500655e-001	8.40062493004293e+004,-8.27890916009296e+004
8.99497581529941e-001	8.40069009042436e+004,-8.25922266527268e+004
9.01571137605863e-001	8.40075772992301e+004,-8.23958083728338e+004
9.03649473722207e-001	8.40082784417593e+004,-8.21998358151514e+004
9.05732600898106e-001	8.40090042881850e+004,-8.20043080359541e+004
9.07820530178091e-001	8.40097547948261e+004,-8.18092240938793e+004
9.09913272632156e-001	8.40105299179757e+004,-8.16145830499248e+004
9.12010839355814e-001	8.40113296139013e+004,-8.14203839674468e+004
9.14113241470155e-001	8.40121538388270e+004,-8.12266259121481e+004
9.16220490121904e-001	8.40130025489443e+004,-8.10333079520795e+004
9.18332596483485e-001	8.40138757004124e+004,-8.08404291576382e+004
9.20449571753075e-001	8.40147732493371e+004,-8.06479886015516e+004
9.22571427154667e-001	8.40156951517920e+004,-8.04559853588855e+004
9.24698173938126e-001	8.40166413637951e+004,-8.02644185070278e+004
9.26829823379252e-001	8.40176118413242e+004,-8.00732871256939e+004
9.28966386779839e-001	8.40186065403031e+004,-7.98825902969174e+004
9.31107875467733e-001	8.40196254165966e+004,-7.96923271050424e+004
9.33254300796893e-001	8.40206684260181e+004,-7.95024966367238e+004
9.35405674147454e-001	8.40217355243215e+004,-7.93130979809190e+004
9.37562006925782e-001	8.40228266672009e+004,-7.91241302288873e+004
9.39723310564539e-001	8.40239418102812e+004,-7.89355924741786e+004
9.41889596522742e-001	8.40250809091285e+004,-7.87474838126349e+004
9.44060876285824e-001	8.40262439192300e+004,-7.85598033423831e+004
9.46237161365693e-001	8.40274307960094e+004,-7.83725501638288e+004
9.48418463300797e-001	8.40286414948133e+004,-7.81857233796538e+004
9.50604793656181e-001	8.40298759709093e+004,-7.79993220948084e+004
9.52796164023551e-001	8.40311341794885e+004,-7.78133454165098e+004
9.54992586021335e-001	8.40324160756614e+004,-7.76277924542362e+004
9.57194071294743e-001	8.40337216144432e+004,-7.74426623197169e+004
9.59400631515832e-001	8.40350507507794e+004,-7.72579541269380e+004
9.61612278383563e-001	8.40364034395115e+004,-7.70736669921272e+004
9.63829023623869e-001	8.40377796353924e+004,-7.68898000337543e+004
9.66050878989711e-001	8.40391792930776e+004,-7.67063523725245e+004
9.68277856261147e-001	8.40406023671355e+004,-7.65233231313737e+004
9.70509967245387e-001	8.40420488120221e+004,-7.63407114354650e+004
9.72747223776862e-001	8.40435185820890e+004,-7.61585164121755e+004
9.74989637717284e-001	8.40450116315940e+004,-7.59767371911112e+004
9.77237220955707e-001	8.40465279146791e+004,-7.57953729040781e+004
9.79489985408595e-001	8.40480673853731e+004,-7.56144226850913e+004
9.81747943019880e-001	8.40496299975952e+004,-7.54338856703634e+004
9.84011105761029e-001	8.40512157051494e+004,-7.52537609983094e+004
9.86279485631106e-001	8.40528244617148e+004,-7.50740478095294e+004
9.88553094656834e-001	8.40544562208572e+004,-7.48947452468114e+004
9.90831944892662e-001	8.40561109360080e+004,-7.47158524551190e+004
9.93116048420828e-001	8.40577885604815e+004,-7.45373685816008e+004
9.95405417351421e-001	8.40594890474562e+004,-7.43592927755641e+004
9.97700063822447e-001	8.40612123499772e+004,-7.41816241884866e+004
9.99999999999893e-001	8.40629584209597e+004,-7.40043619740056e+004
1.00230523807779e+000	8.40647272131785e+004,-7.38275052879119e+004
1.00461579027829e+000	8.40665186792739e+004,-7.36510532881479e+004
1.00693166885170e+000	8.40683327717270e+004,-7.34750051347951e+004
1.00925288607658e+000	8.40701694428923e+004,-7.32993599900763e+004
1.01157945425979e+000	8.40720286449641e+004,-7.31241170183488e+004
1.01391138573657e+000	8.40739103299880e+004,-7.29492753860991e+004
1.01624869287059e+000	8.40758144498586e+004,-7.27748342619303e+004
1.01859138805401e+000	8.40777409563126e+004,-7.26007928165711e+004
1.02093948370757e+000	8.40796898009240e+004,-7.24271502228557e+004
1.02329299228064e+000	8.40816609351173e+004,-7.22539056557314e+004
1.02565192625130e+000	8.40836543101351e+004,-7.20810582922418e+004
1.02801629812636e+000	8.40856698770641e+004,-7.19086073115278e+004
1.03038612044151e+000	8.40877075868189e+004,-7.17365518948233e+004
1.03276140576129e+000	8.40897673901415e+004,-7.15648912254434e+004
1.03514216667923e+000	8.40918492375980e+004,-7.13936244887891e+004
1.03752841581790e+000	8.40939530795789e+004,-7.12227508723303e+004
1.03992016582895e+000	8.40960788662886e+004,-7.10522695656079e+004
1.04231742939319e+000	8.40982265477546e+004,-7.08821797602254e+004
1.04472021922069e+000	8.41003960738193e+004,-7.07124806498478e+004
1.04712854805079e+000	8.41025873941332e+004,-7.05431714301852e+004
1.04954242865221e+000	8.41048004581517e+004,-7.03742512990031e+004
1.05196187382311e+000	8.41070352151425e+004,-7.02057194561025e+004
1.05438689639114e+000	8.41092916141738e+004,-7.00375751033202e+004
1.05681750921354e+000	8.41115696041222e+004,-6.98698174445289e+004
1.05925372517717e+000	8.41138691336534e+004,-6.97024456856170e+004
1.06169555719861e+000	8.41161901512286e+004,-6.95354590344980e+004
1.06414301822420e+000	8.41185326051044e+004,-6.93688567010979e+004
1.06659612123014e+000	8.41208964433371e+004,-6.92026378973473e+004
1.06905487922254e+000	8.41232816137548e+004,-6.90368018371826e+004
1.07151930523749e+000	8.41256880639818e+004,-6.88713477365324e+004
1.07398941234113e+000	8.41281157414194e+004,-6.87062748133199e+004
1.07646521362972e+000	8.41305645932509e+004,-6.85415822874477e+004
1.07894672222971e+000	8.41330345664372e+004,-6.83772693808020e+004
1.08143395129782e+000	8.41355256077115e+004,-6.82133353172384e+004
1.08392691402109e+000	8.41380376635842e+004,-6.80497793225821e+004
1.08642562361695e+000	8.41405706803322e+004,-6.78866006246204e+004
1.08893009333332e+000	8.41431246039963e+004,-6.77237984530930e+004
1.09144033644864e+000	8.41456993803849e+004,-6.75613720396920e+004
1.09395636627197e+000	8.41482949550715e+004,-6.73993206180530e+004
1.09647819614307e+000	8.41509112733840e+004,-6.72376434237502e+004
1.09900583943240e+000	8.41535482804035e+004,-6.70763396942822e+004
1.10153930954130e+000	8.41562059209775e+004,-6.69154086690874e+004
1.10407861990195e+000	8.41588841396927e+004,-6.67548495895125e+004
1.10662378397755e+000	8.41615828808907e+004,-6.65946616988239e+004
1.10917481526228e+000	8.41643020886602e+004,-6.64348442421943e+004
1.11173172728147e+000	8.41670417068339e+004,-6.62753964666979e+004
1.11429453359161e+000	8.41698016789857e+004,-6.61163176213089e+004
1.11686324778044e+000	8.41725819484258e+004,-6.59576069568863e+004
1.11943788346703e+000	8.41753824582053e+004,-6.57992637261740e+004
1.12201845430184e+000	8.41782031511033e+004,-6.56412871837937e+004
1.12460497396680e+000	8.41810439696411e+004,-6.54836765862404e+004
1.12719745617539e+000	8.41839048560622e+004,-6.53264311918779e+004
1.12979591467267e+000	8.41867857523361e+004,-6.51695502609194e+004
1.13240036323543e+000	8.41896866001642e+004,-6.50130330554399e+004
1.13501081567219e+000	8.41926073409594e+004,-6.48568788393564e+004
1.13762728582331e+000	8.41955479158598e+004,-6.47010868784279e+004
1.14024978756104e+000	8.41985082657255e+004,-6.45456564402491e+004
1.14287833478965e+000	8.42014883311246e+004,-6.43905867942413e+004
1.14551294144541e+000	8.42044880523378e+004,-6.42358772116479e+004
1.14815362149676e+000	8.42075073693647e+004,-6.40815269655298e+004
1.15080038894431e+000	8.42105462219065e+004,-6.39275353307540e+004
1.15345325782097e+000	8.42136045493658e+004,-6.37739015839927e+004
1.15611224219197e+000	8.42166822908529e+004,-6.36206250037099e+004
1.15877735615500e+000	8.42197793851855e+004,-6.34677048701683e+004
1.16144861384022e+000	8.42228957708739e+004,-6.33151404654059e+004
1.16412602941036e+000	8.42260313861240e+004,-6.31629310732416e+004
1.16680961706083e+000	8.42291861688380e+004,-6.30110759792636e+004
1.16949939101974e+000	8.42323600566114e+004,-6.28595744708281e+004
1.17219536554800e+000	8.42355529867281e+004,-6.27084258370436e+004
1.17489755493940e+000	8.42387648961630e+004,-6.25576293687736e+004
1.17760597352068e+000	8.42419957215656e+004,-6.24071843586242e+004
1.18032063565160e+000	8.42452453992908e+004,-6.22570901009404e+004
1.18304155572503e+000	8.42485138653547e+004,-6.21073458918040e+004
1.18576874816703e+000	8.42518010554594e+004,-6.19579510290103e+004
1.18850222743689e+000	8.42551069049850e+004,-6.18089048120838e+004
1.19124200802724e+000	8.42584313489915e+004,-6.16602065422550e+004
1.19398810446414e+000	8.42617743222014e+004,-6.15118555224578e+004
1.19674053130711e+000	8.42651357590195e+004,-6.13638510573342e+004
1.19949930314925e+000	8.42685155935108e+004,-6.12161924532065e+004
1.20226443461728e+000	8.42719137594124e+004,-6.10688790180862e+004
1.20503594037166e+000	8.42753301901266e+004,-6.09219100616678e+004
1.20781383510665e+000	8.42787648187156e+004,-6.07752848953082e+004
1.21059813355035e+000	8.42822175779092e+004,-6.06290028320378e+004
1.21338885046484e+000	8.42856884000921e+004,-6.04830631865394e+004
1.21618600064623e+000	8.42891772173038e+004,-6.03374652751473e+004
1.21898959892473e+000	8.42926839612435e+004,-6.01922084158426e+004
1.22179966016474e+000	8.42962085632704e+004,-6.00472919282430e+004
1.22461619926491e+000	8.42997509543814e+004,-5.99027151335962e+004
1.22743923115827e+000	8.43033110652326e+004,-5.97584773547700e+004
1.23026877081225e+000	8.43068888261355e+004,-5.96145779162575e+004
1.23310483322877e+000	8.43104841670309e+004,-5.94710161441543e+004
1.23594743344437e+000	8.43140970175222e+004,-5.93277913661596e+004
1.23879658653023e+000	8.43177273068411e+004,-5.91849029115710e+004
1.24165230759227e+000	8.43213749638748e+004,-5.90423501112749e+004
1.24451461177125e+000	8.43250399171424e+004,-5.89001322977388e+004
1.24738351424280e+000	8.43287220948047e+004,-5.87582488050035e+004
1.25025903021758e+000	8.43324214246554e+004,-5.86166989686805e+004
1.25314117494128e+000	8.43361378341281e+004,-5.84754821259386e+004
1.25602996369474e+000	8.43398712502932e+004,-5.83345976155036e+004
1.25892541179403e+000	8.43436215998386e+004,-5.81940447776443e+004
1.26182753459053e+000	8.43473888091033e+004,-5.80538229541761e+004
1.26473634747101e+000	8.43511728040461e+004,-5.79139314884385e+004
1.26765186585770e+000	8.43549735102511e+004,-5.77743697253018e+004
1.27057410520840e+000	8.43587908529280e+004,-5.76351370111484e+004
1.27350308101652e+000	8.43626247569221e+004,-5.74962326938800e+004
1.27643880881120e+000	8.43664751466955e+004,-5.73576561228937e+004
1.27938130415738e+000	8.43703419463285e+004,-5.72194066490878e+004
1.28233058265588e+000	8.43742250795374e+004,-5.70814836248500e+004
1.28528665994347e+000	8.43781244696414e+004,-5.69438864040457e+004
1.28824955169299e+000	8.43820400395951e+004,-5.68066143420213e+004
1.29121927361339e+000	8.43859717119523e+004,-5.66696667955851e+004
1.29419584144984e+000	8.43899194089036e+004,-5.65330431230090e+004
1.29717927098381e+000	8.43938830522437e+004,-5.63967426840151e+004
1.30016957803315e+000	8.43978625633809e+004,-5.62607648397737e+004
1.30316677845215e+000	8.44018578633424e+004,-5.61251089528914e+004
1.30617088813170e+000	8.44058688727638e+004,-5.59897743874072e+004
1.30918192299926e+000	8.44098955118953e+004,-5.58547605087817e+004
1.31219989901906e+000	8.44139377005923e+004,-5.57200666838907e+004
1.31522483219209e+000	8.44179953583319e+004,-5.55856922810226e+004
1.31825673855626e+000	8.44220684041867e+004,-5.54516366698652e+004
1.32129563418643e+000	8.44261567568407e+004,-5.53178992214969e+004
1.32434153519452e+000	8.44302603345899e+004,-5.51844793083880e+004
1.32739445772959e+000	8.44343790553317e+004,-5.50513763043828e+004
1.33045441797794e+000	8.44385128365726e+004,-5.49185895847026e+004
1.33352143216317e+000	8.44426615954219e+004,-5.47861185259265e+004
1.33659551654629e+000	8.44468252485945e+004,-5.46539625059955e+004
1.33967668742578e+000	8.44510037124058e+004,-5.45221209041934e+004
1.34276496113771e+000	8.44551969027810e+004,-5.43905931011518e+004
1.34586035405580e+000	8.44594047352414e+004,-5.42593784788351e+004
1.34896288259150e+000	8.44636271249134e+004,-5.41284764205313e+004
1.35207256319413e+000	8.44678639865207e+004,-5.39978863108478e+004
1.35518941235088e+000	8.44721152343935e+004,-5.38676075357053e+004
1.35831344658700e+000	8.44763807824654e+004,-5.37376394823277e+004
1.36144468246580e+000	8.44806605442598e+004,-5.36079815392340e+004
1.36458313658877e+000	8.44849544329086e+004,-5.34786330962321e+004
1.36772882559570e+000	8.44892623611404e+004,-5.33495935444134e+004
1.37088176616470e+000	8.44935842412835e+004,-5.32208622761392e+004
1.37404197501236e+000	8.44979199852688e+004,-5.30924386850375e+004
1.37720946889379e+000	8.45022695046236e+004,-5.29643221659966e+004
1.38038426460273e+000	8.45066327104712e+004,-5.28365121151527e+004
1.38356637897162e+000	8.45110095135397e+004,-5.27090079298863e+004
1.38675582887173e+000	8.45153998241532e+004,-5.25818090088132e+004
1.38995263121320e+000	8.45198035522349e+004,-5.24549147517758e+004
1.39315680294515e+000	8.45242206073086e+004,-5.23283245598387e+004
1.39636836105578e+000	8.45286508984955e+004,-5.22020378352743e+004
1.39958732257246e+000	8.45330943345176e+004,-5.20760539815675e+004
1.40281370456180e+000	8.45375508236965e+004,-5.19503724033912e+004
1.40604752412975e+000	8.45420202739486e+004,-5.18249925066135e+004
1.40928879842171e+000	8.45465025928009e+004,-5.16999136982826e+004
1.41253754462259e+000	8.45509976873655e+004,-5.15751353866177e+004
1.41579377995692e+000	8.45555054643720e+004,-5.14506569810093e+004
1.41905752168893e+000	8.45600258301374e+004,-5.13264778920038e+004
1.42232878712266e+000	8.45645586905886e+004,-5.12025975312982e+004
1.42560759360203e+000	8.45691039512543e+004,-5.10790153117342e+004
1.42889395851094e+000	8.45736615172540e+004,-5.09557306472846e+004
1.43218789927338e+000	8.45782312933297e+004,-5.08327429530565e+004
1.43548943335349e+000	8.45828131838108e+004,-5.07100516452716e+004
1.43879857825568e+000	8.45874070926399e+004,-5.05876561412678e+004
1.44211535152470e+000	8.45920129233578e+004,-5.04655558594833e+004
1.44543977074576e+000	8.45966305791237e+004,-5.03437502194569e+004
1.44877185354460e+000	8.46012599626866e+004,-5.02222386418149e+004
1.45211161758758e+000	8.46059009764183e+004,-5.01010205482671e+004
1.45545908058180e+000	8.46105535222863e+004,-4.99800953615916e+004
