Freq.	V(vout)*exp(i*Pi)
1.89234361864474e+001	2.04295817426157e+002,5.76858015552342e+001
1.89670592121091e+001	2.04391300089061e+002,5.75840022769654e+001
1.90107827992307e+001	2.04486506145576e+002,5.74821620336567e+001
1.90546071796301e+001	2.04581435720692e+002,5.73802818097104e+001
1.90985325856600e+001	2.04676088945187e+002,5.72783625869409e+001
1.91425592502085e+001	2.04770465955792e+002,5.71764053437551e+001
1.91866874067005e+001	2.04864566895228e+002,5.70744110557708e+001
1.92309172890992e+001	2.04958391909238e+002,5.69723806932573e+001
1.92752491319070e+001	2.05051941152313e+002,5.68703152255366e+001
1.93196831701669e+001	2.05145214783561e+002,5.67682156183509e+001
1.93642196394637e+001	2.05238212965999e+002,5.66660828321570e+001
1.94088587759254e+001	2.05330935868816e+002,5.65639178252928e+001
1.94536008162242e+001	2.05423383666519e+002,5.64617215527648e+001
1.94984459975780e+001	2.05515556539286e+002,5.63594949650012e+001
1.95433945577515e+001	2.05607454672223e+002,5.62572390101835e+001
1.95884467350575e+001	2.05699078255658e+002,5.61549546326700e+001
1.96336027683580e+001	2.05790427484273e+002,5.60526427720986e+001
1.96788628970660e+001	2.05881502560064e+002,5.59503043665922e+001
1.97242273611461e+001	2.05972303688035e+002,5.58479403488137e+001
1.97696964011162e+001	2.06062831078496e+002,5.57455516486585e+001
1.98152702580485e+001	2.06153084946085e+002,5.56431391917303e+001
1.98609491735713e+001	2.06243065514009e+002,5.55407039016552e+001
1.99067333898694e+001	2.06332773005630e+002,5.54382466957805e+001
1.99526231496863e+001	2.06422207652823e+002,5.53357684902856e+001
1.99986186963250e+001	2.06511369688851e+002,5.52332701953375e+001
2.00447202736491e+001	2.06600259355565e+002,5.51307527198394e+001
2.00909281260848e+001	2.06688876897296e+002,5.50282169669956e+001
2.01372424986214e+001	2.06777222562149e+002,5.49256638367113e+001
2.01836636368131e+001	2.06865296605637e+002,5.48230942255909e+001
2.02301917867802e+001	2.06953099286031e+002,5.47205090258409e+001
2.02768271952103e+001	2.07040630866581e+002,5.46179091257640e+001
2.03235701093597e+001	2.07127891614706e+002,5.45152954108556e+001
2.03704207770547e+001	2.07214881803260e+002,5.44126687617316e+001
2.04173794466928e+001	2.07301601708637e+002,5.43100300550456e+001
2.04644463672442e+001	2.07388051612255e+002,5.42073801642848e+001
2.05116217882531e+001	2.07474231799648e+002,5.41047199587500e+001
2.05589059598389e+001	2.07560142560343e+002,5.40020503034910e+001
2.06062991326974e+001	2.07645784189026e+002,5.38993720602088e+001
2.06538015581027e+001	2.07731156984161e+002,5.37966860862540e+001
2.07014134879078e+001	2.07816261246904e+002,5.36939932340903e+001
2.07491351745465e+001	2.07901097285555e+002,5.35912943545416e+001
2.07969668710344e+001	2.07985665411282e+002,5.34885902925647e+001
2.08449088309703e+001	2.08069965938652e+002,5.33858818896930e+001
2.08929613085378e+001	2.08153999186258e+002,5.32831699832825e+001
2.09411245585063e+001	2.08237765477750e+002,5.31804554067953e+001
2.09893988362326e+001	2.08321265139460e+002,5.30777389893855e+001
2.10377843976621e+001	2.08404498503481e+002,5.29750215569501e+001
2.10862814993303e+001	2.08487465904590e+002,5.28723039305607e+001
2.11348903983638e+001	2.08570167680558e+002,5.27695869269183e+001
2.11836113524824e+001	2.08652604174317e+002,5.26668713598331e+001
2.12324446199995e+001	2.08734775732932e+002,5.25641580377575e+001
2.12813904598245e+001	2.08816682705759e+002,5.24614477660082e+001
2.13304491314631e+001	2.08898325446914e+002,5.23587413456597e+001
2.13796208950196e+001	2.08979704313492e+002,5.22560395728019e+001
2.14289060111979e+001	2.09060819667117e+002,5.21533432403639e+001
2.14783047413026e+001	2.09141671871801e+002,5.20506531366629e+001
2.15278173472410e+001	2.09222261295793e+002,5.19479700456978e+001
2.15774440915240e+001	2.09302588310690e+002,5.18452947481303e+001
2.16271852372675e+001	2.09382653292384e+002,5.17426280197034e+001
2.16770410481942e+001	2.09462456619343e+002,5.16399706323408e+001
2.17270117886347e+001	2.09541998672697e+002,5.15373233534237e+001
2.17770977235288e+001	2.09621279838872e+002,5.14346869469767e+001
2.18272991184273e+001	2.09700300504575e+002,5.13320621710865e+001
2.18776162394928e+001	2.09779061064252e+002,5.12294497820828e+001
2.19280493535017e+001	2.09857561911799e+002,5.11268505303603e+001
2.19785987278455e+001	2.09935803445297e+002,5.10242651624627e+001
2.20292646305318e+001	2.10013786067114e+002,5.09216944211343e+001
2.20800473301862e+001	2.10091510180846e+002,5.08191390443576e+001
2.21309470960536e+001	2.10168976194354e+002,5.07165997660850e+001
2.21819641979994e+001	2.10246184518891e+002,5.06140773162050e+001
2.22330989065112e+001	2.10323135568602e+002,5.05115724206806e+001
2.22843514927002e+001	2.10399829759556e+002,5.04090858003669e+001
2.23357222283025e+001	2.10476267511752e+002,5.03066181728431e+001
2.23872113856806e+001	2.10552449247933e+002,5.02041702505030e+001
2.24388192378248e+001	2.10628375393695e+002,5.01017427424781e+001
2.24905460583550e+001	2.10704046377044e+002,4.99993363527059e+001
2.25423921215214e+001	2.10779462629318e+002,4.98969517817473e+001
2.25943577022069e+001	2.10854624584261e+002,4.97945897252450e+001
2.26464430759277e+001	2.10929532678445e+002,4.96922508750064e+001
2.26986485188353e+001	2.11004187351910e+002,4.95899359184585e+001
2.27509743077178e+001	2.11078589046400e+002,4.94876455389317e+001
2.28034207200013e+001	2.11152738205259e+002,4.93853804147843e+001
2.28559880337514e+001	2.11226635276785e+002,4.92831412210953e+001
2.29086765276748e+001	2.11300280710815e+002,4.91809286282106e+001
2.29614864811207e+001	2.11373674959787e+002,4.90787433024987e+001
2.30144181740822e+001	2.11446818477708e+002,4.89765859056469e+001
2.30674718871978e+001	2.11519711722551e+002,4.88744570953015e+001
2.31206479017530e+001	2.11592355153230e+002,4.87723575248923e+001
2.31739464996818e+001	2.11664749231026e+002,4.86702878429915e+001
2.32273679635681e+001	2.11736894422148e+002,4.85682486955624e+001
2.32809125766471e+001	2.11808791192575e+002,4.84662407228004e+001
2.33345806228070e+001	2.11880440010888e+002,4.83642645609091e+001
2.33883723865906e+001	2.11951841348529e+002,4.82623208425882e+001
2.34422881531962e+001	2.12022995678393e+002,4.81604101946563e+001
2.34963282084801e+001	2.12093903477063e+002,4.80585332418802e+001
2.35504928389571e+001	2.12164565220923e+002,4.79566906029087e+001
2.36047823318028e+001	2.12234981391049e+002,4.78548828935287e+001
2.36591969748546e+001	2.12305152468333e+002,4.77531107241636e+001
2.37137370566135e+001	2.12375078937673e+002,4.76513747019773e+001
2.37684028662457e+001	2.12444761284375e+002,4.75496754290746e+001
2.38231946935839e+001	2.12514199996601e+002,4.74480135037029e+001
2.38781128291287e+001	2.12583395565446e+002,4.73463895207762e+001
2.39331575640508e+001	2.12652348479939e+002,4.72448040684266e+001
2.39883291901918e+001	2.12721059236611e+002,4.71432577334811e+001
2.40436280000663e+001	2.12789528330237e+002,4.70417510973076e+001
2.40990542868629e+001	2.12857756258061e+002,4.69402847366536e+001
2.41546083444463e+001	2.12925743518372e+002,4.68388592241938e+001
2.42102904673587e+001	2.12993490613582e+002,4.67374751294087e+001
2.42661009508210e+001	2.13060998046402e+002,4.66361330167320e+001
2.43220400907350e+001	2.13128266319950e+002,4.65348334458490e+001
2.43781081836844e+001	2.13195295942070e+002,4.64335769736685e+001
2.44343055269366e+001	2.13262087418780e+002,4.63323641517730e+001
2.44906324184443e+001	2.13328641260428e+002,4.62311955282680e+001
2.45470891568471e+001	2.13394957978410e+002,4.61300716469717e+001
2.46036760414731e+001	2.13461038084507e+002,4.60289930469210e+001
2.46603933723402e+001	2.13526882092515e+002,4.59279602636473e+001
2.47172414501581e+001	2.13592490518106e+002,4.58269738281261e+001
2.47742205763297e+001	2.13657863879581e+002,4.57260342678977e+001
2.48313310529525e+001	2.13723002694186e+002,4.56251421057426e+001
2.48885731828207e+001	2.13787907481865e+002,4.55242978601912e+001
2.49459472694263e+001	2.13852578763610e+002,4.54235020457206e+001
2.50034536169611e+001	2.13917017063343e+002,4.53227551736677e+001
2.50610925303179e+001	2.13981222902862e+002,4.52220577492761e+001
2.51188643150926e+001	2.14045196809719e+002,4.51214102758492e+001
2.51767692775853e+001	2.14108939308310e+002,4.50208132508729e+001
2.52348077248025e+001	2.14172450927940e+002,4.49202671693534e+001
2.52929799644582e+001	2.14235732196923e+002,4.48197725206546e+001
2.53512863049758e+001	2.14298783644785e+002,4.47193297907197e+001
2.54097270554898e+001	2.14361605803818e+002,4.46189394615380e+001
2.54683025258471e+001	2.14424199206950e+002,4.45186020113702e+001
2.55270130266092e+001	2.14486564386364e+002,4.44183179135565e+001
2.55858588690531e+001	2.14548701877428e+002,4.43180876379301e+001
2.56448403651739e+001	2.14610612214190e+002,4.42179116499640e+001
2.57039578276853e+001	2.14672295935751e+002,4.41177904117633e+001
2.57632115700224e+001	2.14733753578784e+002,4.40177243807768e+001
2.58226019063426e+001	2.14794985682598e+002,4.39177140112104e+001
2.58821291515276e+001	2.14855992785665e+002,4.38177597517082e+001
2.59417936211848e+001	2.14916775428417e+002,4.37178620483933e+001
2.60015956316493e+001	2.14977334154844e+002,4.36180213438116e+001
2.60615354999856e+001	2.15037669504805e+002,4.35182380746666e+001
2.61216135439887e+001	2.15097782021094e+002,4.34185126743151e+001
2.61818300821865e+001	2.15157672249578e+002,4.33188455737608e+001
2.62421854338410e+001	2.15217340733988e+002,4.32192371980805e+001
2.63026799189504e+001	2.15276788020289e+002,4.31196879696032e+001
2.63633138582504e+001	2.15336014654380e+002,4.30201983061028e+001
2.64240875732160e+001	2.15395021184686e+002,4.29207686222340e+001
2.64850013860636e+001	2.15453808157180e+002,4.28213993270079e+001
2.65460556197519e+001	2.15512376121028e+002,4.27220908276407e+001
2.66072505979846e+001	2.15570725626037e+002,4.26228435264285e+001
2.66685866452113e+001	2.15628857220947e+002,4.25236578218466e+001
2.67300640866296e+001	2.15686771456668e+002,4.24245341083973e+001
2.67916832481868e+001	2.15744468883501e+002,4.23254727767724e+001
2.68534444565816e+001	2.15801950053471e+002,4.22264742144654e+001
2.69153480392656e+001	2.15859215519168e+002,4.21275388043283e+001
2.69773943244457e+001	2.15916265832214e+002,4.20286669256388e+001
2.70395836410849e+001	2.15973101545984e+002,4.19298589542325e+001
2.71019163189049e+001	2.16029723214232e+002,4.18311152615014e+001
2.71643926883873e+001	2.16086131390658e+002,4.17324362153619e+001
2.72270130807756e+001	2.16142326629990e+002,4.16338221802727e+001
2.72897778280768e+001	2.16198309486540e+002,4.15352735161121e+001
2.73526872630635e+001	2.16254080516173e+002,4.14367905802350e+001
2.74157417192752e+001	2.16309640273955e+002,4.13383737247237e+001
2.74789415310204e+001	2.16364989316525e+002,4.12400232997666e+001
2.75422870333781e+001	2.16420128199823e+002,4.11417396499645e+001
2.76057785621998e+001	2.16475057479109e+002,4.10435231171326e+001
2.76694164541115e+001	2.16529777713352e+002,4.09453740397561e+001
2.77332010465148e+001	2.16584289458585e+002,4.08472927518471e+001
2.77971326775892e+001	2.16638593272713e+002,4.07492795843446e+001
2.78612116862940e+001	2.16692689712563e+002,4.06513348639451e+001
2.79254384123697e+001	2.16746579335678e+002,4.05534589139805e+001
2.79898131963400e+001	2.16800262701185e+002,4.04556520547444e+001
2.80543363795135e+001	2.16853740366567e+002,4.03579146017622e+001
2.81190083039857e+001	2.16907012889485e+002,4.02602468676368e+001
2.81838293126408e+001	2.16960080829714e+002,4.01626491617847e+001
2.82487997491534e+001	2.17012944744779e+002,4.00651217887101e+001
2.83139199579901e+001	2.17065605193909e+002,3.99676650507756e+001
2.83791902844118e+001	2.17118062735470e+002,3.98702792460638e+001
2.84446110744754e+001	2.17170317927638e+002,3.97729646689164e+001
2.85101826750353e+001	2.17222371329415e+002,3.96757216105185e+001
2.85759054337457e+001	2.17274223500498e+002,3.95785503586604e+001
2.86417796990620e+001	2.17325874998671e+002,3.94814511969474e+001
2.87078058202431e+001	2.17377326381916e+002,3.93844244060323e+001
2.87739841473529e+001	2.17428578211231e+002,3.92874702635726e+001
2.88403150312623e+001	2.17479631044011e+002,3.91905890425089e+001
2.89067988236509e+001	2.17530485437563e+002,3.90937810126950e+001
2.89734358770094e+001	2.17581141952108e+002,3.89970464413783e+001
2.90402265446407e+001	2.17631601145637e+002,3.89003855918170e+001
2.91071711806622e+001	2.17681863576003e+002,3.88037987232809e+001
2.91742701400078e+001	2.17731929801731e+002,3.87072860924600e+001
2.92415237784295e+001	2.17781800379554e+002,3.86108479522702e+001
2.93089324524993e+001	2.17831475869123e+002,3.85144845525492e+001
2.93764965196114e+001	2.17880956825819e+002,3.84181961387433e+001
2.94442163379837e+001	2.17930243809362e+002,3.83219829549385e+001
2.95120922666599e+001	2.17979337375261e+002,3.82258452395945e+001
2.95801246655115e+001	2.18028238080083e+002,3.81297832291994e+001
2.96483138952395e+001	2.18076946481798e+002,3.80337971568268e+001
2.97166603173763e+001	2.18125463135931e+002,3.79378872516918e+001
2.97851642942879e+001	2.18173788598315e+002,3.78420537399175e+001
2.98538261891756e+001	2.18221923425428e+002,3.77462968450134e+001
2.99226463660779e+001	2.18269868172318e+002,3.76506167863927e+001
2.99916251898725e+001	2.18317623394177e+002,3.75550137806431e+001
3.00607630262783e+001	2.18365189645424e+002,3.74594880403351e+001
3.01300602418572e+001	2.18412567480893e+002,3.73640397763187e+001
3.01995172040161e+001	2.18459757454038e+002,3.72686691944631e+001
3.02691342810090e+001	2.18506760119724e+002,3.71733764991806e+001
3.03389118419387e+001	2.18553576029228e+002,3.70781618901194e+001
3.04088502567587e+001	2.18600205737446e+002,3.69830255649720e+001
3.04789498962758e+001	2.18646649794561e+002,3.68879677173211e+001
3.05492111321511e+001	2.18692908754226e+002,3.67929885382441e+001
3.06196343369027e+001	2.18738983167317e+002,3.66980882156367e+001
3.06902198839075e+001	2.18784873585220e+002,3.66032669337931e+001
3.07609681474030e+001	2.18830580556940e+002,3.65085248743450e+001
3.08318795024894e+001	2.18876104634041e+002,3.64138622154839e+001
3.09029543251318e+001	2.18921446365549e+002,3.63192791329866e+001
3.09741929921617e+001	2.18966606299208e+002,3.62247757985285e+001
3.10455958812794e+001	2.19011584986418e+002,3.61303523819697e+001
3.11171633710560e+001	2.19056382971773e+002,3.60360090486713e+001
3.11888958409352e+001	2.19101000803947e+002,3.59417459622525e+001
3.12607936712354e+001	2.19145439029620e+002,3.58475632826947e+001
3.13328572431517e+001	2.19189698194912e+002,3.57534611671543e+001
3.14050869387580e+001	2.19233778845143e+002,3.56594397695662e+001
3.14774831410089e+001	2.19277681524984e+002,3.55654992410448e+001
3.15500462337420e+001	2.19321406779252e+002,3.54716397300649e+001
3.16227766016796e+001	2.19364955151295e+002,3.53778613814675e+001
3.16956746304307e+001	2.19408327183532e+002,3.52841643377484e+001
3.17687407064934e+001	2.19451523420006e+002,3.51905487382469e+001
3.18419752172570e+001	2.19494544400209e+002,3.50970147194736e+001
3.19153785510033e+001	2.19537390666398e+002,3.50035624147449e+001
3.19889510969097e+001	2.19580062758635e+002,3.49101919549593e+001
3.20626932450503e+001	2.19622561215693e+002,3.48169034677186e+001
3.21366053863989e+001	2.19664886578152e+002,3.47236970782754e+001
3.22106879128300e+001	2.19707039381824e+002,3.46305729084086e+001
3.22849412171220e+001	2.19749020165789e+002,3.45375310775169e+001
3.23593656929585e+001	2.19790829466404e+002,3.44445717022575e+001
3.24339617349306e+001	2.19832467817754e+002,3.43516948956182e+001
3.25087297385391e+001	2.19873935757958e+002,3.42589007695518e+001
3.25836701001965e+001	2.19915233819628e+002,3.41661894313387e+001
3.26587832172292e+001	2.19956362535522e+002,3.40735609865142e+001
3.27340694878794e+001	2.19997322440092e+002,3.39810155378566e+001
3.28095293113075e+001	2.20038114063506e+002,3.38885531844689e+001
3.28851630875939e+001	2.20078737937647e+002,3.37961740242936e+001
3.29609712177413e+001	2.20119194593490e+002,3.37038781517973e+001
3.30369541036770e+001	2.20159484559122e+002,3.36116656580748e+001
3.31131121482546e+001	2.20199608363939e+002,3.35195366325705e+001
3.31894457552565e+001	2.20239566535490e+002,3.34274911616861e+001
3.32659553293959e+001	2.20279359600669e+002,3.33355293290639e+001
3.33426412763190e+001	2.20318988084745e+002,3.32436512154123e+001
3.34195040026069e+001	2.20358452514158e+002,3.31518568998734e+001
3.34965439157782e+001	2.20397753412388e+002,3.30601464578984e+001
3.35737614242909e+001	2.20436891301839e+002,3.29685199622885e+001
3.36511569375445e+001	2.20475866707178e+002,3.28769774847880e+001
3.37287308658823e+001	2.20514680147117e+002,3.27855190923402e+001
3.38064836205936e+001	2.20553332143805e+002,3.26941448510337e+001
3.38844156139157e+001	2.20591823216533e+002,3.26028548235436e+001
3.39625272590362e+001	2.20630153884500e+002,3.25116490707178e+001
3.40408189700955e+001	2.20668324663810e+002,3.24205276498857e+001
3.41192911621882e+001	2.20706336073154e+002,3.23294906166940e+001
3.41979442513662e+001	2.20744188627144e+002,3.22385380239692e+001
3.42767786546404e+001	2.20781882840944e+002,3.21476699222422e+001
3.43557947899828e+001	2.20819419228141e+002,3.20568863590899e+001
3.44349930763292e+001	2.20856798301543e+002,3.19661873802331e+001
3.45143739335809e+001	2.20894020573587e+002,3.18755730287232e+001
3.45939377826075e+001	2.20931086554776e+002,3.17850433449984e+001
3.46736850452484e+001	2.20967996754270e+002,3.16945983670643e+001
3.47536161443158e+001	2.21004751681713e+002,3.16042381309977e+001
3.48337315035964e+001	2.21041351845557e+002,3.15139626702009e+001
3.49140315478538e+001	2.21077797750092e+002,3.14237720151555e+001
3.49945167028310e+001	2.21114089904012e+002,3.13336661948207e+001
3.50751873952520e+001	2.21150228809651e+002,3.12436452353655e+001
3.51560440528250e+001	2.21186214971735e+002,3.11537091604650e+001
3.52370871042439e+001	2.21222048893658e+002,3.10638579922210e+001
3.53183169791909e+001	2.21257731074566e+002,3.09740917492674e+001
3.53997341083386e+001	2.21293262018144e+002,3.08844104493337e+001
3.54813389233527e+001	2.21328642220005e+002,3.07948141060128e+001
3.55631318568937e+001	2.21363872180884e+002,3.07053027323936e+001
3.56451133426195e+001	2.21398952397405e+002,3.06158763384262e+001
3.57272838151880e+001	2.21433883366024e+002,3.05265349317418e+001
3.58096437102587e+001	2.21468665580868e+002,3.04372785183039e+001
3.58921934644956e+001	2.21503299536764e+002,3.03481071010420e+001
3.59749335155693e+001	2.21537785724838e+002,3.02590206811128e+001
3.60578643021593e+001	2.21572124639379e+002,3.01700192580414e+001
3.61409862639564e+001	2.21606316768166e+002,3.00811028276269e+001
3.62242998416649e+001	2.21640362602699e+002,2.99922713852427e+001
3.63078054770051e+001	2.21674262630375e+002,2.99035249228115e+001
3.63915036127157e+001	2.21708017338788e+002,2.98148634309524e+001
3.64753946925558e+001	2.21741627212832e+002,2.97262868971530e+001
3.65594791613075e+001	2.21775092738206e+002,2.96377953077010e+001
3.66437574647783e+001	2.21808414398882e+002,2.95493886466096e+001
3.67282300498034e+001	2.21841592677794e+002,2.94610668954449e+001
3.68128973642481e+001	2.21874628054090e+002,2.93728300332410e+001
3.68977598570100e+001	2.21907521010335e+002,2.92846780383719e+001
3.69828179780215e+001	2.21940272024371e+002,2.91966108856765e+001
3.70680721782525e+001	2.21972881574279e+002,2.91086285489260e+001
3.71535229097121e+001	2.22005350137003e+002,2.90207309992763e+001
3.72391706254517e+001	2.22037678188171e+002,2.89329182062364e+001
3.73250157795669e+001	2.22069866201994e+002,2.88451901367339e+001
3.74110588272002e+001	2.22101914650340e+002,2.87575467558996e+001
3.74973002245432e+001	2.22133824007061e+002,2.86699880274858e+001
3.75837404288392e+001	2.22165594741684e+002,2.85825139125672e+001
3.76703798983857e+001	2.22197227324289e+002,2.84951243702339e+001
3.77572190925364e+001	2.22228722222396e+002,2.84078193579180e+001
3.78442584717041e+001	2.22260079904330e+002,2.83205988310802e+001
3.79314984973629e+001	2.22291300835465e+002,2.82334627430323e+001
3.80189396320509e+001	2.22322385479394e+002,2.81464110448750e+001
3.81065823393720e+001	2.22353334301127e+002,2.80594436865534e+001
3.81944270839994e+001	2.22384147761209e+002,2.79725606157509e+001
3.82824743316770e+001	2.22414826322835e+002,2.78857617781847e+001
3.83707245492226e+001	2.22445370443663e+002,2.77990471172997e+001
3.84591782045300e+001	2.22475780583502e+002,2.77124165755923e+001
3.85478357665718e+001	2.22506057198896e+002,2.76258700928035e+001
3.86366977054016e+001	2.22536200746157e+002,2.75394076073267e+001
3.87257644921564e+001	2.22566211680081e+002,2.74530290554429e+001
3.88150365990594e+001	2.22596090453484e+002,2.73667343716369e+001
3.89045144994227e+001	2.22625837519863e+002,2.72805234890107e+001
3.89941986676489e+001	2.22655453329611e+002,2.71943963382262e+001
3.90840895792348e+001	2.22684938332332e+002,2.71083528484542e+001
3.91741877107729e+001	2.22714292976939e+002,2.70223929469350e+001
3.92644935399545e+001	2.22743517710191e+002,2.69365165595354e+001
3.93550075455723e+001	2.22772612978576e+002,2.68507236096305e+001
3.94457302075224e+001	2.22801579226204e+002,2.67650140196036e+001
3.95366620068073e+001	2.22830416896805e+002,2.66793877095424e+001
3.96278034255384e+001	2.22859126432333e+002,2.65938445980974e+001
3.97191549469385e+001	2.22887708273411e+002,2.65083846019069e+001
3.98107170553442e+001	2.22916162861268e+002,2.64230076366478e+001
3.99024902362087e+001	2.22944490631599e+002,2.63377136149476e+001
3.99944749761042e+001	2.22972692024611e+002,2.62525024492881e+001
4.00866717627247e+001	2.23000767472398e+002,2.61673740490322e+001
4.01790810848884e+001	2.23028717412125e+002,2.60823283228629e+001
4.02717034325403e+001	2.23056542275953e+002,2.59973651774542e+001
4.03645392967549e+001	2.23084242496698e+002,2.59124845181145e+001
4.04575891697386e+001	2.23111818503503e+002,2.58276862476685e+001
4.05508535448327e+001	2.23139270726327e+002,2.57429702685545e+001
4.06443329165156e+001	2.23166599593184e+002,2.56583364803945e+001
4.07380277804056e+001	2.23193805531495e+002,2.55737847822714e+001
4.08319386332635e+001	2.23220888964410e+002,2.54893150704431e+001
4.09260659729954e+001	2.23247850318295e+002,2.54049272407348e+001
4.10204102986550e+001	2.23274690015228e+002,2.53206211868832e+001
4.11149721104465e+001	2.23301408476290e+002,2.52363968009282e+001
4.12097519097273e+001	2.23328006121605e+002,2.51522539736156e+001
4.13047501990104e+001	2.23354483371417e+002,2.50681925942431e+001
4.13999674819672e+001	2.23380840641843e+002,2.49842125501069e+001
4.14954042634305e+001	2.23407078349194e+002,2.49003137273526e+001
4.15910610493964e+001	2.23433196908541e+002,2.48164960102947e+001
4.16869383470277e+001	2.23459196734994e+002,2.47327592824651e+001
4.17830366646563e+001	2.23485078238629e+002,2.46491034244879e+001
4.18793565117860e+001	2.23510841831382e+002,2.45655283170404e+001
4.19758983990949e+001	2.23536487922872e+002,2.44820338385978e+001
4.20726628384385e+001	2.23562016921583e+002,2.43986198658252e+001
4.21696503428523e+001	2.23587429234520e+002,2.43152862747093e+001
4.22668614265544e+001	2.23612725267394e+002,2.42320329391592e+001
4.23642966049482e+001	2.23637905424472e+002,2.41488597319884e+001
4.24619563946253e+001	2.23662970108710e+002,2.40657665243283e+001
4.25598413133683e+001	2.23687919722104e+002,2.39827531860816e+001
4.26579518801533e+001	2.23712754664638e+002,2.38998195855325e+001
4.27562886151526e+001	2.23737475337294e+002,2.38169655902066e+001
4.28548520397379e+001	2.23762082135397e+002,2.37341910650610e+001
4.29536426764827e+001	2.23786575456063e+002,2.36514958744678e+001
4.30526610491650e+001	2.23810955694591e+002,2.35688798813207e+001
4.31519076827704e+001	2.23835223245838e+002,2.34863429473754e+001
4.32513831034948e+001	2.23859378500597e+002,2.34038849323076e+001
4.33510878387468e+001	2.23883421850707e+002,2.33215056950270e+001
4.34510224171510e+001	2.23907353686726e+002,2.32392050932258e+001
4.35511873685507e+001	2.23931174395578e+002,2.31569829826342e+001
4.36515832240104e+001	2.23954884366339e+002,2.30748392181440e+001
4.37522105158190e+001	2.23978483982903e+002,2.29927736531995e+001
4.38530697774924e+001	2.24001973632067e+002,2.29107861401339e+001
4.39541615437762e+001	2.24025353694501e+002,2.28288765293134e+001
4.40554863506491e+001	2.24048624553420e+002,2.27470446704874e+001
4.41570447353250e+001	2.24071786588862e+002,2.26652904120733e+001
4.42588372362564e+001	2.24094840180719e+002,2.25836136009555e+001
4.43608643931370e+001	2.24117785706381e+002,2.25020140829534e+001
4.44631267469046e+001	2.24140623541636e+002,2.24204917021621e+001
4.45656248397440e+001	2.24163354062507e+002,2.23390463020783e+001
4.46683592150900e+001	2.24185977644021e+002,2.22576777250111e+001
4.47713304176299e+001	2.24208494656213e+002,2.21763858111951e+001
4.48745389933069e+001	2.24230905472334e+002,2.20951704002933e+001
4.49779854893224e+001	2.24253210461913e+002,2.20140313307307e+001
4.50816704541396e+001	2.24275409991961e+002,2.19329684395703e+001
4.51855944374858e+001	2.24297504432023e+002,2.18519815628415e+001
4.52897579903557e+001	2.24319494146159e+002,2.17710705349924e+001
4.53941616650139e+001	2.24341379499196e+002,2.16902351897789e+001
4.54988060149984e+001	2.24363160854823e+002,2.16094753593506e+001
4.56036915951231e+001	2.24384838575402e+002,2.15287908752155e+001
4.57088189614810e+001	2.24406413020944e+002,2.14481815673067e+001
4.58141886714468e+001	2.24427884550311e+002,2.13676472643262e+001
4.59198012836803e+001	2.24449253521572e+002,2.12871877942743e+001
4.60256573581291e+001	2.24470520292897e+002,2.12068029836866e+001
4.61317574560314e+001	2.24491685217397e+002,2.11264926580726e+001
4.62381021399195e+001	2.24512748649959e+002,2.10462566417294e+001
4.63446919736222e+001	2.24533710943794e+002,2.09660947581242e+001
4.64515275222683e+001	2.24554572448414e+002,2.08860068290444e+001
4.65586093522893e+001	2.24575333515442e+002,2.08059926759380e+001
4.66659380314222e+001	2.24595994493045e+002,2.07260521187448e+001
4.67735141287132e+001	2.24616555728265e+002,2.06461849760182e+001
4.68813382145198e+001	2.24637017568014e+002,2.05663910660618e+001
4.69894108605148e+001	2.24657380355980e+002,2.04866702053978e+001
4.70977326396886e+001	2.24677644435740e+002,2.04070222097501e+001
4.72063041263523e+001	2.24697810149723e+002,2.03274468938767e+001
4.73151258961413e+001	2.24717877838054e+002,2.02479440711600e+001
4.74241985260177e+001	2.24737847840534e+002,2.01685135543366e+001
4.75335225942737e+001	2.24757720495358e+002,2.00891551550641e+001
4.76430986805348e+001	2.24777496138949e+002,2.00098686836828e+001
4.77529273657623e+001	2.24797175107386e+002,1.99306539498984e+001
4.78630092322570e+001	2.24816757733782e+002,1.98515107620315e+001
4.79733448636620e+001	2.24836244351741e+002,1.97724389277493e+001
4.80839348449660e+001	2.24855635293151e+002,1.96934382536601e+001
4.81947797625058e+001	2.24874930887003e+002,1.96145085449140e+001
4.83058802039703e+001	2.24894131463234e+002,1.95356496064260e+001
4.84172367584030e+001	2.24913237349033e+002,1.94568612417457e+001
4.85288500162052e+001	2.24932248870510e+002,1.93781432533310e+001
4.86407205691392e+001	2.24951166353138e+002,1.92994954429502e+001
4.87528490103316e+001	2.24969990119356e+002,1.92209176113126e+001
4.88652359342763e+001	2.24988720492729e+002,1.91424095581303e+001
4.89778819368376e+001	2.25007357794086e+002,1.90639710824389e+001
4.90907876152533e+001	2.25025902343335e+002,1.89856019819717e+001
4.92039535681380e+001	2.25044354457725e+002,1.89073020536514e+001
4.93173803954865e+001	2.25062714456365e+002,1.88290710937009e+001
4.94310686986764e+001	2.25080982653128e+002,1.87509088972031e+001
4.95450190804719e+001	2.25099159362914e+002,1.86728152582117e+001
4.96592321450265e+001	2.25117244900486e+002,1.85947899704294e+001
4.97737084978864e+001	2.25135239576617e+002,1.85168328262079e+001
4.98884487459940e+001	2.25153143701721e+002,1.84389436170470e+001
5.00034534976907e+001	2.25170957585740e+002,1.83611221336388e+001
