Freq.	V(vout)/(I(Itest)-I(RL))
1.95433945577526e-001	8.23537501437729e-001,7.85524887432480e-001
1.95884467350586e-001	8.25112616357585e-001,7.84084559242172e-001
1.96336027683591e-001	8.26676456263658e-001,7.82644785357816e-001
1.96788628970671e-001	8.28229080639162e-001,7.81205639393030e-001
1.97242273611472e-001	8.29770549168573e-001,7.79767193925741e-001
1.97696964011173e-001	8.31300921721338e-001,7.78329520511037e-001
1.98152702580496e-001	8.32820258343454e-001,7.76892689682382e-001
1.98609491735724e-001	8.34328619241621e-001,7.75456770963202e-001
1.99067333898705e-001	8.35826064772101e-001,7.74021832872772e-001
1.99526231496874e-001	8.37312655429023e-001,7.72587942933314e-001
1.99986186963261e-001	8.38788451831656e-001,7.71155167678545e-001
2.00447202736503e-001	8.40253514713202e-001,7.69723572660862e-001
2.00909281260859e-001	8.41707904909950e-001,7.68293222458291e-001
2.01372424986225e-001	8.43151683348855e-001,7.66864180684021e-001
2.01836636368142e-001	8.44584911037549e-001,7.65436509993148e-001
2.02301917867813e-001	8.46007649053401e-001,7.64010272089183e-001
2.02768271952114e-001	8.47419958532833e-001,7.62585527734663e-001
2.03235701093608e-001	8.48821900661311e-001,7.61162336757770e-001
2.03704207770558e-001	8.50213536661766e-001,7.59740758060765e-001
2.04173794466939e-001	8.51594927787974e-001,7.58320849625744e-001
2.04644463672453e-001	8.52966135311095e-001,7.56902668527399e-001
2.05116217882543e-001	8.54327220512345e-001,7.55486270936100e-001
2.05589059598400e-001	8.55678244673792e-001,7.54071712129947e-001
2.06062991326986e-001	8.57019269067885e-001,7.52659046500582e-001
2.06538015581039e-001	8.58350354950088e-001,7.51248327562291e-001
2.07014134879090e-001	8.59671563549663e-001,7.49839607959634e-001
2.07491351745477e-001	8.60982956059934e-001,7.48432939477429e-001
2.07969668710355e-001	8.62284593632324e-001,7.47028373046033e-001
2.08449088309715e-001	8.63576537366610e-001,7.45625958751820e-001
2.08929613085390e-001	8.64858848303285e-001,7.44225745845181e-001
2.09411245585075e-001	8.66131587415742e-001,7.42827782748321e-001
2.09893988362338e-001	8.67394815603349e-001,7.41432117063122e-001
2.10377843976633e-001	8.68648593683502e-001,7.40038795580266e-001
2.10862814993314e-001	8.69892982384269e-001,7.38647864287340e-001
2.11348903983650e-001	8.71128042338146e-001,7.37259368376116e-001
2.11836113524836e-001	8.72353834074098e-001,7.35873352252843e-001
2.12324446200007e-001	8.73570418011995e-001,7.34489859543678e-001
2.12813904598257e-001	8.74777854455214e-001,7.33108933105563e-001
2.13304491314643e-001	8.75976203585269e-001,7.31730615032337e-001
2.13796208950208e-001	8.77165525454367e-001,7.30354946664543e-001
2.14289060111991e-001	8.78345879980188e-001,7.28981968596632e-001
2.14783047413039e-001	8.79517326940707e-001,7.27611720685695e-001
2.15278173472422e-001	8.80679925966323e-001,7.26244242058868e-001
2.15774440915252e-001	8.81833736537005e-001,7.24879571121719e-001
2.16271852372687e-001	8.82978817974411e-001,7.23517745566951e-001
2.16770410481954e-001	8.84115229438745e-001,7.22158802381604e-001
2.17270117886359e-001	8.85243029921776e-001,7.20802777855885e-001
2.17770977235301e-001	8.86362278243946e-001,7.19449707589853e-001
2.18272991184285e-001	8.87473033048217e-001,7.18099626502348e-001
2.18776162394940e-001	8.88575352794372e-001,7.16752568839484e-001
2.19280493535030e-001	8.89669295756792e-001,7.15408568181323e-001
2.19785987278467e-001	8.90754920019507e-001,7.14067657450168e-001
2.20292646305330e-001	8.91832283470192e-001,7.12729868918247e-001
2.20800473301875e-001	8.92901443798580e-001,7.11395234216066e-001
2.21309470960548e-001	8.93962458489866e-001,7.10063784339927e-001
2.21819641980006e-001	8.95015384823316e-001,7.08735549658343e-001
2.22330989065125e-001	8.96060279866655e-001,7.07410559922260e-001
2.22843514927015e-001	8.97097200473367e-001,7.06088844269486e-001
2.23357222283038e-001	8.98126203279378e-001,7.04770431235293e-001
2.23872113856818e-001	8.99147344698861e-001,7.03455348757893e-001
2.24388192378261e-001	9.00160680921473e-001,7.02143624186560e-001
2.24905460583562e-001	9.01166267909441e-001,7.00835284288886e-001
2.25423921215227e-001	9.02164161393837e-001,6.99530355259584e-001
2.25943577022082e-001	9.03154416871947e-001,6.98228862725254e-001
2.26464430759290e-001	9.04137089605663e-001,6.96930831753201e-001
2.26986485188366e-001	9.05112234616522e-001,6.95636286858186e-001
2.27509743077191e-001	9.06079906684712e-001,6.94345252011023e-001
2.28034207200026e-001	9.07040160346398e-001,6.93057750642593e-001
2.28559880337527e-001	9.07993049890764e-001,6.91773805654657e-001
2.29086765276761e-001	9.08938629357566e-001,6.90493439424492e-001
2.29614864811220e-001	9.09876952536827e-001,6.89216673811852e-001
2.30144181740835e-001	9.10808072963890e-001,6.87943530166409e-001
2.30674718871991e-001	9.11732043919605e-001,6.86674029335377e-001
2.31206479017543e-001	9.12648918426804e-001,6.85408191669747e-001
2.31739464996831e-001	9.13558749250735e-001,6.84146037029237e-001
2.32273679635694e-001	9.14461588894839e-001,6.82887584791910e-001
2.32809125766484e-001	9.15357489600070e-001,6.81632853859436e-001
2.33345806228084e-001	9.16246503344138e-001,6.80381862663296e-001
2.33883723865919e-001	9.17128681838200e-001,6.79134629172509e-001
2.34422881531976e-001	9.18004076528087e-001,6.77891170898154e-001
2.34963282084814e-001	9.18872738590019e-001,6.76651504902220e-001
2.35504928389584e-001	9.19734718931516e-001,6.75415647801318e-001
2.36047823318041e-001	9.20590068189395e-001,6.74183615775351e-001
2.36591969748559e-001	9.21438836728892e-001,6.72955424572590e-001
2.37137370566149e-001	9.22281074641956e-001,6.71731089515977e-001
2.37684028662471e-001	9.23116831747166e-001,6.70510625509376e-001
2.38231946935852e-001	9.23946157589294e-001,6.69294047042877e-001
2.38781128291301e-001	9.24769101437005e-001,6.68081368199736e-001
2.39331575640522e-001	9.25585712282278e-001,6.66872602663679e-001
2.39883291901932e-001	9.26396038841480e-001,6.65667763721158e-001
2.40436280000676e-001	9.27200129552954e-001,6.64466864269651e-001
2.40990542868642e-001	9.27998032577342e-001,6.63269916823367e-001
2.41546083444477e-001	9.28789795796424e-001,6.62076933519256e-001
2.42102904673600e-001	9.29575466813337e-001,6.60887926120295e-001
2.42661009508224e-001	9.30355092952308e-001,6.59702906024224e-001
2.43220400907364e-001	9.31128721257266e-001,6.58521884267613e-001
2.43781081836858e-001	9.31896398492551e-001,6.57344871531323e-001
2.44343055269380e-001	9.32658171143081e-001,6.56171878144879e-001
2.44906324184457e-001	9.33414085412226e-001,6.55002914094944e-001
2.45470891568485e-001	9.34164187224470e-001,6.53837989027229e-001
2.46036760414745e-001	9.34908522222910e-001,6.52677112254469e-001
2.46603933723416e-001	9.35647135770585e-001,6.51520292759356e-001
2.47172414501595e-001	9.36380072950293e-001,6.50367539201252e-001
2.47742205763311e-001	9.37107378564679e-001,6.49218859920276e-001
2.48313310529539e-001	9.37829097135443e-001,6.48074262944192e-001
2.48885731828221e-001	9.38545272905369e-001,6.46933755990468e-001
2.49459472694277e-001	9.39255949837138e-001,6.45797346473654e-001
2.50034536169625e-001	9.39961171613921e-001,6.44665041508863e-001
2.50610925303193e-001	9.40660981639493e-001,6.43536847918450e-001
2.51188643150940e-001	9.41355423039082e-001,6.42412772233319e-001
2.51767692775867e-001	9.42044538659884e-001,6.41292820701285e-001
2.52348077248039e-001	9.42728371069958e-001,6.40176999290397e-001
2.52929799644596e-001	9.43406962560992e-001,6.39065313691885e-001
2.53512863049772e-001	9.44080355147062e-001,6.37957769327144e-001
2.54097270554912e-001	9.44748590565369e-001,6.36854371351800e-001
2.54683025258485e-001	9.45411710277913e-001,6.35755124658573e-001
2.55270130266106e-001	9.46069755470798e-001,6.34660033882785e-001
2.55858588690546e-001	9.46722767055202e-001,6.33569103407859e-001
2.56448403651753e-001	9.47370785668601e-001,6.32482337366896e-001
2.57039578276867e-001	9.48013851674923e-001,6.31399739648794e-001
2.57632115700239e-001	9.48652005165481e-001,6.30321313902514e-001
2.58226019063441e-001	9.49285285959368e-001,6.29247063539956e-001
2.58821291515290e-001	9.49913733604578e-001,6.28176991741668e-001
2.59417936211862e-001	9.50537387378822e-001,6.27111101459729e-001
2.60015956316508e-001	9.51156286290176e-001,6.26049395421046e-001
2.60615354999870e-001	9.51770469077887e-001,6.24991876133686e-001
2.61216135439901e-001	9.52379974213651e-001,6.23938545888071e-001
2.61818300821879e-001	9.52984839901346e-001,6.22889406763674e-001
2.62421854338425e-001	9.53585104080105e-001,6.21844460629566e-001
2.63026799189519e-001	9.54180804422896e-001,6.20803709150319e-001
2.63633138582518e-001	9.54771978339234e-001,6.19767153789745e-001
2.64240875732175e-001	9.55358662974625e-001,6.18734795813431e-001
2.64850013860650e-001	9.55940895213302e-001,6.17706636292961e-001
2.65460556197534e-001	9.56518711677688e-001,6.16682676109185e-001
2.66072505979861e-001	9.57092148730614e-001,6.15662915956604e-001
2.66685866452128e-001	9.57661242475191e-001,6.14647356345253e-001
2.67300640866311e-001	9.58226028757467e-001,6.13635997605653e-001
2.67916832481883e-001	9.58786543165708e-001,6.12628839891367e-001
2.68534444565831e-001	9.59342821032540e-001,6.11625883182742e-001
2.69153480392672e-001	9.59894897436600e-001,6.10627127288864e-001
2.69773943244472e-001	9.60442807202169e-001,6.09632571853492e-001
2.70395836410864e-001	9.60986584901209e-001,6.08642216355534e-001
2.71019163189064e-001	9.61526264854610e-001,6.07656060113583e-001
2.71643926883888e-001	9.62061881133708e-001,6.06674102288496e-001
2.72270130807771e-001	9.62593467559945e-001,6.05696341887850e-001
2.72897778280784e-001	9.63121057707750e-001,6.04722777766630e-001
2.73526872630651e-001	9.63644684905036e-001,6.03753408631381e-001
2.74157417192768e-001	9.64164382233998e-001,6.02788233043693e-001
2.74789415310219e-001	9.64680182532983e-001,6.01827249423434e-001
2.75422870333796e-001	9.65192118398203e-001,6.00870456048706e-001
2.76057785622014e-001	9.65700222183319e-001,5.99917851062220e-001
2.76694164541130e-001	9.66204526002068e-001,5.98969432473105e-001
2.77332010465163e-001	9.66705061729439e-001,5.98025198157510e-001
2.77971326775908e-001	9.67201861002293e-001,5.97085145864497e-001
2.78612116862956e-001	9.67694955221281e-001,5.96149273216057e-001
2.79254384123713e-001	9.68184375551442e-001,5.95217577711165e-001
2.79898131963415e-001	9.68670152924322e-001,5.94290056729002e-001
2.80543363795150e-001	9.69152318038780e-001,5.93366707529859e-001
2.81190083039873e-001	9.69630901361900e-001,5.92447527257816e-001
2.81838293126424e-001	9.70105933131591e-001,5.91532512944919e-001
2.82487997491549e-001	9.70577443356615e-001,5.90621661511932e-001
2.83139199579916e-001	9.71045461818109e-001,5.89714969770847e-001
2.83791902844134e-001	9.71510018071822e-001,5.88812434428950e-001
2.84446110744770e-001	9.71971141448152e-001,5.87914052089795e-001
2.85101826750369e-001	9.72428861054573e-001,5.87019819254206e-001
2.85759054337473e-001	9.72883205776256e-001,5.86129732326204e-001
2.86417796990636e-001	9.73334204277903e-001,5.85243787611701e-001
2.87078058202447e-001	9.73781885004518e-001,5.84361981322773e-001
2.87739841473545e-001	9.74226276183338e-001,5.83484309578337e-001
2.88403150312639e-001	9.74667405824822e-001,5.82610768408333e-001
2.89067988236525e-001	9.75105301724193e-001,5.81741353753850e-001
2.89734358770110e-001	9.75539991462457e-001,5.80876061470074e-001
2.90402265446423e-001	9.75971502408227e-001,5.80014887328984e-001
2.91071711806638e-001	9.76399861718593e-001,5.79157827020341e-001
2.91742701400094e-001	9.76825096340940e-001,5.78304876153090e-001
2.92415237784311e-001	9.77247233013827e-001,5.77456030259627e-001
2.93089324525010e-001	9.77666298268714e-001,5.76611284796069e-001
2.93764965196130e-001	9.78082318431247e-001,5.75770635143787e-001
2.94442163379853e-001	9.78495319622030e-001,5.74934076612567e-001
2.95120922666616e-001	9.78905327759180e-001,5.74101604441596e-001
2.95801246655132e-001	9.79312368558400e-001,5.73273213801646e-001
2.96483138952411e-001	9.79716467535299e-001,5.72448899797141e-001
2.97166603173780e-001	9.80117650006038e-001,5.71628657466642e-001
2.97851642942896e-001	9.80515941089066e-001,5.70812481786487e-001
2.98538261891773e-001	9.80911365706245e-001,5.70000367670655e-001
2.99226463660796e-001	9.81303948584557e-001,5.69192309973735e-001
2.99916251898742e-001	9.81693714257058e-001,5.68388303492600e-001
3.00607630262800e-001	9.82080687064128e-001,5.67588342966052e-001
3.01300602418589e-001	9.82464891155232e-001,5.66792423079551e-001
3.01995172040178e-001	9.82846350490407e-001,5.66000538465029e-001
3.02691342810107e-001	9.83225088840003e-001,5.65212683700622e-001
3.03389118419403e-001	9.83601129788931e-001,5.64428853318462e-001
3.04088502567604e-001	9.83974496734751e-001,5.63649041797459e-001
3.04789498962775e-001	9.84345212891533e-001,5.62873243571248e-001
3.05492111321527e-001	9.84713301289808e-001,5.62101453027684e-001
3.06196343369044e-001	9.85078784777789e-001,5.61333664509770e-001
3.06902198839092e-001	9.85441686024175e-001,5.60569872318463e-001
3.07609681474047e-001	9.85802027517365e-001,5.59810070712097e-001
3.08318795024911e-001	9.86159831568215e-001,5.59054253909317e-001
3.09029543251335e-001	9.86515120310782e-001,5.58302416090067e-001
3.09741929921634e-001	9.86867915704044e-001,5.57554551396319e-001
3.10455958812811e-001	9.87218239532588e-001,5.56810653934077e-001
3.11171633710577e-001	9.87566113408469e-001,5.56070717774929e-001
3.11888958409369e-001	9.87911558771957e-001,5.55334736955067e-001
3.12607936712371e-001	9.88254596893207e-001,5.54602705481260e-001
3.13328572431534e-001	9.88595248873156e-001,5.53874617325343e-001
3.14050869387597e-001	9.88933535645237e-001,5.53150466432485e-001
3.14774831410107e-001	9.89269477976602e-001,5.52430246716660e-001
3.15500462337438e-001	9.89603096468887e-001,5.51713952065619e-001
3.16227766016813e-001	9.89934411559543e-001,5.51001576339968e-001
3.16956746304324e-001	9.90263443524010e-001,5.50293113374779e-001
3.17687407064952e-001	9.90590212475873e-001,5.49588556981478e-001
3.18419752172587e-001	9.90914738368592e-001,5.48887900947890e-001
3.19153785510051e-001	9.91237040995802e-001,5.48191139038974e-001
3.19889510969114e-001	9.91557139994907e-001,5.47498265000040e-001
3.20626932450521e-001	9.91875054845459e-001,5.46809272555100e-001
3.21366053864006e-001	9.92190804872097e-001,5.46124155409475e-001
3.22106879128318e-001	9.92504409245332e-001,5.45442907251271e-001
3.22849412171238e-001	9.92815886982761e-001,5.44765521749724e-001
3.23593656929602e-001	9.93125256949972e-001,5.44091992559234e-001
3.24339617349323e-001	9.93432537862214e-001,5.43422313319243e-001
3.25087297385408e-001	9.93737748285281e-001,5.42756477654260e-001
3.25836701001983e-001	9.94040906636722e-001,5.42094479175214e-001
3.26587832172310e-001	9.94342031187206e-001,5.41436311481209e-001
3.27340694878812e-001	9.94641140061267e-001,5.40781968160073e-001
3.28095293113093e-001	9.94938251238931e-001,5.40131442788088e-001
3.28851630875957e-001	9.95233382556663e-001,5.39484728932286e-001
3.29609712177431e-001	9.95526551708095e-001,5.38841820150273e-001
3.30369541036788e-001	9.95817776246381e-001,5.38202709991760e-001
3.31131121482565e-001	9.96107073583705e-001,5.37567391999062e-001
3.31894457552584e-001	9.96394460993986e-001,5.36935859707931e-001
3.32659553293978e-001	9.96679955612792e-001,5.36308106648515e-001
3.33426412763208e-001	9.96963574438598e-001,5.35684126345005e-001
3.34195040026087e-001	9.97245334334948e-001,5.35063912318068e-001
3.34965439157801e-001	9.97525252030500e-001,5.34447458084721e-001
3.35737614242928e-001	9.97803344120567e-001,5.33834757159550e-001
3.36511569375464e-001	9.98079627067867e-001,5.33225803053827e-001
3.37287308658842e-001	9.98354117203595e-001,5.32620589278430e-001
3.38064836205954e-001	9.98626830729589e-001,5.32019109343333e-001
3.38844156139175e-001	9.98897783717457e-001,5.31421356757981e-001
3.39625272590381e-001	9.99166992111892e-001,5.30827325032662e-001
3.40408189700973e-001	9.99434471729399e-001,5.30237007679086e-001
3.41192911621901e-001	9.99700238261247e-001,5.29650398210575e-001
3.41979442513681e-001	9.99964307273747e-001,5.29067490142703e-001
3.42767786546423e-001	1.00022669420892e+000,5.28488276995164e-001
3.43557947899847e-001	1.00048741438647e+000,5.27912752289646e-001
3.44349930763311e-001	1.00074648300377e+000,5.27340909553479e-001
3.45143739335828e-001	1.00100391513803e+000,5.26772742318470e-001
3.45939377826094e-001	1.00125972574560e+000,5.26208244121422e-001
3.46736850452504e-001	1.00151392966540e+000,5.25647408506294e-001
3.47536161443178e-001	1.00176654161737e+000,5.25090229021997e-001
3.48337315035983e-001	1.00201757620531e+000,5.24536699225456e-001
3.49140315478558e-001	1.00226704791705e+000,5.23986812681103e-001
3.49945167028329e-001	1.00251497112548e+000,5.23440562961299e-001
3.50751873952539e-001	1.00276136009016e+000,5.22897943647013e-001
3.51560440528269e-001	1.00300622895691e+000,5.22358948327869e-001
3.52370871042458e-001	1.00324959176027e+000,5.21823570603457e-001
3.53183169791928e-001	1.00349146242363e+000,5.21291804083830e-001
3.53997341083406e-001	1.00373185476058e+000,5.20763642388686e-001
3.54813389233546e-001	1.00397078247507e+000,5.20239079149681e-001
3.55631318568956e-001	1.00420825916355e+000,5.19718108008863e-001
3.56451133426215e-001	1.00444429831489e+000,5.19200722620326e-001
3.57272838151900e-001	1.00467891331183e+000,5.18686916650766e-001
3.58096437102607e-001	1.00491211743159e+000,5.18176683779597e-001
3.58921934644976e-001	1.00514392384693e+000,5.17670017698857e-001
3.59749335155713e-001	1.00537434562740e+000,5.17166912113988e-001
3.60578643021613e-001	1.00560339573954e+000,5.16667360745333e-001
3.61409862639584e-001	1.00583108704809e+000,5.16171357326379e-001
3.62242998416669e-001	1.00605743231746e+000,5.15678895605916e-001
3.63078054770071e-001	1.00628244421176e+000,5.15189969347581e-001
3.63915036127177e-001	1.00650613529520e+000,5.14704572329823e-001
3.64753946925578e-001	1.00672851803500e+000,5.14222698347449e-001
3.65594791613095e-001	1.00694960480028e+000,5.13744341211148e-001
3.66437574647803e-001	1.00716940786379e+000,5.13269494748293e-001
3.67282300498054e-001	1.00738793940248e+000,5.12798152802318e-001
3.68128973642501e-001	1.00760521149864e+000,5.12330309234383e-001
3.68977598570120e-001	1.00782123614036e+000,5.11865957922496e-001
3.69828179780236e-001	1.00803602522276e+000,5.11405092763026e-001
3.70680721782545e-001	1.00824959054835e+000,5.10947707669095e-001
3.71535229097142e-001	1.00846194382839e+000,5.10493796573592e-001
3.72391706254538e-001	1.00867309668309e+000,5.10043353426610e-001
3.73250157795690e-001	1.00888306064314e+000,5.09596372198137e-001
3.74110588272022e-001	1.00909184714974e+000,5.09152846877034e-001
3.74973002245452e-001	1.00929946755612e+000,5.08712771470841e-001
3.75837404288413e-001	1.00950593312753e+000,5.08276140007746e-001
3.76703798983878e-001	1.00971125504286e+000,5.07842946534812e-001
3.77572190925385e-001	1.00991544439508e+000,5.07413185120273e-001
3.78442584717062e-001	1.01011851219123e+000,5.06986849851810e-001
3.79314984973650e-001	1.01032046935529e+000,5.06563934838831e-001
3.80189396320530e-001	1.01052132672611e+000,5.06144434210334e-001
3.81065823393741e-001	1.01072109506049e+000,5.05728342117496e-001
3.81944270840015e-001	1.01091978503287e+000,5.05315652732002e-001
3.82824743316791e-001	1.01111740723640e+000,5.04906360248344e-001
3.83707245492247e-001	1.01131397218300e+000,5.04500458880777e-001
3.84591782045321e-001	1.01150949030528e+000,5.04097942866992e-001
3.85478357665740e-001	1.01170397195627e+000,5.03698806466410e-001
3.86366977054037e-001	1.01189742741060e+000,5.03303043960475e-001
3.87257644921585e-001	1.01208986686521e+000,5.02910649653871e-001
3.88150365990616e-001	1.01228130043977e+000,5.02521617873654e-001
3.89045144994248e-001	1.01247173817755e+000,5.02135942969012e-001
3.89941986676511e-001	1.01266119004638e+000,5.01753619313770e-001
3.90840895792369e-001	1.01284966593894e+000,5.01374641303266e-001
3.91741877107750e-001	1.01303717567379e+000,5.00999003357180e-001
3.92644935399567e-001	1.01322372899552e+000,5.00626699919382e-001
3.93550075455744e-001	1.01340933557609e+000,5.00257725455702e-001
3.94457302075245e-001	1.01359400501520e+000,4.99892074457220e-001
3.95366620068095e-001	1.01377774684082e+000,4.99529741438880e-001
3.96278034255406e-001	1.01396057051014e+000,4.99170720939045e-001
3.97191549469407e-001	1.01414248541002e+000,4.98815007521078e-001
3.98107170553464e-001	1.01432350085772e+000,4.98462595773150e-001
3.99024902362108e-001	1.01450362610145e+000,4.98113480306431e-001
3.99944749761064e-001	1.01468287032096e+000,4.97767655757844e-001
4.00866717627269e-001	1.01486124262877e+000,4.97425116789357e-001
4.01790810848906e-001	1.01503875207009e+000,4.97085858087396e-001
4.02717034325425e-001	1.01521540762350e+000,4.96749874363575e-001
4.03645392967571e-001	1.01539121820211e+000,4.96417160354578e-001
4.04575891697408e-001	1.01556619265377e+000,4.96087710822527e-001
4.05508535448349e-001	1.01574033976148e+000,4.95761520554321e-001
4.06443329165178e-001	1.01591366824481e+000,4.95438584363339e-001
4.07380277804078e-001	1.01608618675920e+000,4.95118897086957e-001
4.08319386332657e-001	1.01625790389820e+000,4.94802453589881e-001
4.09260659729976e-001	1.01642882819236e+000,4.94489248762074e-001
4.10204102986572e-001	1.01659896811150e+000,4.94179277518616e-001
4.11149721104487e-001	1.01676833206339e+000,4.93872534800855e-001
4.12097519097295e-001	1.01693692839668e+000,4.93569015576629e-001
4.13047501990126e-001	1.01710476539905e+000,4.93268714839589e-001
4.13999674819695e-001	1.01727185129951e+000,4.92971627608819e-001
4.14954042634328e-001	1.01743819426797e+000,4.92677748930181e-001
4.15910610493987e-001	1.01760380241690e+000,4.92387073876415e-001
4.16869383470300e-001	1.01776868380033e+000,4.92099597545727e-001
4.17830366646586e-001	1.01793284641575e+000,4.91815315062633e-001
4.18793565117883e-001	1.01809629820415e+000,4.91534221578943e-001
4.19758983990972e-001	1.01825904705059e+000,4.91256312272362e-001
4.20726628384408e-001	1.01842110078471e+000,4.90981582347471e-001
4.21696503428546e-001	1.01858246718104e+000,4.90710027035027e-001
4.22668614265567e-001	1.01874315396013e+000,4.90441641592964e-001
4.23642966049505e-001	1.01890316878836e+000,4.90176421305602e-001
4.24619563946276e-001	1.01906251927945e+000,4.89914361484407e-001
4.25598413133707e-001	1.01922121299385e+000,4.89655457466939e-001
4.26579518801556e-001	1.01937925743977e+000,4.89399704618759e-001
4.27562886151549e-001	1.01953666007400e+000,4.89147098331048e-001
4.28548520397403e-001	1.01969342830167e+000,4.88897634022548e-001
4.29536426764850e-001	1.01984956947779e+000,4.88651307138590e-001
4.30526610491673e-001	1.02000509090634e+000,4.88408113151974e-001
4.31519076827728e-001	1.02015999984234e+000,4.88168047562477e-001
4.32513831034971e-001	1.02031430349152e+000,4.87931105896297e-001
4.33510878387491e-001	1.02046800901011e+000,4.87697283707341e-001
4.34510224171534e-001	1.02062112350685e+000,4.87466576576243e-001
4.35511873685531e-001	1.02077365404237e+000,4.87238980110487e-001
4.36515832240128e-001	1.02092560763000e+000,4.87014489945132e-001
4.37522105158214e-001	1.02107699123651e+000,4.86793101742192e-001
4.38530697774948e-001	1.02122781178169e+000,4.86574811191050e-001
4.39541615437786e-001	1.02137807614006e+000,4.86359614007162e-001
4.40554863506515e-001	1.02152779114040e+000,4.86147505934591e-001
4.41570447353274e-001	1.02167696356636e+000,4.85938482743792e-001
4.42588372362588e-001	1.02182560015742e+000,4.85732540232113e-001
4.43608643931394e-001	1.02197370760875e+000,4.85529674224510e-001
4.44631267469070e-001	1.02212129257162e+000,4.85329880573215e-001
4.45656248397464e-001	1.02226836165487e+000,4.85133155157250e-001
4.46683592150924e-001	1.02241492142388e+000,4.84939493882895e-001
4.47713304176323e-001	1.02256097840196e+000,4.84748892684114e-001
4.48745389933093e-001	1.02270653907049e+000,4.84561347521160e-001
4.49779854893249e-001	1.02285160986932e+000,4.84376854381594e-001
4.50816704541421e-001	1.02299619719743e+000,4.84195409280902e-001
4.51855944374883e-001	1.02314030741318e+000,4.84017008260492e-001
4.52897579903581e-001	1.02328394683465e+000,4.83841647390215e-001
4.53941616650163e-001	1.02342712173983e+000,4.83669322765722e-001
4.54988060150009e-001	1.02356983836828e+000,4.83500030511131e-001
4.56036915951256e-001	1.02371210291948e+000,4.83333766776129e-001
4.57088189614835e-001	1.02385392155512e+000,4.83170527738749e-001
4.58141886714493e-001	1.02399530039821e+000,4.83010309602979e-001
4.59198012836828e-001	1.02413624553467e+000,4.82853108601234e-001
4.60256573581316e-001	1.02427676301236e+000,4.82698920991050e-001
4.61317574560339e-001	1.02441685884269e+000,4.82547743058643e-001
4.62381021399220e-001	1.02455653900017e+000,4.82399571116301e-001
4.63446919736247e-001	1.02469580942352e+000,4.82254401503659e-001
4.64515275222708e-001	1.02483467601498e+000,4.82112230586774e-001
4.65586093522918e-001	1.02497314464180e+000,4.81973054758398e-001
4.66659380314247e-001	1.02511122113691e+000,4.81836870439626e-001
4.67735141287157e-001	1.02524891129706e+000,4.81703674076941e-001
4.68813382145224e-001	1.02538622088551e+000,4.81573462143299e-001
4.69894108605174e-001	1.02552315563204e+000,4.81446231139847e-001
4.70977326396911e-001	1.02565972123204e+000,4.81321977593524e-001
4.72063041263549e-001	1.02579592334824e+000,4.81200698058202e-001
4.73151258961438e-001	1.02593176761011e+000,4.81082389114167e-001
4.74241985260203e-001	1.02606725961488e+000,4.80967047368852e-001
4.75335225942763e-001	1.02620240492792e+000,4.80854669455711e-001
4.76430986805373e-001	1.02633720908253e+000,4.80745252035422e-001
4.77529273657648e-001	1.02647167758014e+000,4.80638791793945e-001
4.78630092322596e-001	1.02660581589222e+000,4.80535285445380e-001
4.79733448636646e-001	1.02673962945833e+000,4.80434729728602e-001
4.80839348449686e-001	1.02687312368863e+000,4.80337121410785e-001
4.81947797625084e-001	1.02700630396241e+000,4.80242457283114e-001
4.83058802039730e-001	1.02713917562965e+000,4.80150734164811e-001
4.84172367584056e-001	1.02727174401090e+000,4.80061948901016e-001
4.85288500162078e-001	1.02740401439788e+000,4.79976098363058e-001
4.86407205691418e-001	1.02753599205301e+000,4.79893179447959e-001
4.87528490103343e-001	1.02766768221090e+000,4.79813189079183e-001
4.88652359342790e-001	1.02779909007759e+000,4.79736124206787e-001
4.89778819368402e-001	1.02793022083194e+000,4.79661981806009e-001
4.90907876152559e-001	1.02806107962487e+000,4.79590758878845e-001
4.92039535681407e-001	1.02819167158027e+000,4.79522452452343e-001
4.93173803954892e-001	1.02832200179545e+000,4.79457059580640e-001
4.94310686986791e-001	1.02845207534072e+000,4.79394577342234e-001
4.95450190804746e-001	1.02858189726122e+000,4.79335002843122e-001
4.96592321450291e-001	1.02871147257507e+000,4.79278333213572e-001
4.97737084978891e-001	1.02884080627520e+000,4.79224565609922e-001
4.98884487459967e-001	1.02896990332979e+000,4.79173697214925e-001
5.00034534976933e-001	1.02909876868141e+000,4.79125725236408e-001
5.01187233627227e-001	1.02922740724823e+000,4.79080646907235e-001
5.02342589522342e-001	1.02935582392359e+000,4.79038459486062e-001
5.03500608787859e-001	1.02948402357762e+000,4.78999160257290e-001
5.04661297563483e-001	1.02961201105586e+000,4.78962746530769e-001
5.05824662003068e-001	1.02973979118072e+000,4.78929215641187e-001
5.06990708274658e-001	1.02986736875117e+000,4.78898564948268e-001
5.08159442560514e-001	1.02999474854348e+000,4.78870791837802e-001
5.09330871057149e-001	1.03012193531098e+000,4.78845893720037e-001
5.10504999975360e-001	1.03024893378516e+000,4.78823868030880e-001
5.11681835540261e-001	1.03037574867467e+000,4.78804712230445e-001
5.12861383991318e-001	1.03050238466677e+000,4.78788423804493e-001
5.14043651582379e-001	1.03062884642732e+000,4.78775000263788e-001
5.15228644581710e-001	1.03075513860046e+000,4.78764439143091e-001
5.16416369272024e-001	1.03088126580951e+000,4.78756738002766e-001
