Freq.	V(vout)/(I(Itest)-I(RL))
2.22843514926943e+005	5.91088381313350e-001,4.44158465537033e-002
2.23357222282966e+005	5.91095060676183e-001,4.46295920989788e-002
2.23872113856746e+005	5.91101774030968e-001,4.48435711136458e-002
2.24388192378189e+005	5.91108521517567e-001,4.50577847103662e-002
2.24905460583490e+005	5.91115303276537e-001,4.52722340028976e-002
2.25423921215155e+005	5.91122119449150e-001,4.54869201060500e-002
2.25943577022009e+005	5.91128970177365e-001,4.57018441358394e-002
2.26464430759217e+005	5.91135855603869e-001,4.59170072092987e-002
2.26986485188293e+005	5.91142775872047e-001,4.61324104446271e-002
2.27509743077118e+005	5.91149731126011e-001,4.63480549611171e-002
2.28034207199953e+005	5.91156721510580e-001,4.65639418791972e-002
2.28559880337454e+005	5.91163747171300e-001,4.67800723204219e-002
2.29086765276688e+005	5.91170808254441e-001,4.69964474074790e-002
2.29614864811146e+005	5.91177904906987e-001,4.72130682642234e-002
2.30144181740761e+005	5.91185037276671e-001,4.74299360155860e-002
2.30674718871917e+005	5.91192205511940e-001,4.76470517877368e-002
2.31206479017469e+005	5.91199409761987e-001,4.78644167079081e-002
2.31739464996757e+005	5.91206650176739e-001,4.80820319045594e-002
2.32273679635620e+005	5.91213926906863e-001,4.82998985072840e-002
2.32809125766410e+005	5.91221240103770e-001,4.85180176468553e-002
2.33345806228009e+005	5.91228589919617e-001,4.87363904552062e-002
2.33883723865844e+005	5.91235976507319e-001,4.89550180654428e-002
2.34422881531900e+005	5.91243400020527e-001,4.91739016118983e-002
2.34963282084739e+005	5.91250860613663e-001,4.93930422300419e-002
2.35504928389509e+005	5.91258358441896e-001,4.96124410565672e-002
2.36047823317965e+005	5.91265893661173e-001,4.98320992293310e-002
2.36591969748483e+005	5.91273466428187e-001,5.00520178874401e-002
2.37137370566073e+005	5.91281076900411e-001,5.02721981711717e-002
2.37684028662394e+005	5.91288725236083e-001,5.04926412220360e-002
2.38231946935776e+005	5.91296411594219e-001,5.07133481827385e-002
2.38781128291224e+005	5.91304136134608e-001,5.09343201972450e-002
2.39331575640445e+005	5.91311899017826e-001,5.11555584106956e-002
2.39883291901855e+005	5.91319700405227e-001,5.13770639695001e-002
2.40436280000599e+005	5.91327540458948e-001,5.15988380213142e-002
2.40990542868565e+005	5.91335419341923e-001,5.18208817149971e-002
2.41546083444399e+005	5.91343337217879e-001,5.20431962006711e-002
2.42102904673523e+005	5.91351294251332e-001,5.22657826297146e-002
2.42661009508146e+005	5.91359290607603e-001,5.24886421547742e-002
2.43220400907286e+005	5.91367326452817e-001,5.27117759297137e-002
2.43781081836779e+005	5.91375401953898e-001,5.29351851097129e-002
2.44343055269301e+005	5.91383517278584e-001,5.31588708511876e-002
2.44906324184378e+005	5.91391672595423e-001,5.33828343118613e-002
2.45470891568407e+005	5.91399868073786e-001,5.36070766506765e-002
2.46036760414666e+005	5.91408103883846e-001,5.38315990279453e-002
2.46603933723337e+005	5.91416380196620e-001,5.40564026051929e-002
2.47172414501516e+005	5.91424697183929e-001,5.42814885453040e-002
2.47742205763231e+005	5.91433055018440e-001,5.45068580124103e-002
2.48313310529459e+005	5.91441453873641e-001,5.47325121719699e-002
2.48885731828141e+005	5.91449893923861e-001,5.49584521907592e-002
2.49459472694197e+005	5.91458375344269e-001,5.51846792368462e-002
2.50034536169545e+005	5.91466898310868e-001,5.54111944796433e-002
2.50610925303113e+005	5.91475463000520e-001,5.56379990898602e-002
2.51188643150859e+005	5.91484069590923e-001,5.58650942395603e-002
2.51767692775786e+005	5.91492718260636e-001,5.60924811021166e-002
2.52348077247958e+005	5.91501409189070e-001,5.63201608522639e-002
2.52929799644515e+005	5.91510142556499e-001,5.65481346660553e-002
2.53512863049691e+005	5.91518918544057e-001,5.67764037209151e-002
2.54097270554830e+005	5.91527737333746e-001,5.70049691956003e-002
2.54683025258404e+005	5.91536599108437e-001,5.72338322702425e-002
2.55270130266024e+005	5.91545504051876e-001,5.74629941263172e-002
2.55858588690464e+005	5.91554452348681e-001,5.76924559466991e-002
2.56448403651671e+005	5.91563444184360e-001,5.79222189155906e-002
2.57039578276785e+005	5.91572479745302e-001,5.81522842185831e-002
2.57632115700156e+005	5.91581559218779e-001,5.83826530426786e-002
2.58226019063358e+005	5.91590682792957e-001,5.86133265762528e-002
2.58821291515207e+005	5.91599850656900e-001,5.88443060090402e-002
2.59417936211779e+005	5.91609063000566e-001,5.90755925322217e-002
2.60015956316425e+005	5.91618320014823e-001,5.93071873383249e-002
2.60615354999787e+005	5.91627621891433e-001,5.95390916213411e-002
2.61216135439818e+005	5.91636968823080e-001,5.97713065766202e-002
2.61818300821795e+005	5.91646361003357e-001,6.00038334009462e-002
2.62421854338341e+005	5.91655798626770e-001,6.02366732925473e-002
2.63026799189434e+005	5.91665281888752e-001,6.04698274510328e-002
2.63633138582434e+005	5.91674810985658e-001,6.07032970774644e-002
2.64240875732090e+005	5.91684386114774e-001,6.09370833743397e-002
2.64850013860565e+005	5.91694007474311e-001,6.11711875455951e-002
2.65460556197449e+005	5.91703675263427e-001,6.14056107965938e-002
2.66072505979776e+005	5.91713389682211e-001,6.16403543341700e-002
2.66685866452043e+005	5.91723150931699e-001,6.18754193665994e-002
2.67300640866225e+005	5.91732959213877e-001,6.21108071036070e-002
2.67916832481797e+005	5.91742814731676e-001,6.23465187563997e-002
2.68534444565745e+005	5.91752717688989e-001,6.25825555376418e-002
2.69153480392585e+005	5.91762668290668e-001,6.28189186614570e-002
2.69773943244385e+005	5.91772666742521e-001,6.30556093434720e-002
2.70395836410777e+005	5.91782713251331e-001,6.32926288007682e-002
2.71019163188977e+005	5.91792808024845e-001,6.35299782519476e-002
2.71643926883801e+005	5.91802951271797e-001,6.37676589170497e-002
2.72270130807684e+005	5.91813143201886e-001,6.40056720176608e-002
2.72897778280696e+005	5.91823384025797e-001,6.42440187768623e-002
2.73526872630563e+005	5.91833673955212e-001,6.44827004192028e-002
2.74157417192680e+005	5.91844013202794e-001,6.47217181707756e-002
2.74789415310131e+005	5.91854401982204e-001,6.49610732591784e-002
2.75422870333708e+005	5.91864840508108e-001,6.52007669135034e-002
2.76057785621925e+005	5.91875328996159e-001,6.54408003644360e-002
2.76694164541042e+005	5.91885867663039e-001,6.56811748440999e-002
2.77332010465074e+005	5.91896456726422e-001,6.59218915862299e-002
2.77971326775819e+005	5.91907096405014e-001,6.61629518260435e-002
2.78612116862867e+005	5.91917786918531e-001,6.64043568003236e-002
2.79254384123623e+005	5.91928528487712e-001,6.66461077474195e-002
2.79898131963325e+005	5.91939321334330e-001,6.68882059071956e-002
2.80543363795060e+005	5.91950165681186e-001,6.71306525211082e-002
2.81190083039783e+005	5.91961061752123e-001,6.73734488321279e-002
2.81838293126334e+005	5.91972009772017e-001,6.76165960848493e-002
2.82487997491459e+005	5.91983009966797e-001,6.78600955253912e-002
2.83139199579826e+005	5.91994062563436e-001,6.81039484014740e-002
2.83791902844043e+005	5.92005167789963e-001,6.83481559623825e-002
2.84446110744679e+005	5.92016325875458e-001,6.85927194590204e-002
2.85101826750278e+005	5.92027537050083e-001,6.88376401438134e-002
2.85759054337381e+005	5.92038801545041e-001,6.90829192708549e-002
2.86417796990544e+005	5.92050119592626e-001,6.93285580957829e-002
2.87078058202355e+005	5.92061491426198e-001,6.95745578758583e-002
2.87739841473453e+005	5.92072917280196e-001,6.98209198699788e-002
2.88403150312546e+005	5.92084397390150e-001,7.00676453385900e-002
2.89067988236433e+005	5.92095931992673e-001,7.03147355438200e-002
2.89734358770017e+005	5.92107521325475e-001,7.05621917493604e-002
2.90402265446330e+005	5.92119165627357e-001,7.08100152205884e-002
2.91071711806545e+005	5.92130865138227e-001,7.10582072244739e-002
2.91742701400001e+005	5.92142620099103e-001,7.13067690296275e-002
2.92415237784217e+005	5.92154430752109e-001,7.15557019063039e-002
2.93089324524916e+005	5.92166297340487e-001,7.18050071263929e-002
2.93764965196036e+005	5.92178220108597e-001,7.20546859634513e-002
2.94442163379759e+005	5.92190199301927e-001,7.23047396926735e-002
2.95120922666521e+005	5.92202235167087e-001,7.25551695909470e-002
2.95801246655037e+005	5.92214327951833e-001,7.28059769367648e-002
2.96483138952316e+005	5.92226477905051e-001,7.30571630103289e-002
2.97166603173684e+005	5.92238685276776e-001,7.33087290934917e-002
2.97851642942800e+005	5.92250950318184e-001,7.35606764698128e-002
2.98538261891677e+005	5.92263273281607e-001,7.38130064245029e-002
2.99226463660700e+005	5.92275654420544e-001,7.40657202444483e-002
2.99916251898646e+005	5.92288093989635e-001,7.43188192182850e-002
3.00607630262703e+005	5.92300592244706e-001,7.45723046362835e-002
3.01300602418492e+005	5.92313149442753e-001,7.48261777904159e-002
3.01995172040081e+005	5.92325765841939e-001,7.50804399743957e-002
3.02691342810010e+005	5.92338441701606e-001,7.53350924836480e-002
3.03389118419306e+005	5.92351177282302e-001,7.55901366152440e-002
3.04088502567507e+005	5.92363972845743e-001,7.58455736680505e-002
3.04789498962677e+005	5.92376828654857e-001,7.61014049426083e-002
3.05492111321430e+005	5.92389744973768e-001,7.63576317411836e-002
3.06196343368946e+005	5.92402722067796e-001,7.66142553678337e-002
3.06902198838993e+005	5.92415760203489e-001,7.68712771282565e-002
3.07609681473948e+005	5.92428859648599e-001,7.71286983299684e-002
3.08318795024813e+005	5.92442020672100e-001,7.73865202821894e-002
3.09029543251236e+005	5.92455243544198e-001,7.76447442958807e-002
3.09741929921535e+005	5.92468528536319e-001,7.79033716838030e-002
3.10455958812712e+005	5.92481875921124e-001,7.81624037604573e-002
3.11171633710478e+005	5.92495285972536e-001,7.84218418420530e-002
3.11888958409269e+005	5.92508758965697e-001,7.86816872466280e-002
3.12607936712271e+005	5.92522295177014e-001,7.89419412939741e-002
3.13328572431434e+005	5.92535894884151e-001,7.92026053056401e-002
3.14050869387496e+005	5.92549558366016e-001,7.94636806050018e-002
3.14774831410006e+005	5.92563285902806e-001,7.97251685171565e-002
3.15500462337337e+005	5.92577077775978e-001,7.99870703690285e-002
3.16227766016712e+005	5.92590934268260e-001,8.02493874893368e-002
3.16956746304223e+005	5.92604855663674e-001,8.05121212085731e-002
3.17687407064850e+005	5.92618842247526e-001,8.07752728590284e-002
3.18419752172485e+005	5.92632894306401e-001,8.10388437748519e-002
3.19153785509949e+005	5.92647012128201e-001,8.13028352919343e-002
3.19889510969012e+005	5.92661196002117e-001,8.15672487480249e-002
3.20626932450418e+005	5.92675446218647e-001,8.18320854826888e-002
3.21366053863903e+005	5.92689763069616e-001,8.20973468372818e-002
3.22106879128215e+005	5.92704146848151e-001,8.23630341550328e-002
3.22849412171134e+005	5.92718597848717e-001,8.26291487809560e-002
3.23593656929499e+005	5.92733116367098e-001,8.28956920619470e-002
3.24339617349220e+005	5.92747702700417e-001,8.31626653467165e-002
3.25087297385304e+005	5.92762357147146e-001,8.34300699857857e-002
3.25836701001878e+005	5.92777080007080e-001,8.36979073316102e-002
3.26587832172205e+005	5.92791871581387e-001,8.39661787384282e-002
3.27340694878707e+005	5.92806732172582e-001,8.42348855623594e-002
3.28095293112988e+005	5.92821662084543e-001,8.45040291613803e-002
3.28851630875851e+005	5.92836661622519e-001,8.47736108953358e-002
3.29609712177326e+005	5.92851731093122e-001,8.50436321259603e-002
3.30369541036683e+005	5.92866870804362e-001,8.53140942167951e-002
3.31131121482459e+005	5.92882081065618e-001,8.55849985333346e-002
3.31894457552478e+005	5.92897362187652e-001,8.58563464429490e-002
3.32659553293871e+005	5.92912714482643e-001,8.61281393148527e-002
3.33426412763101e+005	5.92928138264153e-001,8.64003785201871e-002
3.34195040025980e+005	5.92943633847171e-001,8.66730654319415e-002
3.34965439157694e+005	5.92959201548073e-001,8.69462014250707e-002
3.35737614242820e+005	5.92974841684674e-001,8.72197878763875e-002
3.36511569375356e+005	5.92990554576202e-001,8.74938261646251e-002
3.37287308658734e+005	5.93006340543321e-001,8.77683176704295e-002
3.38064836205846e+005	5.93022199908124e-001,8.80432637763689e-002
3.38844156139067e+005	5.93038132994154e-001,8.83186658669062e-002
3.39625272590272e+005	5.93054140126392e-001,8.85945253284725e-002
3.40408189700864e+005	5.93070221631280e-001,8.88708435493746e-002
3.41192911621792e+005	5.93086377836722e-001,8.91476219198733e-002
3.41979442513572e+005	5.93102609072067e-001,8.94248618322017e-002
3.42767786546313e+005	5.93118915668164e-001,8.97025646804586e-002
3.43557947899737e+005	5.93135297957309e-001,8.99807318607719e-002
3.44349930763200e+005	5.93151756273299e-001,9.02593647711643e-002
3.45143739335718e+005	5.93168290951426e-001,9.05384648115931e-002
3.45939377825983e+005	5.93184902328456e-001,9.08180333840292e-002
3.46736850452392e+005	5.93201590742670e-001,9.10980718923668e-002
3.47536161443066e+005	5.93218356533847e-001,9.13785817424844e-002
3.48337315035872e+005	5.93235200043293e-001,9.16595643421940e-002
3.49140315478446e+005	5.93252121613815e-001,9.19410211013274e-002
3.49945167028217e+005	5.93269121589754e-001,9.22229534316669e-002
3.50751873952427e+005	5.93286200316988e-001,9.25053627469584e-002
3.51560440528157e+005	5.93303358142923e-001,9.27882504629605e-002
3.52370871042345e+005	5.93320595416512e-001,9.30716179974093e-002
3.53183169791815e+005	5.93337912488248e-001,9.33554667700620e-002
3.53997341083292e+005	5.93355309710207e-001,9.36397982025858e-002
3.54813389233433e+005	5.93372787435996e-001,9.39246137187521e-002
3.55631318568842e+005	5.93390346020809e-001,9.42099147442614e-002
3.56451133426101e+005	5.93407985821405e-001,9.44957027068674e-002
3.57272838151785e+005	5.93425707196131e-001,9.47819790363072e-002
3.58096437102492e+005	5.93443510504924e-001,9.50687451643317e-002
3.58921934644861e+005	5.93461396109291e-001,9.53560025247710e-002
3.59749335155597e+005	5.93479364372382e-001,9.56437525533605e-002
3.60578643021497e+005	5.93497415658910e-001,9.59319966879756e-002
3.61409862639468e+005	5.93515550335234e-001,9.62207363684415e-002
3.62242998416553e+005	5.93533768769304e-001,9.65099730366972e-002
3.63078054769955e+005	5.93552071330728e-001,9.67997081366165e-002
3.63915036127061e+005	5.93570458390707e-001,9.70899431142333e-002
3.64753946925461e+005	5.93588930322113e-001,9.73806794175357e-002
3.65594791612978e+005	5.93607487499459e-001,9.76719184965707e-002
3.66437574647686e+005	5.93626130298889e-001,9.79636618035073e-002
3.67282300497937e+005	5.93644859098233e-001,9.82559107924730e-002
3.68128973642383e+005	5.93663674276962e-001,9.85486669197431e-002
3.68977598570002e+005	5.93682576216231e-001,9.88419316436075e-002
3.69828179780117e+005	5.93701565298883e-001,9.91357064244042e-002
3.70680721782426e+005	5.93720641909427e-001,9.94299927245987e-002
3.71535229097023e+005	5.93739806434068e-001,9.97247920087054e-002
3.72391706254418e+005	5.93759059260721e-001,1.00020105743304e-001
3.73250157795570e+005	5.93778400778992e-001,1.00315935397075e-001
3.74110588271902e+005	5.93797831380213e-001,1.00612282440758e-001
3.74973002245332e+005	5.93817351457418e-001,1.00909148347225e-001
3.75837404288292e+005	5.93836961405389e-001,1.01206534591378e-001
3.76703798983757e+005	5.93856661620614e-001,1.01504442650288e-001
3.77572190925264e+005	5.93876452501334e-001,1.01802874003079e-001
3.78442584716940e+005	5.93896334447548e-001,1.02101830130966e-001
3.79314984973529e+005	5.93916307860987e-001,1.02401312517310e-001
3.80189396320408e+005	5.93936373145153e-001,1.02701322647553e-001
3.81065823393619e+005	5.93956530705317e-001,1.03001862009251e-001
3.81944270839892e+005	5.93976780948507e-001,1.03302932092120e-001
3.82824743316668e+005	5.93997124283561e-001,1.03604534387917e-001
3.83707245492124e+005	5.94017561121071e-001,1.03906670390611e-001
3.84591782045198e+005	5.94038091873456e-001,1.04209341596214e-001
3.85478357665616e+005	5.94058716954926e-001,1.04512549502898e-001
3.86366977053913e+005	5.94079436781476e-001,1.04816295611041e-001
3.87257644921461e+005	5.94100251770957e-001,1.05120581423030e-001
3.88150365990491e+005	5.94121162343022e-001,1.05425408443472e-001
3.89045144994123e+005	5.94142168919160e-001,1.05730778179089e-001
3.89941986676386e+005	5.94163271922683e-001,1.06036692138792e-001
3.90840895792244e+005	5.94184471778769e-001,1.06343151833589e-001
3.91741877107624e+005	5.94205768914432e-001,1.06650158776682e-001
3.92644935399441e+005	5.94227163758562e-001,1.06957714483388e-001
3.93550075455618e+005	5.94248656741908e-001,1.07265820471189e-001
3.94457302075119e+005	5.94270248297079e-001,1.07574478259787e-001
3.95366620067968e+005	5.94291938858585e-001,1.07883689370991e-001
3.96278034255279e+005	5.94313728862830e-001,1.08193455328757e-001
3.97191549469279e+005	5.94335618748081e-001,1.08503777659316e-001
3.98107170553336e+005	5.94357608954546e-001,1.08814657890951e-001
3.99024902361980e+005	5.94379699924326e-001,1.09126097554199e-001
3.99944749760935e+005	5.94401892101431e-001,1.09438098181779e-001
4.00866717627140e+005	5.94424185931814e-001,1.09750661308565e-001
4.01790810848777e+005	5.94446581863372e-001,1.10063788471585e-001
4.02717034325296e+005	5.94469080345897e-001,1.10377481210171e-001
4.03645392967441e+005	5.94491681831171e-001,1.10691741065747e-001
4.04575891697279e+005	5.94514386772933e-001,1.11006569581928e-001
4.05508535448219e+005	5.94537195626864e-001,1.11321968304586e-001
4.06443329165048e+005	5.94560108850616e-001,1.11637938781798e-001
4.07380277803947e+005	5.94583126903844e-001,1.11954482563769e-001
4.08319386332526e+005	5.94606250248163e-001,1.12271601203000e-001
4.09260659729845e+005	5.94629479347203e-001,1.12589296254134e-001
4.10204102986440e+005	5.94652814666578e-001,1.12907569274083e-001
4.11149721104355e+005	5.94676256673926e-001,1.13226421821932e-001
4.12097519097163e+005	5.94699805838900e-001,1.13545855458998e-001
4.13047501989994e+005	5.94723462633164e-001,1.13865871748844e-001
4.13999674819562e+005	5.94747227530437e-001,1.14186472257213e-001
4.14954042634194e+005	5.94771101006476e-001,1.14507658552080e-001
4.15910610493853e+005	5.94795083539065e-001,1.14829432203705e-001
4.16869383470166e+005	5.94819175608055e-001,1.15151794784542e-001
4.17830366646452e+005	5.94843377695378e-001,1.15474747869261e-001
4.18793565117748e+005	5.94867690285023e-001,1.15798293034790e-001
4.19758983990837e+005	5.94892113863067e-001,1.16122431860294e-001
4.20726628384273e+005	5.94916648917658e-001,1.16447165927203e-001
4.21696503428411e+005	5.94941295939082e-001,1.16772496819112e-001
4.22668614265431e+005	5.94966055419657e-001,1.17098426122024e-001
4.23642966049369e+005	5.94990927853895e-001,1.17424955424011e-001
4.24619563946140e+005	5.95015913738379e-001,1.17752086315500e-001
4.25598413133570e+005	5.95041013571829e-001,1.18079820389170e-001
4.26579518801419e+005	5.95066227855109e-001,1.18408159239922e-001
4.27562886151412e+005	5.95091557091232e-001,1.18737104464933e-001
4.28548520397265e+005	5.95117001785351e-001,1.19066657663646e-001
4.29536426764712e+005	5.95142562444782e-001,1.19396820437784e-001
4.30526610491535e+005	5.95168239579014e-001,1.19727594391322e-001
4.31519076827590e+005	5.95194033699732e-001,1.20058981130464e-001
4.32513831034833e+005	5.95219945320774e-001,1.20390982263762e-001
4.33510878387352e+005	5.95245974958198e-001,1.20723599401986e-001
4.34510224171395e+005	5.95272123130262e-001,1.21056834158180e-001
4.35511873685391e+005	5.95298390357406e-001,1.21390688147747e-001
4.36515832239988e+005	5.95324777162336e-001,1.21725162988249e-001
4.37522105158074e+005	5.95351284069936e-001,1.22060260299655e-001
4.38530697774807e+005	5.95377911607379e-001,1.22395981704095e-001
4.39541615437646e+005	5.95404660304040e-001,1.22732328826086e-001
4.40554863506374e+005	5.95431530691570e-001,1.23069303292377e-001
4.41570447353133e+005	5.95458523303884e-001,1.23406906732006e-001
4.42588372362446e+005	5.95485638677141e-001,1.23745140776365e-001
4.43608643931252e+005	5.95512877349798e-001,1.24084007059097e-001
4.44631267468927e+005	5.95540239862601e-001,1.24423507216129e-001
4.45656248397322e+005	5.95567726758585e-001,1.24763642885723e-001
4.46683592150781e+005	5.95595338583107e-001,1.25104415708382e-001
4.47713304176180e+005	5.95623075883806e-001,1.25445827326991e-001
4.48745389932949e+005	5.95650939210667e-001,1.25787879386682e-001
4.49779854893105e+005	5.95678929116001e-001,1.26130573534913e-001
4.50816704541276e+005	5.95707046154442e-001,1.26473911421468e-001
4.51855944374738e+005	5.95735290883000e-001,1.26817894698401e-001
4.52897579903436e+005	5.95763663861004e-001,1.27162525020139e-001
4.53941616650018e+005	5.95792165650208e-001,1.27507804043307e-001
4.54988060149863e+005	5.95820796814677e-001,1.27853733426975e-001
4.56036915951110e+005	5.95849557920902e-001,1.28200314832439e-001
4.57088189614688e+005	5.95878449537726e-001,1.28547549923406e-001
4.58141886714346e+005	5.95907472236431e-001,1.28895440365808e-001
4.59198012836681e+005	5.95936626590687e-001,1.29243987827956e-001
4.60256573581168e+005	5.95965913176605e-001,1.29593193980425e-001
4.61317574560191e+005	5.95995332572691e-001,1.29943060496195e-001
4.62381021399071e+005	5.96024885359905e-001,1.30293589050529e-001
4.63446919736099e+005	5.96054572121681e-001,1.30644781320961e-001
4.64515275222560e+005	5.96084393443839e-001,1.30996638987491e-001
4.65586093522769e+005	5.96114349914712e-001,1.31349163732349e-001
4.66659380314098e+005	5.96144442125114e-001,1.31702357240080e-001
4.67735141287007e+005	5.96174670668304e-001,1.32056221197637e-001
4.68813382145074e+005	5.96205036140062e-001,1.32410757294248e-001
4.69894108605023e+005	5.96235539138644e-001,1.32765967221519e-001
4.70977326396760e+005	5.96266180264844e-001,1.33121852673331e-001
4.72063041263397e+005	5.96296960121943e-001,1.33478415345979e-001
4.73151258961287e+005	5.96327879315763e-001,1.33835656938061e-001
4.74241985260051e+005	5.96358938454672e-001,1.34193579150493e-001
4.75335225942611e+005	5.96390138149575e-001,1.34552183686553e-001
4.76430986805221e+005	5.96421479013926e-001,1.34911472251878e-001
4.77529273657495e+005	5.96452961663756e-001,1.35271446554412e-001
4.78630092322442e+005	5.96484586717676e-001,1.35632108304440e-001
4.79733448636493e+005	5.96516354796840e-001,1.35993459214669e-001
4.80839348449532e+005	5.96548266525040e-001,1.36355501000057e-001
4.81947797624930e+005	5.96580322528655e-001,1.36718235377947e-001
4.83058802039575e+005	5.96612523436664e-001,1.37081664068045e-001
4.84172367583901e+005	5.96644869880680e-001,1.37445788792370e-001
4.85288500161922e+005	5.96677362494948e-001,1.37810611275308e-001
4.86407205691262e+005	5.96710001916334e-001,1.38176133243615e-001
4.87528490103187e+005	5.96742788784385e-001,1.38542356426335e-001
4.88652359342633e+005	5.96775723741269e-001,1.38909282554944e-001
4.89778819368246e+005	5.96808807431841e-001,1.39276913363230e-001
4.90907876152402e+005	5.96842040503643e-001,1.39645250587313e-001
4.92039535681249e+005	5.96875423606883e-001,1.40014295965703e-001
4.93173803954734e+005	5.96908957394491e-001,1.40384051239226e-001
4.94310686986633e+005	5.96942642522087e-001,1.40754518151080e-001
4.95450190804587e+005	5.96976479648004e-001,1.41125698446835e-001
4.96592321450133e+005	5.97010469433327e-001,1.41497593874359e-001
4.97737084978732e+005	5.97044612541835e-001,1.41870206183951e-001
4.98884487459808e+005	5.97078909640077e-001,1.42243537128225e-001
5.00034534976773e+005	5.97113361397363e-001,1.42617588462132e-001
5.01187233627067e+005	5.97147968485761e-001,1.42992361942996e-001
5.02342589522181e+005	5.97182731580103e-001,1.43367859330517e-001
5.03500608787698e+005	5.97217651358023e-001,1.43744082386712e-001
5.04661297563321e+005	5.97252728499940e-001,1.44121032875972e-001
5.05824662002906e+005	5.97287963689071e-001,1.44498712565062e-001
5.06990708274496e+005	5.97323357611463e-001,1.44877123223065e-001
5.08159442560352e+005	5.97358910955967e-001,1.45256266621460e-001
5.09330871056986e+005	5.97394624414291e-001,1.45636144534039e-001
5.10504999975197e+005	5.97430498680950e-001,1.46016758737011e-001
5.11681835540098e+005	5.97466534453392e-001,1.46398111008802e-001
5.12861383991154e+005	5.97502732431811e-001,1.46780203130407e-001
5.14043651582215e+005	5.97539093319378e-001,1.47163036884984e-001
5.15228644581545e+005	5.97575617822097e-001,1.47546614058138e-001
5.16416369271859e+005	5.97612306648856e-001,1.47930936437851e-001
5.17606831950355e+005	5.97649160511485e-001,1.48316005814380e-001
5.18800038928748e+005	5.97686180124713e-001,1.48701823980374e-001
5.19995996533302e+005	5.97723366206186e-001,1.49088392730835e-001
5.21194711104866e+005	5.97760719476476e-001,1.49475713863138e-001
5.22396188998905e+005	5.97798240659122e-001,1.49863789176969e-001
5.23600436585535e+005	5.97835930480596e-001,1.50252620474404e-001
5.24807460249557e+005	5.97873789670353e-001,1.50642209559833e-001
5.26017266390490e+005	5.97911818960814e-001,1.51032558240014e-001
5.27229861422606e+005	5.97950019087375e-001,1.51423668324073e-001
5.28445251774963e+005	5.97988390788436e-001,1.51815541623464e-001
5.29663443891440e+005	5.98026934805413e-001,1.52208179951973e-001
5.30884444230770e+005	5.98065651882727e-001,1.52601585125749e-001
5.32108259266575e+005	5.98104542767818e-001,1.52995758963306e-001
5.33334895487402e+005	5.98143608211187e-001,1.53390703285446e-001
5.34564359396752e+005	5.98182848966346e-001,1.53786419915393e-001
5.35796657513121e+005	5.98222265789879e-001,1.54182910678672e-001
5.37031796370032e+005	5.98261859441453e-001,1.54580177403134e-001
5.38269782516067e+005	5.98301630683790e-001,1.54978221919005e-001
5.39510622514906e+005	5.98341580282720e-001,1.55377046058817e-001
5.40754322945358e+005	5.98381709007150e-001,1.55776651657472e-001
5.42000890401401e+005	5.98422017629128e-001,1.56177040552158e-001
5.43250331492210e+005	5.98462506923770e-001,1.56578214582489e-001
5.44502652842197e+005	5.98503177669384e-001,1.56980175590301e-001
5.45757861091046e+005	5.98544030647363e-001,1.57382925419856e-001
5.47015962893746e+005	5.98585066642288e-001,1.57786465917693e-001
5.48276964920628e+005	5.98626286441854e-001,1.58190798932754e-001
5.49540873857398e+005	5.98667690837026e-001,1.58595926316138e-001
5.50807696405176e+005	5.98709280621833e-001,1.59001849921481e-001
5.52077439280530e+005	5.98751056593571e-001,1.59408571604608e-001
5.53350109215509e+005	5.98793019552710e-001,1.59816093223727e-001
5.54625712957682e+005	5.98835170302964e-001,1.60224416639307e-001
5.55904257270174e+005	5.98877509651217e-001,1.60633543714234e-001
5.57185748931700e+005	5.98920038407649e-001,1.61043476313613e-001
5.58470194736601e+005	5.98962757385643e-001,1.61454216304925e-001
5.59757601494879e+005	5.99005667401880e-001,1.61865765557905e-001
5.61047976032239e+005	5.99048769276248e-001,1.62278125944696e-001
5.62341325190117e+005	5.99092063831974e-001,1.62691299339652e-001
5.63637655825722e+005	5.99135551895545e-001,1.63105287619475e-001
5.64936974812070e+005	5.99179234296740e-001,1.63520092663190e-001
5.66239289038020e+005	5.99223111868681e-001,1.63935716352068e-001
5.67544605408313e+005	5.99267185447768e-001,1.64352160569755e-001
5.68852930843607e+005	5.99311455873741e-001,1.64769427202176e-001
5.70164272280512e+005	5.99355923989717e-001,1.65187518137494e-001
5.71478636671631e+005	5.99400590642156e-001,1.65606435266186e-001
5.72796030985593e+005	5.99445456680850e-001,1.66026180481074e-001
5.74116462207090e+005	5.99490522958972e-001,1.66446755677249e-001
5.75439937336919e+005	5.99535790333129e-001,1.66868162752014e-001
5.76766463392013e+005	5.99581259663282e-001,1.67290403605025e-001
5.78096047405479e+005	5.99626931812794e-001,1.67713480138223e-001
5.79428696426642e+005	5.99672807648474e-001,1.68137394255783e-001
5.80764417521072e+005	5.99718888040534e-001,1.68562147864196e-001
5.82103217770631e+005	5.99765173862648e-001,1.68987742872184e-001
5.83445104273504e+005	5.99811665991914e-001,1.69414181190790e-001
5.84790084144239e+005	5.99858365308940e-001,1.69841464733236e-001
5.86138164513787e+005	5.99905272697755e-001,1.70269595415092e-001
5.87489352529534e+005	5.99952389045893e-001,1.70698575154153e-001
5.88843655355346e+005	5.99999715244394e-001,1.71128405870450e-001
